MUNICIPIO,MARCA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),APPLE
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,HUAWEI
FLORIDABLANCA,MOTOROLA
FLORIDABLANCA,SAMSUNG
GIRON,SAMSUNG
GIRON,OTRA
GIRON,APPLE
PIEDECUESTA,SAMSUNG
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),HUAWEI
IBAGUE (CT),ASUS
IBAGUE (CT),-
IBAGUE (CT),HUAWEI
IBAGUE (CT),MOTOROLA
IBAGUE (CT),-
IBAGUE (CT),SAMSUNG
IBAGUE (CT),-
IBAGUE (CT),BLU
IBAGUE (CT),-
LIBANO,OTRA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),ALCATEL
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),APPLE
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),SAMSUNG
CANDELARIA,SAMSUNG
CANDELARIA,MOTOROLA
CANDELARIA,SAMSUNG
CARTAGO,SAMSUNG
FLORIDA,OTRA
PALMIRA,HUAWEI
BELLO,HUAWEI
BELLO,HUAWEI
BELLO,LG
BELLO,SAMSUNG
ITAGUI,MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LENOVO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SONY
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
MEDELLIN (CT),SONY
MEDELLIN (CT),ALCATEL
NECOCLI,APPLE
RIONEGRO,HUAWEI
SABANETA,NOKIA
SABANETA,LG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),NOKIA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
FLORENCIA (CT),AVVIO
BARRANQUILLA (CT),MOTOROLA
SABANALARGA,MOTOROLA
SOLEDAD,SAMSUNG
SOLEDAD,HUAWEI
SOLEDAD,SAMSUNG
CARTAGENA (CT),SAMSUNG
CARTAGENA (CT),SONY
EL CARMEN DE BOLIVAR,HUAWEI
EL CARMEN DE BOLIVAR,APPLE
EL CARMEN DE BOLIVAR,APPLE
EL CARMEN DE BOLIVAR,SAMSUNG
SOGAMOSO,HUAWEI
TUNJA (CT),HUAWEI
TUNJA (CT),SAMSUNG
CHINCHINA,APPLE
LA DORADA,ALCATEL
MANIZALES (CT),ALCATEL
MANIZALES (CT),SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),APPLE
FLORENCIA (CT),AVVIO
TAURAMENA,-
TAURAMENA,NOKIA
VILLANUEVA,NOKIA
YOPAL (CT),HUAWEI
YOPAL (CT),APPLE
EL TAMBO,MOTOROLA
POPAYAN (CT),HUAWEI
POPAYAN (CT),SAMSUNG
POPAYAN (CT),NOKIA
SANTANDER DE QUILICHAO,MOTOROLA
TIMBIO,ALCATEL
PUEBLO BELLO,HUAWEI
VALLEDUPAR (CT),APPLE
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
QUIBDO (CT),SAMSUNG
MONTELIBANO,SAMSUNG
MONTERIA (CT),-
PLANETA RICA,MOTOROLA
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
MAICAO,HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
GIRARDOT,LG
MAICAO,SAMSUNG
RIOHACHA (CT),MOTOROLA
NEIVA (CT),ALCATEL
NEIVA (CT),SAMSUNG
PITALITO,SONY
PITALITO,SAMSUNG
PITALITO,NOKIA
ARACATACA,HUAWEI
EL BANCO,SAMSUNG
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
IPIALES,HUAWEI
IPIALES,SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),LENOVO
CUCUTA (CT),SAMSUNG
CUCUTA (CT),MOTOROLA
CUCUTA (CT),LG
CUCUTA (CT),LENOVO
MOCOA (CT),SAMSUNG
ARMENIA (CT),ALCATEL
ARMENIA (CT),ALCATEL
ARMENIA (CT),OTRA
ARMENIA (CT),LG
ARMENIA (CT),ALCATEL
ARMENIA (CT),BLU
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),OTRA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),SAMSUNG
PEREIRA (CT),OTRA
PEREIRA (CT),SAMSUNG
BARBOSA,ALCATEL
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),NOKIA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,HUAWEI
PIEDECUESTA,SAMSUNG
PIEDECUESTA,SAMSUNG
PIEDECUESTA,SAMSUNG
PUERTO WILCHES,OTRA
ESPINAL,NOKIA
ESPINAL,OTRA
IBAGUE (CT),SAMSUNG
IBAGUE (CT),-
IBAGUE (CT),SAMSUNG
IBAGUE (CT),ALCATEL
IBAGUE (CT),SAMSUNG
IBAGUE (CT),MOTOROLA
IBAGUE (CT),SAMSUNG
BUENAVENTURA,ALCATEL
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),APPLE
CALI (CT),LG
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),ALCATEL
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),SONY
EL CERRITO,ALCATEL
PALMIRA,LENOVO
PALMIRA,APPLE
PALMIRA,SAMSUNG
PALMIRA,SAMSUNG
TULUA,ALCATEL
YUMBO,LG
PUERTO CARRENHO (CT),AVVIO
BELLO,SAMSUNG
BELLO,HUAWEI
BELLO,SAMSUNG
BELLO,SAMSUNG
COPACABANA,APPLE
GUARNE,SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),SONY
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),APPLE
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LENOVO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ASUS
MEDELLIN (CT),HUAWEI
RIONEGRO,SAMSUNG
SABANETA,SAMSUNG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
SOLEDAD,MOTOROLA
SOLEDAD,HUAWEI
SOLEDAD,SAMSUNG
CARTAGENA (CT),APPLE
CARTAGENA (CT),MOTOROLA
CARTAGENA (CT),HUAWEI
EL CARMEN DE BOLIVAR,SAMSUNG
EL CARMEN DE BOLIVAR,SAMSUNG
TUNJA (CT),HUAWEI
MANIZALES (CT),AVVIO
MANIZALES (CT),ZTE
MANIZALES (CT),ALCATEL
MANIZALES (CT),ASUS
MANIZALES (CT),SONY
FLORENCIA (CT),SAMSUNG
FLORENCIA (CT),AVVIO
FLORENCIA (CT),LG
FLORENCIA (CT),SAMSUNG
YOPAL (CT),SAMSUNG
POPAYAN (CT),APPLE
POPAYAN (CT),SAMSUNG
PUERTO TEJADA,SAMSUNG
CHIRIGUANA,SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),MOTOROLA
QUIBDO (CT),AZUMI
QUIBDO (CT),APPLE
CERETE,SAMSUNG
MONTERIA (CT),NOKIA
MONTERIA (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),NOKIA
BOGOTA D.C. (CT),-
FACATATIVA,ALCATEL
GIRARDOT,SAMSUNG
MOSQUERA,ALCATEL
TOCANCIPA,SAMSUNG
RIOHACHA (CT),SAMSUNG
RIOHACHA (CT),HUAWEI
RIOHACHA (CT),HUAWEI
VILLANUEVA,MOTOROLA
NEIVA (CT),ALCATEL
NEIVA (CT),MOTOROLA
TIMANA,SAMSUNG
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),OTRA
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),NOKIA
VILLAVICENCIO (CT),NOKIA
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),MOTOROLA
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),LENOVO
VILLAVICENCIO (CT),HUAWEI
IPIALES,SAMSUNG
PASTO (CT),ASUS
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),AZUMI
CUCUTILLA,SAMSUNG
LA ESPERANZA,SAMSUNG
LOS PATIOS,HUAWEI
LOS PATIOS,LENOVO
OCANHA,ALCATEL
OCANHA,SAMSUNG
VILLA DEL ROSARIO,SAMSUNG
MOCOA (CT),HUAWEI
ARMENIA (CT),AVVIO
ARMENIA (CT),SAMSUNG
DOSQUEBRADAS,HUAWEI
PEREIRA (CT),HUAWEI
BARRANCABERMEJA,HUAWEI
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,NOKIA
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),APPLE
BUCARAMANGA (CT),OTRA
BUCARAMANGA (CT),NOKIA
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,MOTOROLA
FLORIDABLANCA,MOTOROLA
PIEDECUESTA,MOTOROLA
PIEDECUESTA,ZTE
PIEDECUESTA,APPLE
PIEDECUESTA,HUAWEI
PIEDECUESTA,MOTOROLA
COROZAL,MOTOROLA
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),ALCATEL
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),OTRA
SINCELEJO (CT),SAMSUNG
IBAGUE (CT),-
IBAGUE (CT),MOTOROLA
IBAGUE (CT),HUAWEI
IBAGUE (CT),APPLE
LERIDA,ALCATEL
CALI (CT),SAMSUNG
CALI (CT),OTRA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),AVVIO
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),AVVIO
CALI (CT),MOTOROLA
CALI (CT),LG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),APPLE
PALMIRA,SAMSUNG
PALMIRA,SAMSUNG
SEVILLA,ALCATEL
YUMBO,APPLE
BELLO,HUAWEI
BELLO,HUAWEI
BELLO,APPLE
GIRARDOTA,OTRA
GUARNE,APPLE
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),-
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),-
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),LG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ASUS
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
ARAUCA (CT),SAMSUNG
BARRANQUILLA (CT),ZTE
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),LG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
MALAMBO,HUAWEI
DUITAMA,HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),NOKIA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
MANIZALES (CT),LG
FLORENCIA (CT),HUAWEI
FLORENCIA (CT),LANIX
YOPAL (CT),SAMSUNG
YOPAL (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),HUAWEI
POPAYAN (CT),APPLE
POPAYAN (CT),SAMSUNG
SANTANDER DE QUILICHAO,SAMSUNG
BOSCONIA,MOTOROLA
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),ALCATEL
VALLEDUPAR (CT),APPLE
VALLEDUPAR (CT),AZUMI
VALLEDUPAR (CT),BLU
VALLEDUPAR (CT),SAMSUNG
CERETE,LANIX
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),LG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),BLU
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),-
SOACHA,-
AIPE,SONY
NEIVA (CT),-
NEIVA (CT),LANIX
NEIVA (CT),HUAWEI
NEIVA (CT),SONY
PITALITO,SAMSUNG
PITALITO,MOTOROLA
FUNDACION,MOTOROLA
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),MOTOROLA
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),APPLE
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),ASUS
VILLAVICENCIO (CT),OTRA
IPIALES,SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),ALCATEL
CUCUTA (CT),LG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
ARMENIA (CT),LANIX
ARMENIA (CT),SAMSUNG
CALARCA,SAMSUNG
CIRCASIA,OTRA
FILANDIA,ALCATEL
DOSQUEBRADAS,SAMSUNG
DOSQUEBRADAS,NOKIA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),HUAWEI
PEREIRA (CT),SAMSUNG
PEREIRA (CT),BLU
PEREIRA (CT),APPLE
SANTA ROSA DE CABAL,MOTOROLA
SAN ANDRES (CT),LG
BARICHARA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
FLORIDABLANCA,-
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,SONY
FLORIDABLANCA,BLU
GIRON,HUAWEI
SOCORRO,MOTOROLA
MORROA,MOTOROLA
SINCELEJO (CT),SAMSUNG
CHAPARRAL,ALCATEL
ESPINAL,SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),-
IBAGUE (CT),-
MARIQUITA,SAMSUNG
MELGAR,APPLE
CALI (CT),SAMSUNG
CALI (CT),LG
CALI (CT),LENOVO
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),MOTOROLA
CALI (CT),NOKIA
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),ALCATEL
CALI (CT),APPLE
CALI (CT),APPLE
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),LENOVO
CALI (CT),OTRA
CALI (CT),SAMSUNG
PALMIRA,SAMSUNG
PALMIRA,ALCATEL
TULUA,HUAWEI
ABEJORRAL,SAMSUNG
BELLO,LENOVO
BELLO,HUAWEI
BELLO,HUAWEI
BELLO,SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),NOKIA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),AVVIO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
PUERTO TRIUNFO,AVVIO
YONDO,ALCATEL
ARAUCA (CT),BLU
ARAUCA (CT),APPLE
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),LG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),ALCATEL
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),HUAWEI
GALAPA,MOTOROLA
MALAMBO,SAMSUNG
PALMAR DE VARELA,APPLE
SOLEDAD,ALCATEL
SOLEDAD,MOTOROLA
CARTAGENA (CT),APPLE
CARTAGENA (CT),HUAWEI
AQUITANIA,-
CHINCHINA,SAMSUNG
MANIZALES (CT),HUAWEI
MANIZALES (CT),AZUMI
FLORENCIA (CT),AZUMI
FLORENCIA (CT),LENOVO
YOPAL (CT),SAMSUNG
YOPAL (CT),SAMSUNG
YOPAL (CT),SAMSUNG
POPAYAN (CT),ALCATEL
POPAYAN (CT),AVVIO
POPAYAN (CT),ASUS
PUERTO TEJADA,HUAWEI
SANTANDER DE QUILICHAO,HUAWEI
SANTANDER DE QUILICHAO,NOKIA
BOSCONIA,ASUS
GAMARRA,SAMSUNG
PUEBLO BELLO,HUAWEI
VALLEDUPAR (CT),BLU
LORICA,HUAWEI
MONTELIBANO,SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),BLU
SOACHA,-
RIOHACHA (CT),AVVIO
URIBIA,SAMSUNG
NEIVA (CT),HUAWEI
NEIVA (CT),SAMSUNG
NEIVA (CT),APPLE
