BARRIO,SEXO
QUIROGA VII ETAPA E-18,MASCULINO
GALAN,FEMENINO
CENTRO,FEMENINO
BARRIO LA ESPERANZA,MASCULINO
URBANIZACION EL TESORO,MASCULINO
URBANIZACION EL TESORO,MASCULINO
SAN FRANCISCO DE ASIS,MASCULINO
SAN FRANCISCO DE ASIS,MASCULINO
RAFAEL AZUERO MANCHOLA,MASCULINO
SUCRE,MASCULINO
LOS PINOS,MASCULINO
TEYUNA,MASCULINO
DON DIEGO,FEMENINO
CENTRO,MASCULINO
RODADERO TRADICIONAL,MASCULINO
CENTRO,FEMENINO
VEREDA BARCELONA,MASCULINO
COMUNEROS,FEMENINO
LA ESPERANZA VII ETAPA,FEMENINO
CAUDAL ORIENTAL,FEMENINO
PORVENIR,MASCULINO
CAMINO REAL,FEMENINO
GUATIQUIA,FEMENINO
MONTECARLO,FEMENINO
20 DE JULIO,MASCULINO
YERBABUENA,FEMENINO
AVENIDA PANAMERICANA,FEMENINO
CENTRO,MASCULINO
CRUZ VERDE,FEMENINO
CRUZ VERDE,MASCULINO
OBRERO,MASCULINO
AVENIDA PANAMERICANA,MASCULINO
LORENZO,MASCULINO
MARILUZ,FEMENINO
MIRAFLORES I,MASCULINO
LA AURORA,FEMENINO
CHAPAL,FEMENINO
BARRIO QUINTA VELEZ,MASCULINO
BARRIO SANTO DOMINGO,FEMENINO
BARRIO LATINO,FEMENINO
BARIO LA RIVIERA,FEMENINO
BARRIO PATIO CENTRO,FEMENINO
BARRIO SAN AGUSTIN,MASCULINO
BARRIO SAN AGUSTIN,FEMENINO
CENTRO,FEMENINO
MONTEVIDEO,FEMENINO
ZONA CENTRO,MASCULINO
PINARES DE SAN MARTIN,FEMENINO
JARDIN I,MASCULINO
OLAYA HERRERA,FEMENINO
PRIMERO DE FEBRERO 1,MASCULINO
SECTOR VIADUCTO,MASCULINO
SECTOR PLAZA DE BOLIVAR,MASCULINO
LA ISLA (V/SANTANA),MASCULINO
B. SAN VICENTE DE PAUL,FEMENINO
B. SAN VICENTE DE PAUL,FEMENINO
SANTA ANA,FEMENINO
GALAN GOMEZ,FEMENINO
VILLARELIS III,FEMENINO
CABECERA DEL LLANO,MASCULINO
CABECERA DEL LLANO,MASCULINO
CENTRO,FEMENINO
TRANSICION IV,MASCULINO
ANTIGUO CAMPESTRE,MASCULINO
DANGOND,MASCULINO
LA CONCORDIA,FEMENINO
LAGOS I,MASCULINO
LAGOS I,FEMENINO
ANILLO VIAL,MASCULINO
VILLA MERLANO,FEMENINO
CENTRO,MASCULINO
URB. LAS COLINAS,FEMENINO
URB. LAS COLINAS,FEMENINO
FLORENCIA,FEMENINO
LA MANO DE DIOS,MASCULINO
URB. LOS TEJARES,FEMENINO
CARMENZA ROCHA,MASCULINO
CARMENZA ROCHA,MASCULINO
CENTRO,MASCULINO
CENTRO,FEMENINO
EL CARMEN,FEMENINO
LAS PALMERAS (URB.),MASCULINO
LAURELES,MASCULINO
PRADOS DEL NORTE,FEMENINO
JORDAN III ETAPA,FEMENINO
LA MIEL,MASCULINO
CENTRO,MASCULINO
EL CENTRO,FEMENINO
EL POBLADO II E13,MASCULINO
JOSE M. MARROQUIN II E14,MASCULINO
JOSE M. MARROQUIN II E14,MASCULINO
LAS DELICIAS E4,FEMENINO
LOS GUADUALES E6,FEMENINO
CALIMIO DESEPAZ E21,MASCULINO
CIUDAD CAPRI E17,FEMENINO
CIUDAD CAPRI E17,FEMENINO
COMPARTIR E21,MASCULINO
VENEZ - URB. CANHAVER E20,MASCULINO
BASE AEREA E7,MASCULINO
MARIANO RAMOS E16,FEMENINO
EL CEDRO E19,FEMENINO
PUERTO MALLARINO E7,FEMENINO
PRADOS DEL NORTE E2,MASCULINO
COLSEGUROS ANDES E10,FEMENINO
VIA CALI CANDELARIA (23-S-6-1),MASCULINO
EL CARMELO,FEMENINO
BOLIVAR E25,FEMENINO
JOSE MARIA HERNANDEZ,MASCULINO
SAN GERMAN,MASCULINO
ZONA INDUSTRIAL #1,FEMENINO
CAROLINA,MASCULINO
LAS PLAYAS C-16,MASCULINO
GUAYAQUIL C-10,FEMENINO
JESUS NAZARENO C-10,MASCULINO
CASTILLA C-5,FEMENINO
CASTILLA C-5,MASCULINO
SANTA FE C-15,MASCULINO
ESTADIO C-11,FEMENINO
LA MOTA C-16,MASCULINO
PRADO C-10,FEMENINO
MANILA C-14,MASCULINO
UINIVERSIDAD DE ANTIOQUIA  C-4,MASCULINO
FLORENCIA C-5,MASCULINO
LAS PALMAS C-10,FEMENINO
LAS INDEPENDENCIAS C-13,MASCULINO
EL POBLADO C-14,FEMENINO
ESTACION VILLA C-10,MASCULINO
BARRIO COLOMBIA C-14,MASCULINO
EL CHAGUALO C-10,FEMENINO
LA FLORESTA C-12,FEMENINO
KENNEDY C-6,FEMENINO
ESTACION VILLA C-10,MASCULINO
SANTA ANA,FEMENINO
LA PRADERA,MASCULINO
GRANADILLO,FEMENINO
SANTO DOMINGO DE GUZMAN,MASCULINO
VILLA SANTOS,MASCULINO
EL SANTUARIO,MASCULINO
VILLA SANTOS,MASCULINO
EL RIO,MASCULINO
GETSEMANI,FEMENINO
EL PROGRESO,FEMENINO
EL PROGRESO,FEMENINO
EL PROGRESO,FEMENINO
PLAZA PRINCIPAL LOS LIBERTADORES,MASCULINO
BARRIO CENTRO,MASCULINO
BARRIO EL TOPO,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
GUAYACANES,MASCULINO
BARRIO CHIPRE,MASCULINO
CENTRO,FEMENINO
SECTOR COLEGIO INEM,FEMENINO
FUNDADORES,FEMENINO
CENTRO,MASCULINO
NUEVA GRANADA,FEMENINO
CENTRO,FEMENINO
SECTOR PARQUE SAN SEBASTIAN,MASCULINO
ALTOS DE MOLINO,MASCULINO
EL VISO,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
PONTEVEDRA,MASCULINO
CIUDADELA 450 ANHOS,FEMENINO
LAS MARGARITAS,FEMENINO
MINUTO DE DIOS,MASCULINO
ALTO KENNEDY,FEMENINO
LA FLORESTA,MASCULINO
LA FLORIDA E-10,MASCULINO
BACHUE E-10,MASCULINO
LAS AGUAS E-17,MASCULINO
ROSALES E-2,MASCULINO
SAN VICTORINO E-14,FEMENINO
LAS NIEVES E-3,MASCULINO
RINCON VILLA MAYOR E-6,-
MARLY E-2,MASCULINO
RINCON DE LOS ANGELES  E-8,MASCULINO
EL TINTAL E-9,MASCULINO
MONTEVIDEO E-9,FEMENINO
OLAYA E-18,FEMENINO
URB. CATALINA E-8,MASCULINO
GUSTAVO RESTREPO E-18,MASCULINO
AURES II E-11,FEMENINO
BOSQUE POPULAR E-10,MASCULINO
CIUDAD KENNEDY OCC E-8,MASCULINO
LOS PERIODISTAS E-8,FEMENINO
LA INDEPENDENCIA E-7,FEMENINO
SAN CRISTOBAL E-4,FEMENINO
OLARTE E-7,MASCULINO
LA SOLEDAD E-13,MASCULINO
EL NEVADO E-5,MASCULINO
GALERIAS E-13,MASCULINO
LA PERLA E-5,FEMENINO
RICAURTE E-14,MASCULINO
SIDAUTO E-10,MASCULINO
CARVAJAL E-8,FEMENINO
URB. LA CHUCUA E-8,FEMENINO
SANTANDER,FEMENINO
EL PROGRESO,MASCULINO
EL RETIRO,MASCULINO
CENTRO,MASCULINO
SUR ORIENTALES,FEMENINO
ACACIAS ETAPA II,-
VILLA CAROLINA,FEMENINO
RODADERO SUR,FEMENINO
13 DE JUNIO,MASCULINO
TENERIA,MASCULINO
SAN FRANCISCO,FEMENINO
LAS VEGAS,FEMENINO
BULEVAR LA 19,FEMENINO
CENTRO HISTORICO,-
EL MANACACIAS,FEMENINO
VILLA JULIA,FEMENINO
VEREDA VANGUARDIA,FEMENINO
VILLA JULIA,FEMENINO
OLIMPICO,MASCULINO
7 DE AGOSTO,MASCULINO
SAN BENITO,MASCULINO
EL BUQUE,MASCULINO
ARIGUANI,MASCULINO
VILLA MARIA,MASCULINO
AVENIDA PANAMERICANA,MASCULINO
BALCONES DE LA FRONTERA,MASCULINO
CHAMBU,FEMENINO
LOS CHILCOS,MASCULINO
AVENIDA PANAMERICANA,FEMENINO
LA RIVERA,MASCULINO
SAN IGNACIO,MASCULINO
CHAPAL,MASCULINO
PLAZA DEL CARNAVAL,FEMENINO
ESTADIO LIBERTAD,MASCULINO
AV. ESTUDIANTES,MASCULINO
CENTRO,FEMENINO
ESTADIO LIBERTAD,MASCULINO
ESTADIO LIBERTAD,MASCULINO
ESTADIO LIBERTAD,MASCULINO
AV. CHAMPAGNAT,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
SANTA MONICA,MASCULINO
ESTADIO LIBERTAD,MASCULINO
SAN JUAN BOSCO,MASCULINO
ESTADIO LIBERTAD,FEMENINO
ESTADIO LIBERTAD,FEMENINO
CENTRO,FEMENINO
NIZA II,MASCULINO
ESTADIO LIBERTAD,MASCULINO
JULIAN BUCHELI,MASCULINO
JULIAN BUCHELI,MASCULINO
ESTADIO LIBERTAD,MASCULINO
BACHUE,MASCULINO
SIMON BOLIVAR,MASCULINO
BARRIO PRADOS DEL NORTE,FEMENINO
BARRIO CERRO PICO,FEMENINO
BARRIO LATINO,FEMENINO
BARRIO CENTRO,FEMENINO
BARRIO VIDELSO,MASCULINO
EL CENTRO,MASCULINO
BOSQUES DE PALERMO,FEMENINO
ECOMAR,FEMENINO
BOMBAY,MASCULINO
LOS LAGOS,MASCULINO
SECTOR PARQUE LA LIBERTAD,FEMENINO
SECTOR PLAZA DE BOLIVAR,MASCULINO
SECTOR GALERIA CENTRAL,MASCULINO
SECTOR ZONA ROSA,MASCULINO
B. CENTRO,FEMENINO
B. CENTRO,MASCULINO
EL CENTRO,FEMENINO
EL TRAPICHE,FEMENINO
EL CENTRO,MASCULINO
GALAN GOMEZ,FEMENINO
CABECERA DEL LLANO,FEMENINO
SAN GERARDO,MASCULINO
VILLAS DE SAN IGNACIO,FEMENINO
CALDAS,MASCULINO
ALTAMIRA,MASCULINO
LOS CAMBULOS,MASCULINO
POBLADO,MASCULINO
PALTO ALTO,FEMENINO
LAS DELICIAS,FEMENINO
BOSTON,MASCULINO
PLAZA MAJAGUAL,MASCULINO
PLAZA MAJAGUAL,MASCULINO
LIBERTADOR,FEMENINO
VRDA. AMAYARCO,MASCULINO
VRDA. AMAYARCO,FEMENINO
BALCANES,FEMENINO
QUINTAS,FEMENINO
MIRAMAR,FEMENINO
20 DE JULIO,MASCULINO
VRDA. EL PINAL,MASCULINO
VRDA MALACHI,MASCULINO
VIA BUENAVENTURA - BUGA,FEMENINO
CENTRO,MASCULINO
EL CARMEN,FEMENINO
ANTONIO NARINHO E16,MASCULINO
SAN CARLOS E11,MASCULINO
EL TRONCAL E8,FEMENINO
LILI E17,FEMENINO
VILLA DEL SUR E11,MASCULINO
PAMPA LINDA E19,MASCULINO
VALLE GRANDE E21,-
LOS ALCAZARES E6,FEMENINO
EL LIDO E19,MASCULINO
LILI E17,MASCULINO
LILI E17,MASCULINO
JOSE MARIA CABAL,FEMENINO
SEMBRADOR,FEMENINO
OLIMPICO,MASCULINO
DEPORTIVO,FEMENINO
NAVARRA,MASCULINO
CIUDAD NIQUIA,MASCULINO
LA ARBOLEDA,MASCULINO
MESA,MASCULINO
ZONA CENTRO,MASCULINO
PILSEN,MASCULINO
CENTRO,MASCULINO
LA BOMBA,FEMENINO
LAS VIOLETAS C-16,MASCULINO
LAS ACACIAS C-11,MASCULINO
CONQUISTADORES C-11,MASCULINO
ASTORGA C-14,FEMENINO
GUAYABAL C-15,MASCULINO
ESTACION VILLA C-10,FEMENINO
LA CANDELARIA C-10,MASCULINO
EL RODEO C-15,FEMENINO
BELEN C-16,FEMENINO
CRISTO REY C-15,MASCULINO
LA CANDELARIA C-10,MASCULINO
ASTORGA C-14,MASCULINO
LA CAMELIA,MASCULINO
CIUDADELA 20 DE JULIO,MASCULINO
LOS ANGELES,MASCULINO
EL BOSQUE,MASCULINO
MIRAMAR,FEMENINO
SOLEDAD 2000,MASCULINO
LAS GAVIOTAS,MASCULINO
LOS CUSULES,MASCULINO
EL CABRERO,FEMENINO
EL LAGUITO,FEMENINO
BOCAGRANDE,FEMENINO
BARRIO CENTRO,MASCULINO
BARRIO CENTRO,MASCULINO
PARQUE PRINCIPAL,MASCULINO
CENTRO,FEMENINO
BARRIO LAS PENHITAS,MASCULINO
LA PRADERA,FEMENINO
LA FELISA,FEMENINO
CENTENARIO,MASCULINO
LOS ALCAZARES,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
PLAZA DE TOROS,FEMENINO
LA ESTRELLA,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
EL CARMELO,FEMENINO
HISPANIA,MASCULINO
LA CANDELARIA,FEMENINO
SECTOR PARQUE SAN SEBASTIAN,FEMENINO
SECTOR PARQUE SAN SEBASTIAN,FEMENINO
CENTRO,MASCULINO
CENTRO,FEMENINO
VIA A FLORENCIA,FEMENINO
20 DE JULIO,FEMENINO
PROGRESO III,MASCULINO
NUEVO HABITAD,FEMENINO
VDA TUNIA,MASCULINO
SANTA CLARA,MASCULINO
LA ALDEA,FEMENINO
CENTRO,FEMENINO
MORALES DUQUE,MASCULINO
CENTRO,MASCULINO
INV. LA PRADERA,FEMENINO
EL PARAISO,FEMENINO
DON CARMELO,MASCULINO
LOS ROSALES,FEMENINO
AMERICAS,FEMENINO
LA ESPERANZA,MASCULINO
CHUCHURUBI,FEMENINO
EL CENTRO,MASCULINO
COSTA DE ORO,FEMENINO
MUZU E-6,MASCULINO
VISION DE COLOMBIA E-8,MASCULINO
CHAPINERO CENTRAL E-2,MASCULINO
SAN DIEGO BOSA E-7,MASCULINO
LA ESPERANZA E-12,MASCULINO
LA ESTANCIA E-19,FEMENINO
BELLAVISTA E-8,FEMENINO
SALAZAR GOMEZ E-16,FEMENINO
LOS DOS PUENTES,MASCULINO
CARVAJAL E-8,MASCULINO
EL RETIRO E-2,MASCULINO
BOSA CARBONEL II E-7,MASCULINO
URB. MADELENA I Y II SECTOR E-19,FEMENINO
LOS NARANJOS E-7,MASCULINO
MODELO E-12,MASCULINO
LA PLAYA E-19,MASCULINO
VER.GUACIMAL,FEMENINO
TRAMO DE VIA ALBANIA - CUESTESITAS,MASCULINO
OVIDIO MEJIA,FEMENINO
JOSE D BOSCAN,FEMENINO
JOSE D BOSCAN,FEMENINO
ACACIAS ETAPA II,MASCULINO
LAS GRANJAS,FEMENINO
SAN JORGE,FEMENINO
LAS BRISAS,MASCULINO
PORVENIR,MASCULINO
PORVENIR,MASCULINO
RODADERO TRADICIONAL,FEMENINO
PLAYA SALGUERO,FEMENINO
PLAYA SALGUERO,FEMENINO
RODADERO TRADICIONAL,MASCULINO
SANTA CRUZ,FEMENINO
CENTRO,FEMENINO
TAGANGA,MASCULINO
EL MANACACIAS,FEMENINO
MANACACIAS,MASCULINO
CENTRO,FEMENINO
PORFIA,FEMENINO
CENTAURO,MASCULINO
MARACOS,MASCULINO
CAUDAL NORTE,MASCULINO
PIAMONTE,MASCULINO
COVISAN,FEMENINO
VEREDA VANGUARDIA,MASCULINO
VEREDA VANGUARDIA,MASCULINO
LA ESPERANZA,MASCULINO
EL DARIEN,FEMENINO
RUMICHACA,FEMENINO
CENTRO,MASCULINO
PALERMO,FEMENINO
JERUSALEN,MASCULINO
LA MINGA,FEMENINO
LA MINGA,FEMENINO
MIJITAYO ALTO,FEMENINO
AV. LAS AMERICAS,MASCULINO
BOMBONA,MASCULINO
PUENTE DEL PROGRESO,FEMENINO
NUEVO,FEMENINO
SIMON BOLIVAR,FEMENINO
SAN FRANCISCO,FEMENINO
BARRIO PARAMO,MASCULINO
BARRIO ALTO PAMPLONITA,FEMENINO
BARRIO BRUSELAS,FEMENINO
"QUINDOS I, II Y III",FEMENINO
LA PATRIA,MASCULINO
LOS LIBERTADORES,FEMENINO
VDA. EL CHOCHO,MASCULINO
TERMINAL DE TRANSPORTES,FEMENINO
SECTOR PARQUE EL LAGO,FEMENINO
B. CENTRO,MASCULINO
CENTRO 2,MASCULINO
B. CENTRO,MASCULINO
EL CENTRO,MASCULINO
EL TRAPICHE,MASCULINO
JORGE ELIECER GAITAN,FEMENINO
COLOMBIA,MASCULINO
SAN ALONSO,FEMENINO
EL PORVENIR,FEMENINO
CIUDADELA REAL DE MINAS,MASCULINO
CABECERA DEL LLANO,FEMENINO
PABLO VI,MASCULINO
SAN FRANCISCO,MASCULINO
CENTRO,MASCULINO
EL PRADO,MASCULINO
CANHAVERAL,MASCULINO
LAGOS I,FEMENINO
EL PALENQUE,MASCULINO
LA POPA,MASCULINO
JUNIN,FEMENINO
CGTO RINCON DEL MAR,MASCULINO
CALLE NUEVA,MASCULINO
PUERTA ROJA,MASCULINO
MAJAGUAL,FEMENINO
ALTOS DE LA SABANA,MASCULINO
AV. LUIS CARLOS GALAN,MASCULINO
RURAL LA SIERRA VIA TOLU,FEMENINO
RURAL LA SIERRA VIA TOLU,FEMENINO
SAN RAFAEL,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
COQUETA,MASCULINO
JORDAN ARKCENTRO,FEMENINO
LOS PARRALES,FEMENINO
ALTO DE LA VIRGEN,FEMENINO
CENTRO,MASCULINO
MUELLE TURISTICO,MASCULINO
NUEVA BUENAVENTURA,MASCULINO
EL CARMEN,MASCULINO
VEREDA CASCAJAL E22,MASCULINO
CALDAS E18,MASCULINO
EL LIDO E19,MASCULINO
MANUELA BELTRAN E14,MASCULINO
CIUDADELA DEL RIO E21,MASCULINO
CIUDADELA DEL RIO E21,MASCULINO
JOSE M. MARROQUIN II E14,FEMENINO
VALLE GRANDE E21,MASCULINO
VALLE GRANDE E21,MASCULINO
CHAMPAGNAT E19,FEMENINO
JUANAMBU E2,FEMENINO
NAPOLES E18,FEMENINO
FENALCO KENNEDY E12,FEMENINO
BRETANHA E9,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
CGTO. EL VINCULO,MASCULINO
CENTRO,FEMENINO
CENTRAL,FEMENINO
SANTA RITA,FEMENINO
RECTA CALI - PALMIRA,MASCULINO
NUEVO FATIMA,MASCULINO
BELALCAZAR E25,FEMENINO
MANZANAREZ,FEMENINO
PRADO,MASCULINO
CENTRO,FEMENINO
LA ARBOLEDA,FEMENINO
ZONA CENTRO,MASCULINO
JARDINES,MASCULINO
MESA,FEMENINO
SIMON BOLIVAR,MASCULINO
CENTRO,MASCULINO
CENTRO,MASCULINO
BOSTON C-10,MASCULINO
CASTILLA C-5,FEMENINO
CONQUISTADORES C-11,MASCULINO
ESTADIO C-11,FEMENINO
LA AGUACATALA C-14,FEMENINO
SAN MIGUEL C-8,MASCULINO
ROSALES C-16,MASCULINO
SAN JAVIER 1 C-13,FEMENINO
LA LOMA DE LOS BERNAL C-16,FEMENINO
LA CANDELARIA C-10,MASCULINO
VIA SANTA ELENA  C-9,MASCULINO
LA CANDELARIA C-10,MASCULINO
CARIBE C-5,MASCULINO
ARANJUEZ  C-4,MASCULINO
EL POBLADO C-14,FEMENINO
LORENA C-11,MASCULINO
LA CANDELARIA C-10,MASCULINO
SIMON BOLIVAR I,MASCULINO
SAN ROQUE,MASCULINO
DANIEL LEMAITRE,FEMENINO
EL LAGUITO,FEMENINO
PIE DEL CERRO,FEMENINO
VEREDA SAN RAFAEL,FEMENINO
BARRIO VILLA JULIANA,FEMENINO
BARRIO CENTRO,MASCULINO
TERMINAL DE TRANSPORTES,FEMENINO
GALERIAS,MASCULINO
VDA LA FELISA,MASCULINO
CENTRO,FEMENINO
SECTOR EL CABLE,FEMENINO
SECTOR PLAZA ALFONSO LOPEZ P.,MASCULINO
PALOGRANDE,FEMENINO
CENTRO,MASCULINO
BARRIO VILLAPILAR,FEMENINO
BARRIO GALERIAS,FEMENINO
CENTRO,MASCULINO
CENTRO,FEMENINO
CENTRO,MASCULINO
SECTOR PARQUE SAN SEBASTIAN,MASCULINO
FUNDADORES,FEMENINO
CENTRO,MASCULINO
CENTRO,MASCULINO
LA CANDELARIA,MASCULINO
LA CANDELARIA,MASCULINO
LA CANDELARIA,MASCULINO
LA CANDELARIA,MASCULINO
LA CANDELARIA,MASCULINO
LA CANDELARIA,MASCULINO
BERLIN,FEMENINO
BOLIVAR,FEMENINO
CENTRO,FEMENINO
LA GRANJA,FEMENINO
SANTA ELENA,MASCULINO
EL ALIVIO,MASCULINO
CGTO BATATAS,MASCULINO
SAN DIEGO BOSA E-7,FEMENINO
SIDAUTO E-10,MASCULINO
VEINTE DE JULIO E-4,FEMENINO
VERBENAL E-1,FEMENINO
ARBORIZADORA BAJA E-19,FEMENINO
LUCERO BAJO E-19,FEMENINO
PATIO BONITO I E-8,MASCULINO
TINTALITO E-8,FEMENINO
LA GAITANA E-11,FEMENINO
URB. NUEVA ZELANDIA E-11,MASCULINO
SAN ANTONIO E-15,FEMENINO
SAN MATEO,MASCULINO
QUINTANARES,FEMENINO
CHAPINERO,MASCULINO
VILLA MATILDE,MASCULINO
PREDIOS POZOS COLORADOS,MASCULINO
RODADERO SUR,MASCULINO
SANTA MONICA,MASCULINO
URBANIZACION RIASCOS,FEMENINO
LA LUCHA,MASCULINO
EL TRIUNFO,MASCULINO
MANACACIAS,MASCULINO
VILLA BOLIVAR,FEMENINO
CENTRO,FEMENINO
SAN BENITO,MASCULINO
CENTRO,FEMENINO
CENTRO,MASCULINO
LAS VIOLETAS I,FEMENINO
SAN FERNANDO,MASCULINO
IDEMA,MASCULINO
VILLA RECREO,FEMENINO
SAN FELIPE,MASCULINO
BARRIO LLERAS RESTREPO,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
LA PRADERA,MASCULINO
SECTOR CC. UNICENTRO CUBA,FEMENINO
ESTACION VILLEGAS,FEMENINO
SECTOR CENTRO,MASCULINO
EL CENTRO,MASCULINO
EL CENTRO,MASCULINO
BATALLON NUEVA GRANADA,MASCULINO
LA UNIVERSIDAD,MASCULINO
EL CARMEN IV,FEMENINO
BALCONES DE GALIXIA,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
CENTRO P/TA,FEMENINO
SETOR CANAPRO,FEMENINO
6 DE ENERO,MASCULINO
PIEDRA PINTADA PARTE ALTA,MASCULINO
CENTRO,MASCULINO
CENTRO,FEMENINO
VIA CALI - BUENAVENTURA,MASCULINO
VIA CALI - BUENAVENTURA,MASCULINO
EL POBLADO I E13,MASCULINO
CHIPICHAPE E2,MASCULINO
CAMINO REAL - J BORRERO E19,MASCULINO
CAMINO REAL - J BORRERO E19,MASCULINO
SAN JOAQUIN E17,FEMENINO
SAN JUDAS TADEO I E10,MASCULINO
BELEN (23-S-2-1),FEMENINO
EL PORVENIR E24,FEMENINO
EL LIDO (26-1),FEMENINO
PANORAMA E25,MASCULINO
ALTOS DE NIQUIA,MASCULINO
NIQUIA QUITASOL,FEMENINO
VDA. EL PINAR,MASCULINO
CENTRO,MASCULINO
VDA. CARDALITO,MASCULINO
TAHAMIES,MASCULINO
SIMON BOLIVAR,MASCULINO
OBRERO,MASCULINO
LA CANDELARIA C-10,FEMENINO
VILLANUEVA C-10,MASCULINO
SAN JAVIER 1 C-13,MASCULINO
LA FRANCIA  C-2,MASCULINO
CARIBE C-5,MASCULINO
U.D. ATANASIO GIRARDOT C-11,FEMENINO
EL POBLADO C-14,MASCULINO
LA LIBERTAD C-8,FEMENINO
LA CANDELARIA C-10,FEMENINO
CARIBE,FEMENINO
AEROPUERTO,FEMENINO
LA GALLERA,FEMENINO
EL BOSQUE,FEMENINO
LA ESPERANZA,FEMENINO
LOS GUARATAROS,FEMENINO
EL ROSARIO,MASCULINO
BARRANQUILLITA,MASCULINO
LOS JOBOS,FEMENINO
LA MAGDALENA,MASCULINO
EL ANCIA,MASCULINO
LA BOQUILLA,MASCULINO
EL BIFFI,FEMENINO
SAN FERNANDO,FEMENINO
PARQUE PRINCIPAL,FEMENINO
JUAN GRANDE,-
SOLANO,FEMENINO
EL PRADO,FEMENINO
VDA. PIRGUA,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
VDA.LAS CAMELIAS,MASCULINO
CAMPO AMOR,FEMENINO
CENTRO,MASCULINO
COLSEGUROS,MASCULINO
CENTRO,FEMENINO
ABBAS TURBAY,FEMENINO
CENTRO,FEMENINO
BELEN,MASCULINO
VDA YARUMALES,MASCULINO
EL PAJONAL,MASCULINO
SECTOR EL PEAJE,MASCULINO
SAN JOAQUIN,MASCULINO
EL PROGRESO,MASCULINO
GARUPAL II,MASCULINO
GARUPAL II,MASCULINO
SANTA ANA,MASCULINO
KENNEDY,MASCULINO
VEREDA LAS MARCELITAS,FEMENINO
SAN PEDRO,MASCULINO
LAS AMERICAS,-
LAS AMERICAS,-
VILLA MARGARITA,FEMENINO
SECTOR PLAYA BLANCA,FEMENINO
SECTOR PLAYA BLANCA,FEMENINO
QUINTA CAMACHO E-2,MASCULINO
CIUDAD KENNEDY CENTRAL E-8,MASCULINO
EL VERGEL E-14,FEMENINO
EL TUNAL II E-6,FEMENINO
MARLY E-2,FEMENINO
SAN BLAS II E-4,MASCULINO
ROMA  E-8,MASCULINO
LA ESMERALDA E-13,MASCULINO
VERACRUZ E-3,MASCULINO
LA AZUCENA A E-7,MASCULINO
EL CAIRO E-15,MASCULINO
BARRIO LA PLAYA,MASCULINO
URB. NUEVA MARSELLA I SECTOR E-8,FEMENINO
CLARET E-18,MASCULINO
BALMORAL,FEMENINO
CHAPINERO,FEMENINO
CANDIDO LEGUIZAMO,FEMENINO
LAS CRISTALINAS,FEMENINO
ACACIAS ETAPA II,MASCULINO
ENCENILLO,-
CENTRO,FEMENINO
GAIRA TRADICIONAL,MASCULINO
CENTRO HISTORICO,MASCULINO
20 DE JULIO,MASCULINO
BONANZA,FEMENINO
CENTRO,MASCULINO
VENCEDORES,FEMENINO
PLAYA RICA,MASCULINO
VEREDA LAS MERCEDES,FEMENINO
DONHA LUZ,FEMENINO
LAS CRUCES,MASCULINO
IDEMA,MASCULINO
BARRIO MARABELITO,MASCULINO
BUENOS AIRES,MASCULINO
SECTOR CAM,FEMENINO
EL PESCADOR,FEMENINO
LA PAZ CENTRO,FEMENINO
ROCIO BAJO,MASCULINO
CRUCERO DE COMBIA,FEMENINO
BAVARIA,FEMENINO
EL CENTRO,MASCULINO
MIRAFLORES,FEMENINO
MIRAFLORES,FEMENINO
TERRAZAS,MASCULINO
ANTONIA SANTOS,MASCULINO
DIAMANTE I,FEMENINO
DIAMANTE II,FEMENINO
LA INMACULADA,MASCULINO
CENTRO,FEMENINO
JUNIN,FEMENINO
SAN FRANCISCO P/TA,MASCULINO
URB. VILLAS DE ANDALUCIA,MASCULINO
EL CENTRO,FEMENINO
EL PORVENIR,FEMENINO
CGTO LAS LLANADAS,MASCULINO
SECTOR LA PLAYA,FEMENINO
ESPANHA,FEMENINO
SAN LUIS,FEMENINO
CRUZ DE MAYO,FEMENINO
CALLE CAUCA,FEMENINO
EL REPOSO,FEMENINO
LA CAMPINHA,FEMENINO
VILLA LUZ,MASCULINO
R-9 (URB. SAN BUENAVENTURA),MASCULINO
LOS NARANJOS I E14,FEMENINO
JUNIN E9,MASCULINO
ULPIANO LLOREDA E13,MASCULINO
ARANJUEZ E9,MASCULINO
CGTO LA VORAGINE E22,MASCULINO
SANTA ROSA E3,FEMENINO
PETECUY I E6,MASCULINO
LAS GRANJAS E10,FEMENINO
PIZAMOS I E21,MASCULINO
EL LIDO E19,MASCULINO
CHIPICHAPE E2,FEMENINO
NAZARETH,FEMENINO
NIQUIA BIFAMILIAR,MASCULINO
EL CAMPING,MASCULINO
EL CAMPING,MASCULINO
PARAISO,MASCULINO
