BARRIO,MOVILAGRESOR
URB. TEQUENDAMA E19,MOTOCICLETA
LA FLORA E2,A PIE
JOSE M. MARROQUIN II E14,A PIE
PANAMERICANO E10,MOTOCICLETA
SAN NICOLAS E3,A PIE
EL DORADO E10,A PIE
NUEVA TEQUENDAMA E19,MOTOCICLETA
MORICHAL DE COMFANDI E15,A PIE
SAN ANTONIO E3,MOTOCICLETA
EL OBRERO,MOTOCICLETA
SEMBRADOR,MOTOCICLETA
GUACANDA E25,A PIE
VDA. EL PORTON,MOTOCICLETA
VDA. FILOVERDE,TRANSPORTE PUBLICO
CIUDADELA DEL NORTE,MOTOCICLETA
MANCHESTER,MOTOCICLETA
AUTOPISTA NORTE,TRANSPORTE PUBLICO
PEDREGAL,MOTOCICLETA
LA CANDELARIA C-10,A PIE
PEDREGAL C-6,A PIE
SEVILLA  C-4,A PIE
CENTRO ADMINISTRATIVO C-10,A PIE
LA CANDELARIA C-10,A PIE
FLORIDA NUEVA C-11,A PIE
LA FRANCIA  C-2,A PIE
VIA SANTA ELENA  C-9,TRANSPORTE PUBLICO
ESTADIO C-11,A PIE
LA CANDELARIA C-10,A PIE
CONQUISTADORES C-11,A PIE
PRADO,A PIE
PRADO,MOTOCICLETA
CENTRO DOS,A PIE
LA AURORA,A PIE
SANTA INES,A PIE
LA ESPANHOLA,MOTOCICLETA
VDA. MORTINHAL,A PIE
BARRIOS LOS OLIVOS,A PIE
SAN ANTONIO,A PIE
CENTRO,A PIE
VILLA JULIA,A PIE
BUENA VISTA,MOTOCICLETA
VDA LA CAPILLA,A PIE
LOS ANGELES,MOTOCICLETA
MARIA OCCIDENTE,A PIE
LA SABANITA,MOTOCICLETA
SAN RAFAEL,A PIE
EL CARMEN,A PIE
LA POPA,MOTOCICLETA
VILLA LEONOR,MOTOCICLETA
VILLA CORELCA,A PIE
FUNDADORES,MOTOCICLETA
LA MANUELITA,A PIE
LA VICTORIA,A PIE
EL CENTRO,MOTOCICLETA
LOS LAURELES,A PIE
LA UNION,A PIE
EL CENTRO,A PIE
PARQUE NACIONAL E-3,A PIE
PARQUE SIMON BOLIVAR E-13,A PIE
LA CANDELARIA E-17,A PIE
TEUSAQUILLO E-13,A PIE
CHAPINERO CENTRAL E-2,A PIE
ISLA DEL SOL E-6,A PIE
CIUDAD KENNEDY CENTRAL E-8,A PIE
PALOQUEMAO E-14,TRANSPORTE PUBLICO
PALOQUEMAO E-14,A PIE
ENGATIVA E-10,A PIE
LA CABRERA E-2,A PIE
RESTREPO E-15,TRANSPORTE PUBLICO
PALOQUEMAO E-14,MOTOCICLETA
LA FAVORITA E-14,A PIE
FRANCISCO JOSE DE CALDASS   E-8,A PIE
EL CORTIJO E-10,A PIE
MARIA PAZ E-8,A PIE
MARLY E-2,A PIE
CIUDAD SALITRE E-9,A PIE
SANTA ISABEL E-14,TRANSPORTE PUBLICO
OMNICENTRO,A PIE
LA COLINA,MOTOCICLETA
CENTRO,A PIE
VEREDA ZULUAGA,A PIE
CENTRO,A PIE
LOS MARTIRES,A PIE
LOS MARTIRES,A PIE
CENTRO,A PIE
LOS MARTIRES,A PIE
LAS GRANJAS,A PIE
JOSE EUSTACIO RIVERA,A PIE
BUGANVILES,MOTOCICLETA
CENTRO,A PIE
VIRGILIO BARCO,A PIE
LOS ALMENDROS,A PIE
BELLA VISTA,MOTOCICLETA
LOS MARTIRES,A PIE
LOS MARTIRES,A PIE
JULIAN POLANIA,A PIE
ALTO PRADO,A PIE
ALTO PRADO,A PIE
EL PRADO,MOTOCICLETA
TAGANGA,A PIE
MAMATOCO,A PIE
LOS NARANJOS,A PIE
VEREDA,A PIE
MULTIFAMILIAR LOS CENTAUROS,A PIE
VILLA JULIA,MOTOCICLETA
JORDAN RESERVADO,MOTOCICLETA
CIUDAD PORFIA,A PIE
AY MI LLANURA,MOTOCICLETA
OLIMPICO,A PIE
REMANSO,A PIE
CARLOS LLERAS,MOTOCICLETA
LA PAZ,MOTOCICLETA
LAS MERCEDES,A PIE
ZONA CENTRO,A PIE
LAS TERRAZAS,MOTOCICLETA
SECTOR PLAZA DE MERCADO,A PIE
"GUADUALES I,II,III,IV",A PIE
ZONA CENTRO,TRANSPORTE PUBLICO
CIUDADELA DEL CAFE,MOTOCICLETA
SAN FRANCISCO,A PIE
CABECERA DEL LLANO,A PIE
CABECERA DEL LLANO,A PIE
ALTOS DEL CACIQUE,A PIE
LA UNIVERSIDAD,TRANSPORTE PUBLICO
CENTRO,A PIE
CABECERA DEL LLANO,MOTOCICLETA
VILLA HELENA I,A PIE
VILLABEL,A PIE
URB. CAMPESTRE REAL,A PIE
PASEO DEL PUENTE,MOTOCICLETA
LAS DELICIAS,MOTOCICLETA
LAS MERCEDES,A PIE
LOS LAURELES,MOTOCICLETA
LIBERTADOR,A PIE
CABALLERO Y GONGORA,A PIE
CENTRO,A PIE
CADIZ,A PIE
JORDAN I ETAPA,A PIE
INDUSTRIAL,TRANSPORTE PUBLICO
CENTRO,A PIE
TOLIMA GRANDE,A PIE
CENTRO,A PIE
CENTRO,A PIE
CALLE PRIMERA,A PIE
OBRERO,A PIE
NUEVA COLOMBIA,MOTOCICLETA
SAN PEDRO E3,A PIE
SAN PEDRO E3,A PIE
SAN PEDRO E3,A PIE
MOJICA E15,A PIE
SAN ANTONIO E3,A PIE
CIUDADELA FLORALIA E6,A PIE
INDUSTRIAL E8,BICICLETA
LOS SAUCES E11,A PIE
VIPASA E2,A PIE
PORVENIR E4,A PIE
OLIMPICO E10,A PIE
CORREGIMIENTO EL QUEREMAL,A PIE
CORREGIMIENTO EL QUEREMAL,A PIE
COINCER,A PIE
ZONA CENTRO,MOTOCICLETA
LAS MARGARITAS,A PIE
LA FLORESTA C-12,A PIE
LA ESPERANZA C-6,MOTOCICLETA
ALCONES  S.A.P.,A PIE
CERRO EL VOLADOR C-7,A PIE
ALFONSO LOPEZ C-5,A PIE
EL POBLADO C-14,A PIE
LA CANDELARIA C-10,A PIE
CEVILLAR,A PIE
LAS MERCEDES,MOTOCICLETA
CENTRO,MOTOCICLETA
TORICES,A PIE
BARRIO SAN IGNACIO,A PIE
VDA LA FLORIDA,A PIE
VDA EL MESON,MOTOCICLETA
ZULDEMAIDA,MOTOCICLETA
LA ESMERALDA,A PIE
VARIANTE SUR,A PIE
EL UVO,TRANSPORTE PUBLICO
RANCHO GRANDE,A PIE
URB. MONTEROBLE,A PIE
URB. MONTEROBLE,A PIE
TECHO  E-8,MOTOCICLETA
VILLA DEL PROGRESO E-7,A PIE
LAGO GAITAN E-2,A PIE
ROMA  E-8,A PIE
TEUSAQUILLO E-13,A PIE
RESTREPO E-15,A PIE
LAS ACACIAS E-19,BICICLETA
MACARENA E-9,A PIE
PARQUE SIMON BOLIVAR E-13,A PIE
TORRES BLANCAS E-3,A PIE
URB. SAN EUSEBIO E-16,A PIE
CHAPINERO CENTRAL E-2,A PIE
EL CONDADO DE LA PAZ E-8,TRANSPORTE PUBLICO
BARRIOS UNIDOS E-12,A PIE
SUCRE,A PIE
EL POBLADO,A PIE
SAN MATEO,A PIE
CENTRO,MOTOCICLETA
CENTRO,A PIE
COOPERATIVO,MOTOCICLETA
LA LIBERTAD,MOTOCICLETA
LOS CAMBULOS,A PIE
CENTRO,MOTOCICLETA
CANAIMA,A PIE
ZONA INDUSTRIAL,A PIE
LOS MARTIRES,MOTOCICLETA
PANAMA,A PIE
URB. LOS ROSALES (C-5),A PIE
PORVENIR,MOTOCICLETA
RODADERO TRADICIONAL,A PIE
TAGANGA,A PIE
CENTRO,MOTOCICLETA
6 DE ABRIL,MOTOCICLETA
VEREDA VANGUARDIA,A PIE
TEJAR,A PIE
SAN MARTIN,A PIE
BARRIO CUNDINAMARCA,A PIE
POPULAR,A PIE
LUIS CARLOS GALAN,A PIE
LUIS CARLOS GALAN,A PIE
EL CACIQUE,A PIE
SECTOR CENTRO,A PIE
LA BADEA,MOTOCICLETA
GUADALUPE,A PIE
GUADALUPE,A PIE
GUADALUPE,A PIE
GALICIA ALTA,A PIE
TERMINAL DE TRANSPORTES,A PIE
LAS DELICIAS,MOTOCICLETA
CENFER,MOTOCICLETA
EL CENTRO,A PIE
VRDA GUAMALES,A PIE
CENTRO,MOTOCICLETA
LIBERTADOR,A PIE
QUINTAS,A PIE
JARDIN I ETAPA,A PIE
CENTRO,A PIE
EL POBLADO II E13,BICICLETA
EL POBLADO II E13,BICICLETA
TERRON COLORADO E1,A PIE
CIUDAD CORDOBA E15,A PIE
PRADOS DEL NORTE E2,TRANSPORTE PUBLICO
EL LIDO E19,A PIE
PRADOS DEL NORTE E2,TRANSPORTE PUBLICO
SAN ANTONIO E3,MOTOCICLETA
NUEVA TEQUENDAMA E19,A PIE
VILLA SAN MARCOS E14,A PIE
EL CEDRO E19,A PIE
LOS ANDES E5,A PIE
SAN NICOLAS E3,A PIE
CORREGIMIENTO EL QUEREMAL,MOTOCICLETA
DIVINO NINHO,A PIE
URB. POBLADO CAMFAUNION,A PIE
CGTO LOS CHANCOS,MOTOCICLETA
NAVARRA,A PIE
SAN FERNANDO,MOTOCICLETA
LA CANDELARIA C-10,A PIE
SIMESA C-14,A PIE
EL RODEO C-15,A PIE
BOSTON C-10,MOTOCICLETA
FERRINI C-12,MOTOCICLETA
ROBLEDO C-7,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
FLORENCIA C-5,MOTOCICLETA
VILLA NIZA  C-2,A PIE
CARIBE C-5,MOTOCICLETA
PERPETUO SOCORRO C-10,MOTOCICLETA
VILLA CARLOTA C-14,A PIE
VIRGEN DEL CARMEN,A PIE
7 DE ABRIL,MOTOCICLETA
EL BOSQUE,A PIE
ALTOS DEL LIMON,A PIE
EL CARMEN,VEHICULO
BELLAVISTA,MOTOCICLETA
PUEBLO,A PIE
7 DE ABRIL,TRANSPORTE PUBLICO
BELLAVISTA,MOTOCICLETA
LA BOQUILLA,A PIE
BARRIO OLAYA HERRERA,A PIE
BARRIO CENTRO,A PIE
FATIMA,A PIE
CENTRO,A PIE
BARRIO SANTA LUCIA,A PIE
COMUNEROS,A PIE
BARRIO GALERIAS,A PIE
MONTECARLO,A PIE
LOS HELECHOS,A PIE
PANDIGUANDO,MOTOCICLETA
DEAN SECTOR BAJO,MOTOCICLETA
LAS AMERICAS,MOTOCICLETA
EL EMPEDRADO,A PIE
BOLIVAR,A PIE
BELLA VISTA,A PIE
BELLA VISTA,A PIE
CIUDAD JARDIN,A PIE
BELLO HORIZONTE,MOTOCICLETA
CENTRO,A PIE
CENTRO,MOTOCICLETA
VEREDA,A PIE
FUNDADORES,MOTOCICLETA
LOS ANGELES,MOTOCICLETA
SIMON BOLIVAR,MOTOCICLETA
SILENCIO,A PIE
EL CENTRO,A PIE
MONTEVIDEO E-9,TRANSPORTE PUBLICO
URB. PUENTE ARANDA E-16,A PIE
ALSACIA E-8,A PIE
CHICO NORTE I E-2,A PIE
TUNALITO E-6,A PIE
VERAGUAS E-14,A PIE
LAS COLUMNAS E-4,MOTOCICLETA
MARCO FIDEL SUAREZ E-18,A PIE
BELLAVISTA E-8,A PIE
BELLO HORIZONTE E-4,A PIE
HIPOTECHO OCCIDENTAL E-8,A PIE
CASTILLA LA NUEVA E-8,A PIE
LAS MARGARITAS E-8,TRANSPORTE PUBLICO
ALCALA  E-11,MOTOCICLETA
SANTA BARBARA CENTRAL E-1,A PIE
POLO CLUB E-12,A PIE
RESTREPO E-15,A PIE
URB. CEDRO NARVAEZ E-1,MOTOCICLETA
BUENA VISTA SECTOR A E-19,A PIE
CASTILLA LA NUEVA E-8,BICICLETA
OLARTE E-7,TRANSPORTE PUBLICO
SAN FERNANDO E-12,A PIE
CARVAJAL E-8,MOTOCICLETA
CARVAJAL E-8,MOTOCICLETA
PIO XII E-8,MOTOCICLETA
CIUDADELA COLSUBSIDIO E-10,A PIE
LOS CEREZOS E-1,TRANSPORTE PUBLICO
SUCRE E-2,A PIE
CASABLANCA I     E-8,A PIE
EL CARMELO E-8,A PIE
SAN JORGE E-18,TRANSPORTE PUBLICO
FATIMA E-6,MOTOCICLETA
RINCON DE BOYACA E-11,A PIE
LA CONCEPCION,A PIE
JOSE ARNOLDO MARIN,MOTOCICLETA
PROVIVIENDA,A PIE
LAS MERCEDES,A PIE
CENTRO,A PIE
LOS LAGOS,MOTOCICLETA
POPULAR,A PIE
CALAMO,A PIE
URBANIZACION CONCEPCION NO. 1-2-3-4-5,A PIE
MANANTIAL,A PIE
BARZAL ALTO,A PIE
SIMON BOLIVAR,A PIE
VILLA ENCANTO,A PIE
VILLA JULIA,A PIE
CAUDAL ORIENTAL,MOTOCICLETA
CANTARRANA I,A PIE
PLAYA RICA,A PIE
EL EMPORIO,A PIE
VILLA DE LOS RIOS,MOTOCICLETA
CENTRO,A PIE
VALLE DE ATRIZ,A PIE
BARRIO SIGLO XXI,MOTOCICLETA
BARRIO CENTRO,TRANSPORTE PUBLICO
EL BERLIN,A PIE
RINCON SANTO,A PIE
EL CACIQUE,A PIE
SECTOR PUENTES DE LA 9A CON 12,A PIE
CENTRO (A) PEREIRA,A PIE
BELALCAZAR COMUNA UNIVERSIDAD,A PIE
BELALCAZAR COMUNA UNIVERSIDAD,A PIE
GALAN GOMEZ,A PIE
REGADERO NORTE,A PIE
GIRARDOT,MOTOCICLETA
RUITOQUE BAJO,TRANSPORTE PUBLICO
CANHAVERAL,MOTOCICLETA
PRIMERO DE MAYO,A PIE
JOSE ANTONIO GALAN,A PIE
EL REFUGIO,MOTOCICLETA
CAMILO TORRES,MOTOCICLETA
VILLA B,A PIE
LA CEIBA,MOTOCICLETA
FLORESTA,A PIE
PANAMERICANO,A PIE
CIUDAD 2000 E16,MOTOCICLETA
LA BASE E8,A PIE
ALFONSO LOPEZ I E7,A PIE
LLANO VERDE E15,A PIE
SEC LOS MANGOS E19,MOTOCICLETA
SANTA ANITA E17,A PIE
OLIMPICO E10,MOTOCICLETA
LOS ANDES E5,A PIE
NUEVA GRANADA E19,A PIE
CIUDAD CAMPESTRE E22,A PIE
LILI E17,A PIE
MOJICA E15,TRANSPORTE PUBLICO
ALFONSO LOPEZ I E7,A PIE
NUEVA FLORESTA E12,MOTOCICLETA
LILI E17,MOTOCICLETA
CRISTOBAL COLON E10,MOTOCICLETA
ZONA CENTRO,MOTOCICLETA
BOLIVARIANA C-11,MOTOCICLETA
ESTADIO C-11,A PIE
GUAYAQUIL C-10,A PIE
TRINIDAD C-15,A PIE
TRINIDAD C-15,A PIE
LA CANDELARIA C-10,A PIE
LA PALMA C-16,MOTOCICLETA
GUAYAQUIL C-10,A PIE
EL POBLADO C-14,A PIE
VILLA ESTADIO I,MOTOCICLETA
B. CANTA RANA,A PIE
BARRIO CENTRO,A PIE
BARRIO SIMON BOLIVAR,A PIE
VILLA CARMENZA,A PIE
VILLA CARMENZA,A PIE
LA ESTRELLA,A PIE
SECTOR LA ESTAMPILLA,MOTOCICLETA
SECTOR LA ESTAMPILLA,MOTOCICLETA
CENTRO,A PIE
EL CUNDUY,MOTOCICLETA
MONTECARLO,MOTOCICLETA
LA SOMBRILLA,MOTOCICLETA
VEREDA,A PIE
LA NEVADA,A PIE
URB. VILLA OLIMPICA,A PIE
1º DE MAYO,MOTOCICLETA
CANDELARIA SUR,A PIE
CASCORVA,A PIE
LA PRADERA,VEHICULO
CANTACLARO,MOTOCICLETA
LA GRANJA,A PIE
LA FELICIDAD E-9,TRANSPORTE PUBLICO
MEISSEN E-19,TRANSPORTE PUBLICO
LA FELICIDAD E-9,A PIE
PERDOMO E-19,A PIE
SAN VICTORINO E-3,A PIE
EL CARMEN E-9,BICICLETA
CHAPINERO CENTRAL E-2,A PIE
LOS NARANJOS E-7,A PIE
CIUDAD KENNEDY CENTRAL E-8,BICICLETA
LA PAZ BOSA E-7,A PIE
CHAPINERO CENTRAL E-2,MOTOCICLETA
AURES II E-11,TRANSPORTE PUBLICO
EL TUNAL II E-6,MOTOCICLETA
MARLY E-2,A PIE
CIUDAD KENNEDY NORTE   E-8,A PIE
SANTA MARIA DEL LAGO E-10,A PIE
PIAMONTE E-7,TRANSPORTE PUBLICO
URB. MANDALAY ETAPA C ZONA 73 E-8,A PIE
MEISSEN E-19,A PIE
OLAYA E-18,A PIE
LA ALAMEDA E-3,TRANSPORTE PUBLICO
BOSQUE IZQUIERDO E-3,A PIE
SAN CRISTOBAL ALTO E-4,A PIE
SUCRE E-2,A PIE
ONASIS E-8,TRANSPORTE PUBLICO
BANDERAS E-8,A PIE
RAFAEL URIBE E-12,A PIE
NICOLAS DE FEDERMAN E-13,A PIE
MARLY E-2,A PIE
GUACAMAYAS I-II E-4,A PIE
USATAMA E-14,TRANSPORTE PUBLICO
LAS MARGARITAS E-8,TRANSPORTE PUBLICO
EL CONSUELO E-2,A PIE
LA CAPUCHINA E-3,A PIE
TUNALITO E-6,A PIE
MARIA PAZ E-8,A PIE
CIUDAD SALITRE E-9,TRANSPORTE PUBLICO
JOSE ARNOLDO MARIN,A PIE
LAS AMERICAS,A PIE
JORGE ELIECER GAITAN,A PIE
CAPITAN JAIRO VERA,MOTOCICLETA
LAS AMERICAS,MOTOCICLETA
LEON XIII,MOTOCICLETA
VILLA CATALINA,A PIE
5 DE FEBRERO,A PIE
RODADERO SUR,A PIE
TAGANGA,A PIE
LOS COCOS,A PIE
VILLA DEL RIO,MOTOCICLETA
LAS AMERICAS,TRANSPORTE PUBLICO
CENTRO,A PIE
LA RESERVA,MOTOCICLETA
PLAYA RICA,A PIE
JORDAN,A PIE
SAN JOSE,A PIE
DELIRIO,MOTOCICLETA
LA ESPERANZA VI ETAPA,MOTOCICLETA
NUEVO SOL,A PIE
CENTRO,A PIE
TAMASAGRA I,A PIE
CENTRO,A PIE
CENTRO,A PIE
IDEMA,A PIE
BARRIO SAN MATEO,A PIE
BARRIO CIUDAD JARDIN,A PIE
URBANIZACION VILLA PRADO,A PIE
BARRIO SAN FRANCISCO,A PIE
CENTRO,A PIE
SAN DIEGO,A PIE
VDA.LA GRANJA,A PIE
NUEVO PENHOL,A PIE
CENTRO (A) PEREIRA,A PIE
9 DE ABRIL,A PIE
COVIVA,A PIE
CAFE MADRID,A PIE
CAFE MADRID,A PIE
ALVAREZ,A PIE
LAS DELICIAS,A PIE
CABECERA DEL LLANO,MOTOCICLETA
CABECERA DEL LLANO,MOTOCICLETA
LA UNIVERSIDAD,MOTOCICLETA
SOTOMAYOR,MOTOCICLETA
GARCIA ROVIRA,A PIE
ANDALUCIA,A PIE
LAGOS I,A PIE
LAGOS I,A PIE
VRDA. LA FLORIDA,MOTOCICLETA
CENTRO,BICICLETA
PALMAR,A PIE
LA CIMA,A PIE
LOS PINOS,A PIE
LAS VEGAS,A PIE
PUEBLO NUEVO,A PIE
BRISAS DE LOS ALAMOS E2,MOTOCICLETA
SILOE E20,A PIE
LA ISLA E4,A PIE
POTRERO GRANDE E21,A PIE
BOLIVARIANO E4,A PIE
LAS AMERICAS E8,MOTOCICLETA
SANTA RITA E2,A PIE
PRIMAVERA E11,MOTOCICLETA
PRIMAVERA E11,MOTOCICLETA
MARROQUIN III E13,TRANSPORTE PUBLICO
LA INDEPENDENCIA E11,MOTOCICLETA
NUEVA TEQUENDAMA E19,MOTOCICLETA
EL REFUGIO E19,A PIE
LA CRUZ (23-1),MOTOCICLETA
LA CRUZ (23-1),MOTOCICLETA
LA CRUZ (23-1),MOTOCICLETA
CAMELLON DEL QUINDIO,MOTOCICLETA
VIA BUGA - TULUA,MOTOCICLETA
SANTA BARBARA,A PIE
URBANIZACION SAN FRANCISCO,A PIE
ALTOS DE NIQUIA,A PIE
EL PORTAL,MOTOCICLETA
MESA,A PIE
LA CEIBA,A PIE
PLAYA RICA,A PIE
LOS NARANJOS,A PIE
PLAYA RICA,A PIE
VILLA PAULA,A PIE
CONQUISTADORES C-11,A PIE
FLORENCIA C-5,MOTOCICLETA
ROSALES C-16,A PIE
PERPETUO SOCORRO C-10,MOTOCICLETA
EL RODEO C-15,A PIE
BELEN C-16,MOTOCICLETA
CASTROPOL C-14,A PIE
PATIO BONITO C-14,A PIE
LA CASTELLANA C-11,MOTOCICLETA
LOS SALADOS,VEHICULO
VDA. LAS LOMITAS,A PIE
VDA. LAS LOMITAS,A PIE
VDA. LAS LOMITAS,A PIE
EL ROSARIO,A PIE
CARRIZAL,A PIE
CALAMARY,MOTOCICLETA
CALAMARY,MOTOCICLETA
SAN MARTIN,A PIE
PRADO,MOTOCICLETA
LAS MORAS,A PIE
COSTA HERMOSA,A PIE
EL CARMEN,A PIE
BARRIO LA MARIA,A PIE
PLAZA MERCADO DEL SUR,A PIE
CENTRO,A PIE
LA RAMBLA,MOTOCICLETA
LAS AVENIDAS,MOTOCICLETA
MODELO,MOTOCICLETA
SANTA CLARA,MOTOCICLETA
MODELO,A PIE
LOPERENA,A PIE
LA ESPERANZA,A PIE
27 DE JULIO,A PIE
OSPINA PEREZ,A PIE
LA PRADERA,A PIE
EL CENTRO,A PIE
LA MAGDALENA E-13,TRANSPORTE PUBLICO
PALESTINA E-7,MOTOCICLETA
LAS AGUAS E-3,A PIE
URB. LA FRAGUITA E-15,MOTOCICLETA
SAN FRANCISCO E-19,A PIE
SANTA FE E-14,A PIE
EL RINCON E-11,A PIE
ALFONSO LOPEZ E-13,A PIE
BARRIOS UNIDOS E-12,TRANSPORTE PUBLICO
CHAPINERO NORTE E-2,MOTOCICLETA
EL TUNAL II E-6,A PIE
MONTEVIDEO E-9,MOTOCICLETA
VEINTE DE JULIO E-4,A PIE
OLAYA E-18,A PIE
BALMORAL I ETAPA E-19,MOTOCICLETA
CHAPINERO CENTRAL E-2,A PIE
SAN FASSON E-14,A PIE
PRADO PINZON E-11,TRANSPORTE PUBLICO
URB. PUENTE ARANDA E-16,TRANSPORTE PUBLICO
CHAPINERO CENTRAL E-2,BICICLETA
LA FLORIDA E-10,TRANSPORTE PUBLICO
EL CODITO E-1,A PIE
DINDALITO E-8,A PIE
EL RECUERDO E-13,MOTOCICLETA
CANDELARIA LA NUEVA I SECTOR E-19,TRANSPORTE PUBLICO
BACHUE E-10,A PIE
URB. LA ASUNCION E-16,A PIE
LA MARIA   E-8,TRANSPORTE PUBLICO
SAN BLAS E-4,MOTOCICLETA
URB. SAN PATRICIO E-1,A PIE
SAN LUIS E-13,A PIE
SAN ANDRES   E-8,TRANSPORTE PUBLICO
CIUDAD JARDIN SUR E-15,MOTOCICLETA
POLO CLUB E-12,TRANSPORTE PUBLICO
VILLEMAR E-9,MOTOCICLETA
LAS DOS AVENIDAS E-8,A PIE
LOS MOLINOS DEL SUR E-18,A PIE
TIMIZA CELULA A LOTE RA-2 E-8,MOTOCICLETA
LA SOLEDAD E-13,A PIE
EL NOGAL E-2,MOTOCICLETA
SANTA RITA,A PIE
LORENZO SOLANO,A PIE
TRAMO DE VIA,A PIE
LAS TUNAS,A PIE
VILLA CAFE,A PIE
URBANIZACION CIUDAD DEL SOL,MOTOCICLETA
CENTRO,A PIE
NUEVO RICAUTE,A PIE
PLAYA RICA,A PIE
NUEVO MAIZARO,A PIE
CIUDAD PORFIA,A PIE
SAN ISIDRO,A PIE
SAN JOSE,A PIE
CENTRO,A PIE
CIUDAD PORFIA,A PIE
EL DARIEN,A PIE
JONGOVITO CATAMBUCO,MOTOCICLETA
VILLAFLOR II,MOTOCICLETA
VDA SAN FRANCISCO BUESAQUILLO,A PIE
CENTRO,A PIE
AGUALONGO,MOTOCICLETA
SANTA MATILDE,A PIE
EL COMERCIO,A PIE
BARRIO LOMA DE BOLIVAR,A PIE
QUINTAS DE LA MARINA,A PIE
CENTRO,A PIE
LA ARBOLEDA,A PIE
LA ARBOLEDA,A PIE
LIMONAR,A PIE
SECTOR LA VEINTE,A PIE
NUEVA CECILIA,A PIE
VERSALLES,MOTOCICLETA
VERSALLES,MOTOCICLETA
VERSALLES,MOTOCICLETA
VERSALLES,MOTOCICLETA
VERSALLES,MOTOCICLETA
OLIMPICO II,MOTOCICLETA
LIBERTAD,A PIE
LAS GRANJAS,A PIE
CABECERA DEL LLANO,A PIE
PUERTA DEL SOL,A PIE
KENNEDY,A PIE
CENTRO,A PIE
BETANIA,A PIE
LA CUMBRE,MOTOCICLETA
ALTO VIENTO II,MOTOCICLETA
ZAPAMANGA V,MOTOCICLETA
ARENALES I,A PIE
LOS CUROS,A PIE
URB. PORTAL DEL VALLE,A PIE
LA CANDELARIA,MOTOCICLETA
VRDA  TUN-TUN,A PIE
VIVEROS,A PIE
RINCON DE PIEDRAPINTADA,MOTOCICLETA
LA GAVIOTA,BICICLETA
EL CARMEN,MOTOCICLETA
PUEBLO NUEVO,A PIE
SAN NICOLAS E3,A PIE
FLORA INDUSTRIAL E4,A PIE
VERSALLES E2,TRANSPORTE PUBLICO
LOS ALCAZARES E6,A PIE
LILI E17,A PIE
LA NUEVA BASE E8,A PIE
LA NUEVA BASE E8,A PIE
LILI E17,A PIE
URBANIZACION LA FLORA E2,A PIE
URBANIZACION LA FLORA E2,TRANSPORTE PUBLICO
PETECUY I E6,TRANSPORTE PUBLICO
JUNIN E9,A PIE
VERSALLES E2,A PIE
LOS GUAYACANES E5,A PIE
MARIANO RAMOS E16,A PIE
CIUDAD CORDOBA E15,A PIE
SAN NICOLAS E3,MOTOCICLETA
COLSEGUROS ANDES E10,MOTOCICLETA
CHAPINERO E8,A PIE
EL GUABAL E10,A PIE
AGUABLANCA E11,MOTOCICLETA
LOS CAMBULOS E19,MOTOCICLETA
ALFONSO BARBERENA E12,MOTOCICLETA
ALFONSO BARBERENA E12,MOTOCICLETA
CIUDADELA FLORALIA E6,A PIE
SAN FERNANDO NUEVO E19,MOTOCICLETA
SANTA ELENA E10,A PIE
PANAMERICANO (23-2),BICICLETA
VEREDA IRRUPA,A PIE
VEREDA IRRUPA,A PIE
VIA A A RIOFRIO,A PIE
CGTO NARINHO,MOTOCICLETA
PROGRESAR,MOTOCICLETA
LA MADERA,A PIE
LA CABANHA,MOTOCICLETA
CENTRAL MAYORISTA,A PIE
MIRAVALLE C-16,MOTOCICLETA
BOMBONA 1 C-10,MOTOCICLETA
LA CANDELARIA C-10,A PIE
PATIO BONITO C-14,A PIE
PATIO BONITO C-14,TRANSPORTE PUBLICO
SANTA LUCIA C-12,MOTOCICLETA
SANTA LUCIA C-12,MOTOCICLETA
LAS PALMAS C-10,A PIE
MANRIQUE 2  C-3,MOTOCICLETA
LA CANDELARIA C-10,A PIE
AURES C-7,A PIE
SAN JOAQUIN C-11,MOTOCICLETA
KENNEDY C-6,MOTOCICLETA
CARIBE C-5,TRANSPORTE PUBLICO
CARIBE C-5,TRANSPORTE PUBLICO
BETANIA,A PIE
CHIQUINQUIRA,A PIE
PUEBLO,A PIE
MONTES,MOTOCICLETA
SAN ISIDRO,MOTOCICLETA
LUCERO,MOTOCICLETA
VILLA OLIMPICA,VEHICULO
SABANILLA,A PIE
SABANILLA,A PIE
LOS ANGELES,MOTOCICLETA
SANTA LUCIA,A PIE
VILLA VIANEY,MOTOCICLETA
BARRIO KENNEDY,A PIE
BARRIO SANTA RITA,A PIE
FUNDADORES,A PIE
CENTRO,A PIE
BARRIO LLERAS,A PIE
BELEN,A PIE
FUNDADORES,A PIE
VILLA MARIA,A PIE
VALENCIA,A PIE
EL EMPEDRADO,MOTOCICLETA
CENTRO,A PIE
KENNEDY,MOTOCICLETA
SAN RAFAEL,A PIE
SAN RAFAEL,A PIE
EL CENTRO,A PIE
EDMUNDO LÒPEZ,MOTOCICLETA
EDMUNDO LÒPEZ,MOTOCICLETA
BONANZA,MOTOCICLETA
LA GRANJA,MOTOCICLETA
CASABLANCA I     E-8,A PIE
SUCRE E-2,TRANSPORTE PUBLICO
DANUBIO AZUL E-5,A PIE
LA SOLEDAD E-13,A PIE
