BARRIO,ARMA
SECTOR CENTRO,ARMA BLANCA / CORTOPUNZANTE
URIBE URIBE,SIN EMPLEO DE ARMAS
LA PRADERA,SIN EMPLEO DE ARMAS
LA PRADERA,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD LIBRE MERCASA,SIN EMPLEO DE ARMAS
P.INDUSTRIAL A,CONTUNDENTES
VIA BUCARAMANGA,SIN EMPLEO DE ARMAS
URB. CIUDAD BOLIVAR,ARMA DE FUEGO
EL PRADO,ARMA BLANCA / CORTOPUNZANTE
GAITAN,ARMA BLANCA / CORTOPUNZANTE
RUITOQUE BAJO,ARMA BLANCA / CORTOPUNZANTE
PANORAMA,ARMA BLANCA / CORTOPUNZANTE
ZAPAMANGA IV,ARMA BLANCA / CORTOPUNZANTE
LOS TRINITARIOS,ARMA BLANCA / CORTOPUNZANTE
CHIMITA,ARMA BLANCA / CORTOPUNZANTE
CABECERA DEL LLANO P/TA,ARMA BLANCA / CORTOPUNZANTE
RUBY,SIN EMPLEO DE ARMAS
SAN SIMON PARTE ALTA,ARMA BLANCA / CORTOPUNZANTE
FUNDADORES,SIN EMPLEO DE ARMAS
EL REFUGIO E19,ARMA DE FUEGO
MARROQUIN I E14,CONTUNDENTES
BRISAS DE LOS ALAMOS E2,ARMA BLANCA / CORTOPUNZANTE
CIUDAD DE LOS ALAMOS E2,ARMA DE FUEGO
VALLE GRANDE E21,SIN EMPLEO DE ARMAS
LA NEVADA,ARMA DE FUEGO
ALFONSO LOPEZ III E7,ARMA BLANCA / CORTOPUNZANTE
CALIMA E4,SIN EMPLEO DE ARMAS
PANAMERICANO E10,ARMA DE FUEGO
VERSALLES E2,SIN EMPLEO DE ARMAS
LLANO VERDE E15,CONTUNDENTES
SAN PEDRO E3,ARMA BLANCA / CORTOPUNZANTE
SANTA ANITA E17,ARMA DE FUEGO
LOS CAMBULOS E19,ARMA DE FUEGO
CHAMPAGNAT E19,CONTUNDENTES
SANTA ANITA E17,ARMA DE FUEGO
CANHAVERAL - BELLA SUIZA E19,ARMA DE FUEGO
SANTA ANITA E17,SIN EMPLEO DE ARMAS
POTRERO GRANDE E21,ARMA BLANCA / CORTOPUNZANTE
CORR. CHAMBIMBAL/CAMPINH,SIN EMPLEO DE ARMAS
CORR. CHAMBIMBAL/CAMPINH,SIN EMPLEO DE ARMAS
MARIA LUISA DE LA ESPADA,SIN EMPLEO DE ARMAS
CIRO VELASCO E24,ARMA DE FUEGO
LA ARBOLEDA,ARMA BLANCA / CORTOPUNZANTE
EL TABLAZO,ARMA DE FUEGO
SANTA MARIA # 3,ESCOPOLAMINA
LA MILAGROSA  C-9,ARMA BLANCA / CORTOPUNZANTE
PRADO C-10,CONTUNDENTES
LAS INDEPENDENCIAS C-13,ARMA DE FUEGO
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
LOS ALPES C-16,SIN EMPLEO DE ARMAS
LORENA C-11,SIN EMPLEO DE ARMAS
PROGRESO C-5,CONTUNDENTES
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,CONTUNDENTES
SANTA MARIA DE LOS ANGELES C-14,ARMA BLANCA / CORTOPUNZANTE
ASTORGA C-14,ARMA BLANCA / CORTOPUNZANTE
CONQUISTADORES C-11,ARMA DE FUEGO
SAN BENITO C-10,ARMA BLANCA / CORTOPUNZANTE
JESUS NAZARENO C-10,ARMA DE FUEGO
BOSTON C-10,ARMA DE FUEGO
ESTADIO C-11,ARMA BLANCA / CORTOPUNZANTE
BELEN C-16,CONTUNDENTES
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
BARRIO COLOMBIA C-14,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,SIN EMPLEO DE ARMAS
CORAZON DE JESUS C-10,SIN EMPLEO DE ARMAS
LA MAGDALENA,SIN EMPLEO DE ARMAS
PUEBLO,ARMA BLANCA / CORTOPUNZANTE
LAS NIEVES,ARMA BLANCA / CORTOPUNZANTE
LOS ANDES,ARMA BLANCA / CORTOPUNZANTE
SAN VICENTE,SIN EMPLEO DE ARMAS
PARQUE PRINCIPAL,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
BARRIO LA MARIA,ESCOPOLAMINA
LOS ALPES,CONTUNDENTES
JUAN XXIII,ARMA BLANCA / CORTOPUNZANTE
EL RUIZ,SIN EMPLEO DE ARMAS
CAMPO BELLO NORTE,SIN EMPLEO DE ARMAS
VILLA DEL VIENTO,ARMA DE FUEGO
BOLIVAR,SIN EMPLEO DE ARMAS
ANTIGUA,SIN EMPLEO DE ARMAS
VDA LAS PALMAS,ARMA DE FUEGO
JORGE ELIECER GAITAN,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
WILLIAM QUIENTERO,SIN EMPLEO DE ARMAS
VILLA CASTRO,ARMA DE FUEGO
DIVINO NINHO,ARMA DE FUEGO
LAS FLORES,ARMA DE FUEGO
LAS FLORES,ARMA DE FUEGO
SUENHO REAL,ARMA DE FUEGO
LA GRANJA,ARMA DE FUEGO
GUSTAVO RESTREPO E-18,SIN EMPLEO DE ARMAS
TEUSAQUILLO E-13,ARMA BLANCA / CORTOPUNZANTE
ALTOS DEL REDIL E-1,ARMA BLANCA / CORTOPUNZANTE
CIUDAD JARDIN SUR E-15,ARMA BLANCA / CORTOPUNZANTE
EL CORTIJO E-10,SIN EMPLEO DE ARMAS
JOSE ANTONIO GALAN E-7,ARMA BLANCA / CORTOPUNZANTE
TEUSAQUILLO E-13,SIN EMPLEO DE ARMAS
CHAPINERO CENTRAL E-2,SIN EMPLEO DE ARMAS
VILLA ALEXANDRA E-11,SIN EMPLEO DE ARMAS
SANTA FE E-14,ARMA BLANCA / CORTOPUNZANTE
CHICO I E-2,SIN EMPLEO DE ARMAS
TUNA ALTA E-11,SIN EMPLEO DE ARMAS
CHAPINERO CENTRAL E-2,ARMA BLANCA / CORTOPUNZANTE
RICAURTE OCCIDENTAL E-16,ARMA BLANCA / CORTOPUNZANTE
SAN FERNANDO OCCIDENTAL E-12,ARMA BLANCA / CORTOPUNZANTE
NARINHO SUR E-4,ARMA BLANCA / CORTOPUNZANTE
DIANA TURBAY E-18,ARMA BLANCA / CORTOPUNZANTE
CENTRO E-3,ARMA BLANCA / CORTOPUNZANTE
BARRIOS UNIDOS E-12,SIN EMPLEO DE ARMAS
CHICO I E-2,SIN EMPLEO DE ARMAS
CIUDAD KENNEDY OCC E-8,ARMA BLANCA / CORTOPUNZANTE
TEUSAQUILLO E-13,SIN EMPLEO DE ARMAS
VILLA DEL PRADO NVA E-11,SIN EMPLEO DE ARMAS
EL TUNAL II E-6,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,SIN EMPLEO DE ARMAS
RAFAEL NUNEZ E-13,ARMA BLANCA / CORTOPUNZANTE
SAN JOAQUIN DEL VATICANO E-19,ARMA BLANCA / CORTOPUNZANTE
CAMPANELLA E-11,ARMA DE FUEGO
SUCRE E-2,SIN EMPLEO DE ARMAS
POLO CLUB E-12,SIN EMPLEO DE ARMAS
URB. ZONA INDUSTRIAL E-16,SIN EMPLEO DE ARMAS
EL SOCORRO E-18,SIN EMPLEO DE ARMAS
URB. GALICIA E-19,ARMA BLANCA / CORTOPUNZANTE
LAS AGUAS E-3,ARMA BLANCA / CORTOPUNZANTE
ALFONSO LOPEZ SECTOR CHARALA E-5,ARMA BLANCA / CORTOPUNZANTE
NUEVO MUZO II SECTOR I ETAPA E-6,SIN EMPLEO DE ARMAS
EL REFUGIO E-9,SIN EMPLEO DE ARMAS
URB. LA ALQUERIA E-16,SIN EMPLEO DE ARMAS
LA ISABELA I E-10,ARMA BLANCA / CORTOPUNZANTE
URB. EL REMANSO E-16,ARMA BLANCA / CORTOPUNZANTE
CENTRO ADMINISTRATIVO E-17,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
LUIS EDUARDO CUELLAR,ARMA DE FUEGO
SECTOR DE LA VARIANTE,ARMA DE FUEGO
EL PORTAL I ETAPA,LLAVE MAESTRA
EL PORTAL I ETAPA,LLAVE MAESTRA
LA GAITANA,ARMA DE FUEGO
JULIAN POLANIA,LLAVE MAESTRA
PRIMAVERA,ARMA BLANCA / CORTOPUNZANTE
OBRERO,ARMA BLANCA / CORTOPUNZANTE
ENSENADA JUAN XXIII 1-2,SIN EMPLEO DE ARMAS
TAGANGA,SIN EMPLEO DE ARMAS
JARDIN,ARMA DE FUEGO
VILLA JULIA,ESCOPOLAMINA
DONHA LUZ,SIN EMPLEO DE ARMAS
VEREDA EL CARMEN,SIN EMPLEO DE ARMAS
SOSIEGO,ARMA DE FUEGO
CENTRO,ARMA BLANCA / CORTOPUNZANTE
BENJAMIN HERRERA,SIN EMPLEO DE ARMAS
POTRERILLO,SIN EMPLEO DE ARMAS
SAN FELIPE,ARMA BLANCA / CORTOPUNZANTE
LAS CUADRAS,CONTUNDENTES
CHAPAL,SIN EMPLEO DE ARMAS
LORENZO,SIN EMPLEO DE ARMAS
BETANIA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
PARQUE BOLIVAR,CONTUNDENTES
VILLAFLOR II,CONTUNDENTES
AQUINE III,ARMA BLANCA / CORTOPUNZANTE
SAN MIGUEL,SIN EMPLEO DE ARMAS
SUMATAMBO,ARMA BLANCA / CORTOPUNZANTE
LA AURORA,SIN EMPLEO DE ARMAS
PALERMO,CONTUNDENTES
CAICEDO ALTO,CONTUNDENTES
BARRIO ALFONSO LOPEZ,SIN EMPLEO DE ARMAS
BARRIO GAITAN,ARMA DE FUEGO
FRAYLES,ARMA DE FUEGO
LA GRACIELA,ARMA DE FUEGO
GALICIA ALTA,ARMA DE FUEGO
PUEBLITO CAFETERO,SIN EMPLEO DE ARMAS
SECTOR PLAZA DE BOLIVAR,SIN EMPLEO DE ARMAS
CIUDADELA DEL CAFE,SIN EMPLEO DE ARMAS
CENTRO (A) PEREIRA,ARMA BLANCA / CORTOPUNZANTE
B. CENTRO,ARMA BLANCA / CORTOPUNZANTE
RICAURTE,SIN EMPLEO DE ARMAS
ESPERANZA III,ARMA BLANCA / CORTOPUNZANTE
CONUCOS,ARMA DE FUEGO
CONUCOS,ARMA DE FUEGO
BUCARAMANGA,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
NUEVO SOTOMAYOR,SIN EMPLEO DE ARMAS
PROVENZA,CONTUNDENTES
SAN ALONSO,ARMA DE FUEGO
PROVENZA,ARMA DE FUEGO
PROVENZA,ARMA DE FUEGO
SAN MIGUEL,ARMA BLANCA / CORTOPUNZANTE
SAN ALONSO,CONTUNDENTES
URB. BAVARIA,ARMA BLANCA / CORTOPUNZANTE
CIUDAD VALENCIA,SIN EMPLEO DE ARMAS
CASA LINDA,CONTUNDENTES
POBLADO,SIN EMPLEO DE ARMAS
SANTILLANA,SIN EMPLEO DE ARMAS
SAN CRISTOBAL P/TA,ARMA BLANCA / CORTOPUNZANTE
AV OKALA SECTOR TRANSPORTE PUEBLOS,ARMA BLANCA / CORTOPUNZANTE
ESTACION,SIN EMPLEO DE ARMAS
LAS GRANJAS E10,ARMA DE FUEGO
VILLA DEL PRADO - EL GUABITO E5,ARMA DE FUEGO
LAS ACACIAS E10,ARMA DE FUEGO
LA FLORA E2,SIN EMPLEO DE ARMAS
MELENDEZ E18,ARMA DE FUEGO
MUNICIPAL E8,ARMA DE FUEGO
CGTO LA BUITRERA E18,CONTUNDENTES
LAS ORQUIDEAS E14,ARMA DE FUEGO
ULPIANO LLOREDA E13,ARMA DE FUEGO
ULPIANO LLOREDA E13,ARMA DE FUEGO
BELALCAZAR E9,SIN EMPLEO DE ARMAS
CIUDAD CORDOBA E15,CONTUNDENTES
EL RETIRO E15,ARMA BLANCA / CORTOPUNZANTE
LAS QUINTAS DE DON SIMON E17,SIN EMPLEO DE ARMAS
CRISTOBAL COLON E10,SIN EMPLEO DE ARMAS
SUCRE E9,ARMA DE FUEGO
SAN PEDRO E3,ARMA BLANCA / CORTOPUNZANTE
VERSALLES E2,CONTUNDENTES
ARROYOHONDO ZONA INDUSTRIAL (25-2),SIN EMPLEO DE ARMAS
LA COLOMBIANITA,SIN EMPLEO DE ARMAS
PRIMAVERA,SIN EMPLEO DE ARMAS
SAN PIO,ARMA DE FUEGO
SAN FERNANDO,ARMA DE FUEGO
ZONA CENTRO,SIN EMPLEO DE ARMAS
CALAZANS C-12,ARMA DE FUEGO
BRASILIA  C-4,ARMA DE FUEGO
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
CENTRO S.C.,SIN EMPLEO DE ARMAS
PARQUE NORTE C-4,SIN EMPLEO DE ARMAS
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
GUAYAQUIL C-10,ARMA BLANCA / CORTOPUNZANTE
MORAVIA  C-4,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LAURELES C-11,SIN EMPLEO DE ARMAS
PRADO C-10,CONTUNDENTES
LAS PLAYAS C-16,ARMA DE FUEGO
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
SAN BERNARDO C-16,ARMA BLANCA / CORTOPUNZANTE
UNIVERSIDAD NACIONAL C-7,SIN EMPLEO DE ARMAS
MIRAMAR,SIN EMPLEO DE ARMAS
LA CEIBA,ARMA DE FUEGO
SIMON BOLIVAR,SIN EMPLEO DE ARMAS
SANTO DOMINGO DE GUZMAN,ARMA DE FUEGO
SIMON BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
NELSON MANDELA,CONTUNDENTES
PIE DEL CERRO,SIN EMPLEO DE ARMAS
BARRIO CENTRO,SIN EMPLEO DE ARMAS
RINCON DE LA FLORESTA,ARMA BLANCA / CORTOPUNZANTE
LA CHAMA,ARMA BLANCA / CORTOPUNZANTE
EL JARDIN,SIN EMPLEO DE ARMAS
CENTRO,ESCOPOLAMINA
BARRIO LOS CEDROS,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
SECTOR EL CABLE,ARMA BLANCA / CORTOPUNZANTE
EL CENTRO,SIN EMPLEO DE ARMAS
LA INMACULADA,ARMA DE FUEGO
BELLO HORIZONTE,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
LOS MUSICOS,ARMA DE FUEGO
ALFONSO LOPEZ,ARMA DE FUEGO
VEREDA,SIN EMPLEO DE ARMAS
MEISSEN E-19,SIN EMPLEO DE ARMAS
TORRELADERA CASABLANCA E-11,ARMA BLANCA / CORTOPUNZANTE
LISBOA E-11,ARMA BLANCA / CORTOPUNZANTE
TEUSAQUILLO E-13,SIN EMPLEO DE ARMAS
LA VICTORIA E-4,ARMA BLANCA / CORTOPUNZANTE
SUCRE E-2,SIN EMPLEO DE ARMAS
SUCRE E-2,ARMA BLANCA / CORTOPUNZANTE
LA SOLEDAD E-13,SIN EMPLEO DE ARMAS
GRAN BRITALIA E-8,ARMA DE FUEGO
AEROPUERTO EL DORADO,SIN EMPLEO DE ARMAS
CHICO NORTE III SECTOR E-2,SIN EMPLEO DE ARMAS
ANTIGUO COUNTRY E-2,SIN EMPLEO DE ARMAS
CARVAJAL E-8,ARMA BLANCA / CORTOPUNZANTE
VEINTE DE JULIO E-4,SIN EMPLEO DE ARMAS
ZONA INDUSTRIAL LAS GRANJAS E-16,ARMA BLANCA / CORTOPUNZANTE
URB. PASADENA E-11,SIN EMPLEO DE ARMAS
EL POA E-11,CONTUNDENTES
URB. PALENQUE E-8,ARMA BLANCA / CORTOPUNZANTE
EL POA E-11,SIN EMPLEO DE ARMAS
VENECIA E-6,SIN EMPLEO DE ARMAS
VILLA DEL PRADO E-11,SIN EMPLEO DE ARMAS
OLARTE E-7,SIN EMPLEO DE ARMAS
PALOQUEMAO E-14,CONTUNDENTES
SANTA TERESITA E-13,SIN EMPLEO DE ARMAS
PIO XII E-8,ARMA BLANCA / CORTOPUNZANTE
CLARETIANO E-7,SIN EMPLEO DE ARMAS
LA GRANJA E-10,ARMA BLANCA / CORTOPUNZANTE
CIUDAD SALITRE II E-13,ARMA BLANCA / CORTOPUNZANTE
GUACAMAYAS III E-4,ARMA BLANCA / CORTOPUNZANTE
VENECIA E-6,SIN EMPLEO DE ARMAS
CHAPINERO ALTO E-2,SIN EMPLEO DE ARMAS
PERDOMO E-19,ARMA BLANCA / CORTOPUNZANTE
PASADENA ROYAL E-11,SIN EMPLEO DE ARMAS
EL RESTREPO E-15,SIN EMPLEO DE ARMAS
LA PRADERA NORTE E-16,SIN EMPLEO DE ARMAS
SAN CRISTOBAL E-1,SIN EMPLEO DE ARMAS
AMAPARO CANHIZARES E-8,SIN EMPLEO DE ARMAS
GLORIA LARA DE ECHEVERRY II ETAPA E-11,SIN EMPLEO DE ARMAS
ARMENIA E-13,SIN EMPLEO DE ARMAS
LA COLMENA E-4,CONTUNDENTES
RINCON DE SANTAFE,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CORREGIMIENTO DE VILLA MARTIN,ARMA DE FUEGO
LA COSECHA,ARMA BLANCA / CORTOPUNZANTE
CLEMENTINA,CONTUNDENTES
CHAPINERO,SIN EMPLEO DE ARMAS
VEREDA AMBORCO,SIN EMPLEO DE ARMAS
LAS AMERICAS,ARMA BLANCA / CORTOPUNZANTE
VILLA DEL MAR,ARMA DE FUEGO
LA LUCHA,ARMA DE FUEGO
CIUDADELA 29 DE JULIO,SIN EMPLEO DE ARMAS
LA ESPERANZA,ARMA DE FUEGO
SAN JOSE,ARMA BLANCA / CORTOPUNZANTE
AY MI LLANURA,ARMA DE FUEGO
BOSQUES DE ABAJAM*,ARMA BLANCA / CORTOPUNZANTE
SAN ISIDRO,SIN EMPLEO DE ARMAS
ANTONIO RICAUTE,ARMA BLANCA / CORTOPUNZANTE
CENTRO,CONTUNDENTES
SANTA INES,ARMA DE FUEGO
BOSQUE,SIN EMPLEO DE ARMAS
ALTOS DE CHAPALITO,SIN EMPLEO DE ARMAS
LA COLINA,SIN EMPLEO DE ARMAS
AV. ESTUDIANTES,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ESCOPOLAMINA
BARRIO CARORA,ARMA BLANCA / CORTOPUNZANTE
BARRIO LA PLAYA,SIN EMPLEO DE ARMAS
BARRIO CHAPINERO,ARMA DE FUEGO
BARRIO LATINO,ARMA BLANCA / CORTOPUNZANTE
BARRIO NIZA,SIN EMPLEO DE ARMAS
CORREGIMIENTO LA PARADA,SIN EMPLEO DE ARMAS
UNIVERSAL,SIN EMPLEO DE ARMAS
"MONTEBLANCO  I,II Y III",SIN EMPLEO DE ARMAS
LOS ABORIGENES,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR EL CRUCERO,ESCOPOLAMINA
CAMPESTRE B,ARMA DE FUEGO
SECTOR MERCASA,SIN EMPLEO DE ARMAS
EL TULCAN II,ESCOPOLAMINA
B. CENTRO,ARMA DE FUEGO
KENNEDY,ARMA DE FUEGO
BOLIVAR,SIN EMPLEO DE ARMAS
DIAMANTE I,ARMA BLANCA / CORTOPUNZANTE
ALVAREZ,SIN EMPLEO DE ARMAS
SAN FRANCISCO,SIN EMPLEO DE ARMAS
PROVENZA,ARMA BLANCA / CORTOPUNZANTE
SAN ALONSO,ARMA BLANCA / CORTOPUNZANTE
SOTOMAYOR,SIN EMPLEO DE ARMAS
COMUNEROS,ARMA DE FUEGO
GARCIA ROVIRA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,CONTUNDENTES
SAN GERARDO,SIN EMPLEO DE ARMAS
SAN BERNARDO,ARMA DE FUEGO
SANTA HELENA DE LA SIERRA,ARMA BLANCA / CORTOPUNZANTE
NUEVA COLOMBIA,ARMA BLANCA / CORTOPUNZANTE
PUERTA ROJA,ARMA DE FUEGO
VILLA  MADY,ARMA DE FUEGO
RESTREPO,SIN EMPLEO DE ARMAS
MODELIA,ARMA BLANCA / CORTOPUNZANTE
MIROLINDO,CONTUNDENTES
JORDAN MUTIFAMILIARES,SIN EMPLEO DE ARMAS
GALAN,SIN EMPLEO DE ARMAS
20 DE JULIO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
LA CASTELLANA,SIN EMPLEO DE ARMAS
LA CASTELLANA,SIN EMPLEO DE ARMAS
URB. MILITAR E19,ARMA DE FUEGO
PAMPA LINDA E19,ARMA BLANCA / CORTOPUNZANTE
MARIO CORREA RENGIFO E18,SIN EMPLEO DE ARMAS
LA GRAN COLOMBIA E11,ARMA DE FUEGO
SAN LUIS E6,SIN EMPLEO DE ARMAS
SALOMIA E4,ARMA DE FUEGO
BRISAS DEL LIMONAR E16,ARMA BLANCA / CORTOPUNZANTE
JOSE M. MARROQUIN II E14,ARMA BLANCA / CORTOPUNZANTE
SAN NICOLAS E3,ARMA BLANCA / CORTOPUNZANTE
ALFONSO LOPEZ I E7,SIN EMPLEO DE ARMAS
ALFONSO LOPEZ I E7,ARMA BLANCA / CORTOPUNZANTE
ALFONSO B. ARAGON E14,ARMA DE FUEGO
PORVENIR E4,CONTUNDENTES
LOS COMUNEROS II E13,ARMA BLANCA / CORTOPUNZANTE
EL INGENIO E17,ARMA DE FUEGO
POPULAR E4,ARMA BLANCA / CORTOPUNZANTE
CALYPSO E13,ARMA BLANCA / CORTOPUNZANTE
CALYPSO E13,ARMA DE FUEGO
SANTA ISABEL E19,SIN EMPLEO DE ARMAS
CORREGIMIENTO BORRERO AYERBE,ARMA BLANCA / CORTOPUNZANTE
CHAPINER,ARMA BLANCA / CORTOPUNZANTE
EL TREBOL,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
VILLA ESPERANZA (26-2),SIN EMPLEO DE ARMAS
URIBE E25,CONTUNDENTES
ZONA CENTRO,ARMA BLANCA / CORTOPUNZANTE
EL CHOCHO,SIN EMPLEO DE ARMAS
SAN MARCOS,ARMA DE FUEGO
HECTOR ABAD GOMEZ C-5,ARMA DE FUEGO
NARANJAL C-11,SIN EMPLEO DE ARMAS
ALEJANDRIA C-14,ARMA DE FUEGO
CALAZANS C-12,ARMA BLANCA / CORTOPUNZANTE
PARQUE NORTE C-4,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,ESCOPOLAMINA
VILLANUEVA C-10,ARMA BLANCA / CORTOPUNZANTE
LA PILARICA C-7,SIN EMPLEO DE ARMAS
LAURELES C-11,ARMA BLANCA / CORTOPUNZANTE
SAN BENITO C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
EL PORVENIR,ARMA DE FUEGO
EL BOSQUE,ARMA DE FUEGO
CENTRO,CONTUNDENTES
EL BOSQUE,ARMA BLANCA / CORTOPUNZANTE
EL BOSQUE,ARMA BLANCA / CORTOPUNZANTE
PERIMETRO RURAL,ARMA DE FUEGO
PERIMETRO RURAL,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
BARRIO GUSTAVO JIMENEZ,CONTUNDENTES
CENTRO,CONTUNDENTES
PERALONSO,CONTUNDENTES
NEVADO,CONTUNDENTES
PALOGRANDE,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
SAN JUDAS,SIN EMPLEO DE ARMAS
EL CENTRO,SIN EMPLEO DE ARMAS
EL JARDIN,SIN EMPLEO DE ARMAS
VARIANTE NORTE,ARMA DE FUEGO
CADILLAL,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
GARUPAL I,SIN EMPLEO DE ARMAS
DANGON,ARMA DE FUEGO
LA CANDELARIA,SIN EMPLEO DE ARMAS
BUENAVISTA,ARMA DE FUEGO
PANZENU,ARMA DE FUEGO
LA CASTELLANA,ARMA DE FUEGO
PORVENIR,SIN EMPLEO DE ARMAS
PALOQUEMAO E-14,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO CENTRAL E-2,SIN EMPLEO DE ARMAS
RICAURTE E-14,SIN EMPLEO DE ARMAS
BELLA SUIZA E-1,ARMA DE FUEGO
CIUDAD SALITRE SPMZ II - 3-6-9 E-13,SIN EMPLEO DE ARMAS
VEINTE DE JULIO E-4,CONTUNDENTES
SAN BERNARDO E-3,SIN EMPLEO DE ARMAS
VERSALLES E-9,CONTUNDENTES
LA PAZ BOSA E-7,ARMA BLANCA / CORTOPUNZANTE
LA ESPERANZA E-19,SIN EMPLEO DE ARMAS
LA CASTELLANA E-12,ARMA BLANCA / CORTOPUNZANTE
TOBERIN ORIENTAL E-1,SIN EMPLEO DE ARMAS
CHAPINERO ALTO E-2,SIN EMPLEO DE ARMAS
QUINTA RAMOS E-4,SIN EMPLEO DE ARMAS
ANTONIA SANTOS E-7,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO ALTO E-2,CONTUNDENTES
EL CODITO E-1,SIN EMPLEO DE ARMAS
CENTRO COMERCIAL UNICENTRO E-1,SIN EMPLEO DE ARMAS
RAFAEL NUNEZ E-13,SIN EMPLEO DE ARMAS
URB. LOS COMUNEROS E-16,SIN EMPLEO DE ARMAS
SAN CRISTOBAL ALTO E-4,SIN EMPLEO DE ARMAS
LA RESURRECCION II E-18,ARMA BLANCA / CORTOPUNZANTE
SUCRE E-2,ARMA BLANCA / CORTOPUNZANTE
SANTA FE E-14,CONTUNDENTES
SAN LUIS 20 DE JULIO E-4,ARMA BLANCA / CORTOPUNZANTE
CLASS E-8,ARMA BLANCA / CORTOPUNZANTE
URB. MARSELLA E-8,ARMA BLANCA / CORTOPUNZANTE
LUCERO ALTO E-19,SIN EMPLEO DE ARMAS
QUIROGA IHS ETAPA E-18,ARMA DE FUEGO
LA CATEDRAL E-17,SIN EMPLEO DE ARMAS
SAN DIEGO E-3,ARMA BLANCA / CORTOPUNZANTE
EL CENTENARIO E-18,SIN EMPLEO DE ARMAS
CHICO I E-2,ARMA BLANCA / CORTOPUNZANTE
RESTREPO E-15,ARMA BLANCA / CORTOPUNZANTE
SANTA INES E-3,SIN EMPLEO DE ARMAS
LA FAVORITA E-14,ARMA BLANCA / CORTOPUNZANTE
PATIO BONITO I E-8,ARMA BLANCA / CORTOPUNZANTE
PATIO BONITO I E-8,SIN EMPLEO DE ARMAS
URB. SAN PATRICIO E-1,SIN EMPLEO DE ARMAS
LAS NIEVES E-3,SIN EMPLEO DE ARMAS
TONOLI E-8,ARMA BLANCA / CORTOPUNZANTE
SAN MATEO E-10,SIN EMPLEO DE ARMAS
EL EJIDO E-16,SIN EMPLEO DE ARMAS
LOURDES E-2,SIN EMPLEO DE ARMAS
LA ESTACION E-7,SIN EMPLEO DE ARMAS
URB. MARSELLA E-8,ARMA BLANCA / CORTOPUNZANTE
EL RINCON E-11,SIN EMPLEO DE ARMAS
EL RINCON E-11,SIN EMPLEO DE ARMAS
LOS SAUCES E-16,SIN EMPLEO DE ARMAS
CANDELARIA III-IV E-19,SIN EMPLEO DE ARMAS
URB. MAZUREN I SECTOR E-11,SIN EMPLEO DE ARMAS
LAS QUINTAS DEL SUR E-19,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
LUIS EDUARDO CUELLAR,ARMA DE FUEGO
SAN LUIS,ARMA BLANCA / CORTOPUNZANTE
EL PROGRESO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,CONTUNDENTES
CENTRO,CONTUNDENTES
