BARRIO,EDAD
ESTACION VILLA C-10,ADOLESCENTE
SEVILLA  C-4,ADULTOJOVEN
GUAYABAL C-15,ADULTOJOVEN
LA CONVENCION,ADULTOMAYOR
BELEN,ADULTOJOVEN
BETANIA,ADULTO
CENTRO,OTRA
EL CONCORDE,ADULTOJOVEN
ZONA RURAL,ADULTO
EL TUCAN,ADULTO
BARRIO CENTRO,ADULTOJOVEN
SANTA SOFIA,ADULTOMAYOR
CENTRO,ADULTOMAYOR
PALERMO,ADULTOJOVEN
BELEN,ADULTOJOVEN
SIETE DE AGOSTO,ADULTO
TORASSO,ADULTOJOVEN
URBANIZACION LOS COMUNEROS,ADULTOJOVEN
MODELO,ADULTOJOVEN
BOLIVAR,ADULTOMAYOR
VILLA DEL VIENTO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
MARIA EUGENIA ALTO,ADULTOJOVEN
NUEVA COLOMBIA,ADOLESCENTE
SICARARE,ADULTOJOVEN
MERCADO,ADULTOJOVEN
INV.BRISAS DE LA POPA,ADULTOJOVEN
LA POPA,ADULTOJOVEN
LA POPA,ADULTOMAYOR
EL CENTRO,ADULTO
EL CENTRO,ADULTO
SANTA MARIA,ADULTOJOVEN
CIUDAD KENNEDY CENTRAL E-8,ADULTO
TINTALITO E-8,ADULTOMAYOR
ZONA INDUSTRIAL LAS GRANJAS E-16,ADULTO
CIUDAD KENNEDY CENTRAL E-8,ADULTO
MINUTO DE DIOS E-10,ADULTOJOVEN
PALERMO E-13,ADULTOJOVEN
PERDOMO E-19,ADULTO
YOMASA NORTE E-5,ADULTOMAYOR
RICAURTE E-14,ADULTOJOVEN
URB. LOS EJIDOS E-16,ADULTO
CHAPINERO CENTRAL E-2,ADULTO
SAN BLAS E-4,ADULTO
LUCERO BAJO E-19,ADULTO
LA CONCEPCION E-12,ADULTOJOVEN
BOSA E-7,ADULTOJOVEN
LA CALLEJA E-1,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTOMAYOR
LA PORCIUNCULA E-2,ADULTOJOVEN
LA CAPUCHINA E-3,ANCIANO
URB. CARIMAGUA I SECTOR E-8,ADULTOJOVEN
MARIA CRISTINA E-2,OTRA
MARIA CRISTINA E-2,OTRA
ROSALES E-2,OTRA
ROSALES E-2,OTRA
CIUDAD SALITRE II E-13,ADULTOJOVEN
SAN JORGE E-18,ADULTOJOVEN
BENJAMIN HERRERA E-12,ADULTOJOVEN
GALERIAS E-13,ADULTOJOVEN
BANDERAS E-8,ADULTO
CASTILLA LA NUEVA E-8,ANCIANO
CHAPINERO NORTE E-2,ADULTO
LAS AMERICAS E-8,ADULTOJOVEN
PERDOMO E-19,ADULTOJOVEN
LOS LAURELES E-7,ADULTOJOVEN
ALAMOS SUR E-10,ADULTOJOVEN
LOS MOLINOS DEL SUR E-18,ADULTOJOVEN
URB. VILLA SONIA E-16,ADULTO
SAN MATEO,ADULTO
SAN FRANCISCO,ADULTO
20 DE JULIO,ADULTOJOVEN
ALAMOS NORTE,ADULTO
MANZANARES,ADULTO
EL TRIANGULO,ADULTOJOVEN
FATIMA,ADULTOMAYOR
FATIMA,ADULTOMAYOR
CALAMO,ADULTOJOVEN
SAN MATEO,ADULTO
VEREDA ARENOSO,ADULTO
5 DE FEBRERO,ADULTOJOVEN
CUNDI,ADULTOJOVEN
EL PRADO,ADULTOJOVEN
CENTRO HISTORICO,ADULTO
VILLA MARIA,ADULTOJOVEN
SAN ISIDRO,ADULTOMAYOR
CENTRO,ADULTO
TEUSACA,ADULTO
VILLAS DEL OCOA,ADULTOJOVEN
BOSQUES DE ABAJAM*,ADULTOMAYOR
LA ESPERANZA,ADULTOJOVEN
MONTECARLO,ADULTO
CAMINO REAL,ADULTOMAYOR
POTRERILLO,ADULTO
AGUALONGO,ADULTOJOVEN
AQUINE II,ADULTOMAYOR
LAS LUNAS,ADULTO
SAN ANDRESITO,ADULTOJOVEN
AVENIDA BOYACA,ADULTO
SECTOR LA VEINTE,ADULTO
CENTRO,ADULTO
ZONA CENTRO,ADULTO
ZONA CENTRO,OTRA
EL PROGRESO,ADULTOJOVEN
CENTRO (A) PEREIRA,ADULTOJOVEN
P.INDUSTRIAL A,ADULTOJOVEN
P.INDUSTRIAL A,ADULTOJOVEN
CIRCUNVALAR,ADULTO
SECTOR PARQUE LA LIBERTAD,ADULTOJOVEN
GALAN GOMEZ,ADULTOJOVEN
MANUELA BELTRAN I,ADULTO
SAN ALONSO,ADOLESCENTE
CABECERA DEL LLANO,ADULTO
COMUNEROS,ADULTOJOVEN
RINCON DE GIRON,ADULTO
RINCON DE GIRON,ADULTO
CENTRO P/TA,ADULTO
SAN FRANCISCO P/TA,ADULTOJOVEN
SAN JERONIMO,ADULTOJOVEN
EL SOCORRO,ADULTOJOVEN
VRDA. AGUA BONITA,ADULTOJOVEN
CENTRO,ANCIANO
CABALLERO Y GONGORA,ADULTOJOVEN
SAN PEDRO ALEJANDRINO,ADULTOMAYOR
CENTRO,ADULTOMAYOR
SAN JOSE,ADULTO
CENTRO,ADULTOMAYOR
MARIA INMACULADA,ADULTO
LA LIBERTAD E10,ADULTOJOVEN
VIPASA E2,ADULTO
MIRAFLORES E19,ADULTO
URB. TEQUENDAMA E19,ADULTO
LA FLORA E2,ADULTOMAYOR
JOSE M. MARROQUIN II E14,ADULTOJOVEN
PANAMERICANO E10,ADULTO
SAN NICOLAS E3,ADULTOJOVEN
EL DORADO E10,ADULTO
NUEVA TEQUENDAMA E19,ADULTOMAYOR
MORICHAL DE COMFANDI E15,ADOLESCENTE
SAN ANTONIO E3,ADULTO
EL OBRERO,ADULTO
SEMBRADOR,ADULTOMAYOR
GUACANDA E25,ADULTO
VDA. EL PORTON,ADULTOJOVEN
VDA. FILOVERDE,ADOLESCENTE
CIUDADELA DEL NORTE,ADULTO
MANCHESTER,ADULTOJOVEN
AUTOPISTA NORTE,ADULTOJOVEN
PEDREGAL,OTRA
LA CANDELARIA C-10,ADULTOJOVEN
PEDREGAL C-6,ADULTOMAYOR
SEVILLA  C-4,ADULTOMAYOR
CENTRO ADMINISTRATIVO C-10,ADULTO
LA CANDELARIA C-10,ADULTO
FLORIDA NUEVA C-11,ADULTOJOVEN
LA FRANCIA  C-2,ADULTOMAYOR
VIA SANTA ELENA  C-9,ADULTOMAYOR
ESTADIO C-11,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOMAYOR
CONQUISTADORES C-11,ADULTO
PRADO,ADULTOJOVEN
PRADO,ADULTOJOVEN
CENTRO DOS,ADULTO
LA AURORA,ADULTO
SANTA INES,ADULTO
LA ESPANHOLA,ADULTOJOVEN
VDA. MORTINHAL,ADULTO
BARRIOS LOS OLIVOS,OTRA
SAN ANTONIO,ADULTO
CENTRO,ANCIANO
VILLA JULIA,ADULTOJOVEN
BUENA VISTA,ADULTOJOVEN
VDA LA CAPILLA,ADULTOMAYOR
LOS ANGELES,ADULTOJOVEN
MARIA OCCIDENTE,ADULTO
LA SABANITA,ADULTO
SAN RAFAEL,ADULTO
EL CARMEN,ADULTO
LA POPA,ADULTOJOVEN
VILLA LEONOR,ADULTOMAYOR
VILLA CORELCA,ADULTO
FUNDADORES,ADULTOJOVEN
LA MANUELITA,ADULTOJOVEN
LA VICTORIA,ADULTOMAYOR
EL CENTRO,ADULTO
LOS LAURELES,ADULTO
LA UNION,ADULTOJOVEN
EL CENTRO,ADULTO
PARQUE NACIONAL E-3,ADULTOMAYOR
PARQUE SIMON BOLIVAR E-13,ADULTOJOVEN
LA CANDELARIA E-17,ANCIANO
TEUSAQUILLO E-13,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTOJOVEN
ISLA DEL SOL E-6,ADULTOMAYOR
CIUDAD KENNEDY CENTRAL E-8,ADULTOJOVEN
PALOQUEMAO E-14,ADULTOJOVEN
PALOQUEMAO E-14,ADULTOJOVEN
ENGATIVA E-10,ADULTOJOVEN
LA CABRERA E-2,ADULTOMAYOR
RESTREPO E-15,ADULTOJOVEN
PALOQUEMAO E-14,OTRA
LA FAVORITA E-14,ADULTOMAYOR
FRANCISCO JOSE DE CALDASS   E-8,ADULTO
EL CORTIJO E-10,ADULTO
MARIA PAZ E-8,ADULTO
MARLY E-2,ADOLESCENTE
CIUDAD SALITRE E-9,ADULTOJOVEN
SANTA ISABEL E-14,ADULTO
OMNICENTRO,ADULTOMAYOR
LA COLINA,ANCIANO
CENTRO,ADOLESCENTE
VEREDA ZULUAGA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LOS MARTIRES,ADULTOJOVEN
LOS MARTIRES,ADULTOJOVEN
CENTRO,ADULTO
LOS MARTIRES,ADULTOJOVEN
LAS GRANJAS,ADULTOJOVEN
JOSE EUSTACIO RIVERA,ADULTOMAYOR
BUGANVILES,ADULTOJOVEN
CENTRO,ADULTOJOVEN
VIRGILIO BARCO,ADULTOMAYOR
LOS ALMENDROS,ADULTOJOVEN
BELLA VISTA,ADULTOJOVEN
LOS MARTIRES,ADULTOMAYOR
LOS MARTIRES,ADULTO
JULIAN POLANIA,ADULTO
ALTO PRADO,ADULTO
ALTO PRADO,ADULTO
EL PRADO,ADULTOJOVEN
TAGANGA,ADULTO
MAMATOCO,ADULTOJOVEN
LOS NARANJOS,ADULTO
VEREDA,ADULTO
MULTIFAMILIAR LOS CENTAUROS,ANCIANO
VILLA JULIA,ADULTO
JORDAN RESERVADO,ADULTOMAYOR
CIUDAD PORFIA,ADULTOJOVEN
AY MI LLANURA,ADULTO
OLIMPICO,ADOLESCENTE
REMANSO,ADOLESCENTE
CARLOS LLERAS,ADULTO
LA PAZ,ADULTOJOVEN
LAS MERCEDES,ADULTO
ZONA CENTRO,ADULTOJOVEN
LAS TERRAZAS,ADULTOJOVEN
SECTOR PLAZA DE MERCADO,ADULTOJOVEN
"GUADUALES I,II,III,IV",ADULTOJOVEN
ZONA CENTRO,ADULTO
CIUDADELA DEL CAFE,ADULTO
SAN FRANCISCO,ANCIANO
CABECERA DEL LLANO,ADULTOJOVEN
CABECERA DEL LLANO,ADULTOJOVEN
ALTOS DEL CACIQUE,ADULTOJOVEN
LA UNIVERSIDAD,ADULTOMAYOR
CENTRO,ADULTO
CABECERA DEL LLANO,ADULTO
VILLA HELENA I,ADULTO
VILLABEL,ADULTOJOVEN
URB. CAMPESTRE REAL,ADULTOJOVEN
PASEO DEL PUENTE,ADULTOJOVEN
LAS DELICIAS,ADULTOJOVEN
LAS MERCEDES,ADULTO
LOS LAURELES,ADULTOJOVEN
LIBERTADOR,ADULTOMAYOR
CABALLERO Y GONGORA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CADIZ,ADULTOJOVEN
JORDAN I ETAPA,ADULTOJOVEN
INDUSTRIAL,ADULTO
CENTRO,ADULTOJOVEN
TOLIMA GRANDE,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CALLE PRIMERA,ADULTO
OBRERO,ADULTO
NUEVA COLOMBIA,ADULTOJOVEN
SAN PEDRO E3,ADULTOMAYOR
SAN PEDRO E3,ADULTOJOVEN
SAN PEDRO E3,ADULTO
MOJICA E15,ADULTOMAYOR
SAN ANTONIO E3,ADULTOJOVEN
CIUDADELA FLORALIA E6,ADULTO
INDUSTRIAL E8,ADULTOJOVEN
LOS SAUCES E11,ADULTOMAYOR
VIPASA E2,ADULTO
PORVENIR E4,ADULTOMAYOR
OLIMPICO E10,ADULTO
CORREGIMIENTO EL QUEREMAL,ADULTOJOVEN
CORREGIMIENTO EL QUEREMAL,ADULTO
COINCER,ADULTOMAYOR
ZONA CENTRO,ADULTOJOVEN
LAS MARGARITAS,ADULTO
LA FLORESTA C-12,ADULTOJOVEN
LA ESPERANZA C-6,ADULTO
ALCONES  S.A.P.,ADULTO
CERRO EL VOLADOR C-7,ADULTOJOVEN
ALFONSO LOPEZ C-5,ADULTO
EL POBLADO C-14,OTRA
LA CANDELARIA C-10,ADULTOMAYOR
CEVILLAR,ADULTOJOVEN
LAS MERCEDES,ADULTOMAYOR
CENTRO,ADULTOJOVEN
TORICES,ADULTOMAYOR
BARRIO SAN IGNACIO,ADULTOMAYOR
VDA LA FLORIDA,ADULTOJOVEN
VDA EL MESON,ADULTOJOVEN
ZULDEMAIDA,ADULTOJOVEN
LA ESMERALDA,ADULTOJOVEN
VARIANTE SUR,ADULTOJOVEN
EL UVO,ADULTOMAYOR
RANCHO GRANDE,ADULTOJOVEN
URB. MONTEROBLE,ADULTOJOVEN
URB. MONTEROBLE,ADULTOJOVEN
TECHO  E-8,ADULTOMAYOR
VILLA DEL PROGRESO E-7,ADULTOJOVEN
LAGO GAITAN E-2,ADULTO
ROMA  E-8,ADULTO
TEUSAQUILLO E-13,ADULTOJOVEN
RESTREPO E-15,ADULTOMAYOR
LAS ACACIAS E-19,ADULTOJOVEN
MACARENA E-9,ADULTOJOVEN
PARQUE SIMON BOLIVAR E-13,ADULTOJOVEN
TORRES BLANCAS E-3,ADULTOJOVEN
URB. SAN EUSEBIO E-16,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTOJOVEN
EL CONDADO DE LA PAZ E-8,ADULTOMAYOR
BARRIOS UNIDOS E-12,ANCIANO
SUCRE,ADULTO
EL POBLADO,OTRA
SAN MATEO,ADULTOJOVEN
CENTRO,ADULTO
CENTRO,OTRA
COOPERATIVO,ADULTOJOVEN
LA LIBERTAD,ADULTOJOVEN
LOS CAMBULOS,ADOLESCENTE
CENTRO,ADULTO
CANAIMA,ADULTOJOVEN
ZONA INDUSTRIAL,ADULTOJOVEN
LOS MARTIRES,ADULTO
PANAMA,ADULTO
URB. LOS ROSALES (C-5),ADULTOJOVEN
PORVENIR,ADULTOJOVEN
RODADERO TRADICIONAL,ADULTOMAYOR
TAGANGA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
6 DE ABRIL,ADULTO
VEREDA VANGUARDIA,ADULTO
TEJAR,ADULTOMAYOR
SAN MARTIN,ADULTO
BARRIO CUNDINAMARCA,ADULTO
POPULAR,ANCIANO
LUIS CARLOS GALAN,ADULTO
LUIS CARLOS GALAN,ADULTO
EL CACIQUE,ADOLESCENTE
SECTOR CENTRO,ADULTOMAYOR
LA BADEA,ADULTO
GUADALUPE,ADOLESCENTE
GUADALUPE,ADOLESCENTE
GUADALUPE,ADULTOJOVEN
GALICIA ALTA,ADULTOMAYOR
TERMINAL DE TRANSPORTES,ADULTO
LAS DELICIAS,ADULTO
CENFER,ADULTO
EL CENTRO,ADULTO
VRDA GUAMALES,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LIBERTADOR,ADULTO
QUINTAS,ADULTO
JARDIN I ETAPA,ADULTO
CENTRO,ADULTO
EL POBLADO II E13,ADULTO
EL POBLADO II E13,ADULTO
TERRON COLORADO E1,ADULTOJOVEN
CIUDAD CORDOBA E15,ADULTO
PRADOS DEL NORTE E2,ADULTO
EL LIDO E19,ADOLESCENTE
PRADOS DEL NORTE E2,ADULTOJOVEN
SAN ANTONIO E3,ADULTOJOVEN
NUEVA TEQUENDAMA E19,ANCIANO
VILLA SAN MARCOS E14,ADULTOJOVEN
EL CEDRO E19,ADULTOMAYOR
LOS ANDES E5,ADULTOJOVEN
SAN NICOLAS E3,ADULTOJOVEN
CORREGIMIENTO EL QUEREMAL,ADULTOJOVEN
DIVINO NINHO,ADULTO
URB. POBLADO CAMFAUNION,ADULTOJOVEN
CGTO LOS CHANCOS,ADULTOMAYOR
NAVARRA,ADULTO
SAN FERNANDO,ADOLESCENTE
LA CANDELARIA C-10,ADULTO
SIMESA C-14,ADULTO
EL RODEO C-15,ADULTOMAYOR
BOSTON C-10,ADULTOJOVEN
FERRINI C-12,ADULTO
ROBLEDO C-7,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
FLORENCIA C-5,ADULTOJOVEN
VILLA NIZA  C-2,ADULTOJOVEN
CARIBE C-5,ADULTO
PERPETUO SOCORRO C-10,ADULTOJOVEN
VILLA CARLOTA C-14,ADULTOJOVEN
VIRGEN DEL CARMEN,ADULTOJOVEN
7 DE ABRIL,ADULTOJOVEN
EL BOSQUE,ADULTO
ALTOS DEL LIMON,ADULTOJOVEN
EL CARMEN,ADULTOJOVEN
BELLAVISTA,ADULTOMAYOR
PUEBLO,ADULTO
7 DE ABRIL,ADULTO
BELLAVISTA,ADULTO
LA BOQUILLA,ADULTOMAYOR
BARRIO OLAYA HERRERA,ADULTOJOVEN
BARRIO CENTRO,ADULTOJOVEN
FATIMA,ADULTO
CENTRO,ADULTOJOVEN
BARRIO SANTA LUCIA,ADULTO
COMUNEROS,ADULTO
BARRIO GALERIAS,ADULTO
MONTECARLO,ADULTOJOVEN
LOS HELECHOS,ADULTOJOVEN
PANDIGUANDO,ADULTOJOVEN
DEAN SECTOR BAJO,ADULTOMAYOR
LAS AMERICAS,ADULTO
EL EMPEDRADO,ADULTOMAYOR
BOLIVAR,ADULTO
BELLA VISTA,ADULTOJOVEN
BELLA VISTA,ADULTOJOVEN
CIUDAD JARDIN,ADULTO
BELLO HORIZONTE,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CENTRO,ADULTOJOVEN
VEREDA,ADULTO
FUNDADORES,ADULTO
LOS ANGELES,ADULTOJOVEN
SIMON BOLIVAR,ADULTOJOVEN
SILENCIO,ADULTO
EL CENTRO,ADULTOJOVEN
MONTEVIDEO E-9,ADULTOJOVEN
URB. PUENTE ARANDA E-16,ADULTOJOVEN
ALSACIA E-8,ADULTOMAYOR
CHICO NORTE I E-2,ADULTO
TUNALITO E-6,ADULTO
VERAGUAS E-14,ADULTOJOVEN
LAS COLUMNAS E-4,ADULTOJOVEN
MARCO FIDEL SUAREZ E-18,ADULTO
BELLAVISTA E-8,ADULTOJOVEN
BELLO HORIZONTE E-4,ADULTOJOVEN
HIPOTECHO OCCIDENTAL E-8,ADULTO
CASTILLA LA NUEVA E-8,ADULTOJOVEN
LAS MARGARITAS E-8,ANCIANO
ALCALA  E-11,ADULTO
SANTA BARBARA CENTRAL E-1,ADULTOMAYOR
POLO CLUB E-12,ADULTO
RESTREPO E-15,ADULTOMAYOR
URB. CEDRO NARVAEZ E-1,ADULTOJOVEN
BUENA VISTA SECTOR A E-19,ADULTO
CASTILLA LA NUEVA E-8,ADULTOJOVEN
OLARTE E-7,ADULTO
SAN FERNANDO E-12,ADULTOMAYOR
CARVAJAL E-8,ADULTOJOVEN
CARVAJAL E-8,OTRA
PIO XII E-8,ADULTOJOVEN
CIUDADELA COLSUBSIDIO E-10,ADULTOJOVEN
LOS CEREZOS E-1,ADULTOJOVEN
SUCRE E-2,ADULTO
CASABLANCA I     E-8,ADULTOJOVEN
EL CARMELO E-8,ADULTOJOVEN
SAN JORGE E-18,ADULTOJOVEN
FATIMA E-6,ADULTOMAYOR
RINCON DE BOYACA E-11,ADULTOJOVEN
LA CONCEPCION,ADULTOJOVEN
JOSE ARNOLDO MARIN,ADULTOMAYOR
PROVIVIENDA,ADULTO
LAS MERCEDES,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LOS LAGOS,ADULTOJOVEN
POPULAR,ADULTOJOVEN
CALAMO,ADULTOJOVEN
URBANIZACION CONCEPCION NO. 1-2-3-4-5,ADULTO
MANANTIAL,ADULTO
BARZAL ALTO,ANCIANO
SIMON BOLIVAR,ADULTOJOVEN
VILLA ENCANTO,ADULTOJOVEN
VILLA JULIA,ADULTO
CAUDAL ORIENTAL,ADULTO
CANTARRANA I,ADULTO
PLAYA RICA,ADULTOJOVEN
EL EMPORIO,ADULTO
VILLA DE LOS RIOS,ADULTOJOVEN
CENTRO,OTRA
VALLE DE ATRIZ,ADULTOMAYOR
BARRIO SIGLO XXI,ADULTOMAYOR
BARRIO CENTRO,ADULTOJOVEN
EL BERLIN,ADULTO
RINCON SANTO,ADULTOJOVEN
EL CACIQUE,ADULTOJOVEN
SECTOR PUENTES DE LA 9A CON 12,ADULTOJOVEN
CENTRO (A) PEREIRA,ADULTOJOVEN
BELALCAZAR COMUNA UNIVERSIDAD,ADULTO
BELALCAZAR COMUNA UNIVERSIDAD,ADULTO
GALAN GOMEZ,ADULTOJOVEN
REGADERO NORTE,ADULTO
GIRARDOT,ADULTOMAYOR
RUITOQUE BAJO,ADULTOJOVEN
CANHAVERAL,ADULTOJOVEN
PRIMERO DE MAYO,ADULTO
JOSE ANTONIO GALAN,ADULTOMAYOR
EL REFUGIO,ADULTOJOVEN
CAMILO TORRES,ADULTO
VILLA B,ADULTO
LA CEIBA,ADULTOJOVEN
FLORESTA,ADULTOJOVEN
PANAMERICANO,ADULTO
CIUDAD 2000 E16,ADULTO
LA BASE E8,ADULTOMAYOR
ALFONSO LOPEZ I E7,ADULTO
LLANO VERDE E15,ADULTOJOVEN
SEC LOS MANGOS E19,ADULTO
SANTA ANITA E17,ADULTOJOVEN
OLIMPICO E10,ADULTO
LOS ANDES E5,ADULTO
NUEVA GRANADA E19,ADULTOJOVEN
CIUDAD CAMPESTRE E22,ADULTOJOVEN
LILI E17,ADULTOJOVEN
MOJICA E15,ADULTO
ALFONSO LOPEZ I E7,ADULTO
NUEVA FLORESTA E12,ADULTOMAYOR
LILI E17,ADULTOMAYOR
CRISTOBAL COLON E10,ADULTOJOVEN
ZONA CENTRO,ADULTOMAYOR
BOLIVARIANA C-11,ADULTOJOVEN
ESTADIO C-11,ADULTOMAYOR
GUAYAQUIL C-10,ADULTOJOVEN
TRINIDAD C-15,ADULTOMAYOR
TRINIDAD C-15,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
LA PALMA C-16,ADULTO
GUAYAQUIL C-10,ADULTO
EL POBLADO C-14,ADULTOJOVEN
VILLA ESTADIO I,ADULTOJOVEN
B. CANTA RANA,ADULTOJOVEN
BARRIO CENTRO,ANCIANO
BARRIO SIMON BOLIVAR,ADULTOMAYOR
VILLA CARMENZA,ADULTOMAYOR
VILLA CARMENZA,ADULTOMAYOR
LA ESTRELLA,ADULTO
SECTOR LA ESTAMPILLA,ADULTOJOVEN
SECTOR LA ESTAMPILLA,ADULTOJOVEN
CENTRO,ADULTO
EL CUNDUY,ADULTOJOVEN
MONTECARLO,ADULTOJOVEN
LA SOMBRILLA,ADULTOJOVEN
VEREDA,ADULTO
LA NEVADA,ADULTOJOVEN
URB. VILLA OLIMPICA,ADOLESCENTE
1º DE MAYO,ADULTOMAYOR
CANDELARIA SUR,ADULTOJOVEN
CASCORVA,ANCIANO
LA PRADERA,ADULTO
CANTACLARO,ADULTO
LA GRANJA,ADULTOJOVEN
LA FELICIDAD E-9,ADULTO
MEISSEN E-19,ADULTOJOVEN
LA FELICIDAD E-9,ADULTOJOVEN
PERDOMO E-19,ADULTO
SAN VICTORINO E-3,ADULTOJOVEN
EL CARMEN E-9,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTO
LOS NARANJOS E-7,ADULTOJOVEN
CIUDAD KENNEDY CENTRAL E-8,ANCIANO
LA PAZ BOSA E-7,ADULTO
CHAPINERO CENTRAL E-2,ADULTOJOVEN
AURES II E-11,ADULTOJOVEN
EL TUNAL II E-6,ADULTOJOVEN
MARLY E-2,ADULTOJOVEN
CIUDAD KENNEDY NORTE   E-8,ADULTOJOVEN
SANTA MARIA DEL LAGO E-10,ADULTOJOVEN
PIAMONTE E-7,ADULTOJOVEN
URB. MANDALAY ETAPA C ZONA 73 E-8,ADULTOJOVEN
MEISSEN E-19,ADULTO
OLAYA E-18,ADULTOJOVEN
LA ALAMEDA E-3,ADULTOJOVEN
BOSQUE IZQUIERDO E-3,ADULTO
SAN CRISTOBAL ALTO E-4,ADULTOJOVEN
SUCRE E-2,ADULTOJOVEN
ONASIS E-8,OTRA
BANDERAS E-8,ADULTO
RAFAEL URIBE E-12,ADULTO
NICOLAS DE FEDERMAN E-13,ADULTOJOVEN
MARLY E-2,ADULTO
GUACAMAYAS I-II E-4,ADULTOJOVEN
USATAMA E-14,ADULTO
LAS MARGARITAS E-8,ADULTOMAYOR
EL CONSUELO E-2,ADULTO
LA CAPUCHINA E-3,ADULTOJOVEN
TUNALITO E-6,ADULTO
MARIA PAZ E-8,ADULTOJOVEN
CIUDAD SALITRE E-9,ADULTO
JOSE ARNOLDO MARIN,ADULTO
LAS AMERICAS,ADULTOMAYOR
JORGE ELIECER GAITAN,ADULTO
CAPITAN JAIRO VERA,ADULTOJOVEN
LAS AMERICAS,ADULTOJOVEN
LEON XIII,ADOLESCENTE
VILLA CATALINA,OTRA
5 DE FEBRERO,ADULTOJOVEN
RODADERO SUR,ADULTOJOVEN
TAGANGA,ADULTOJOVEN
LOS COCOS,ADULTO
VILLA DEL RIO,ADULTO
LAS AMERICAS,ADULTOJOVEN
CENTRO,ADULTO
LA RESERVA,ADULTOJOVEN
PLAYA RICA,ADULTOMAYOR
JORDAN,ADULTO
SAN JOSE,ADULTO
DELIRIO,ADULTOMAYOR
LA ESPERANZA VI ETAPA,ADULTO
NUEVO SOL,ADOLESCENTE
CENTRO,ADULTO
TAMASAGRA I,ADOLESCENTE
CENTRO,ADULTOMAYOR
CENTRO,ADULTOJOVEN
IDEMA,ADULTO
BARRIO SAN MATEO,ADULTOJOVEN
BARRIO CIUDAD JARDIN,ADULTO
URBANIZACION VILLA PRADO,ADULTOMAYOR
BARRIO SAN FRANCISCO,ADULTOJOVEN
CENTRO,ADULTOMAYOR
SAN DIEGO,ADULTO
VDA.LA GRANJA,ANCIANO
NUEVO PENHOL,ADULTOJOVEN
CENTRO (A) PEREIRA,ADULTO
9 DE ABRIL,ADULTO
COVIVA,ADULTO
CAFE MADRID,ADULTOJOVEN
CAFE MADRID,ADULTOJOVEN
ALVAREZ,ADULTOJOVEN
LAS DELICIAS,ADULTOJOVEN
CABECERA DEL LLANO,ANCIANO
CABECERA DEL LLANO,ADULTOMAYOR
LA UNIVERSIDAD,ADULTOJOVEN
SOTOMAYOR,ADULTOJOVEN
GARCIA ROVIRA,ADULTO
ANDALUCIA,ADULTOJOVEN
LAGOS I,ADULTOJOVEN
LAGOS I,ADULTOJOVEN
VRDA. LA FLORIDA,ADULTOJOVEN
CENTRO,ADULTOMAYOR
PALMAR,ADULTOMAYOR
LA CIMA,INFANTE
LOS PINOS,ADULTOJOVEN
LAS VEGAS,ADULTOJOVEN
PUEBLO NUEVO,ANCIANO
BRISAS DE LOS ALAMOS E2,ADULTOJOVEN
SILOE E20,ANCIANO
LA ISLA E4,ANCIANO
POTRERO GRANDE E21,ADULTOJOVEN
BOLIVARIANO E4,ANCIANO
LAS AMERICAS E8,ADULTOMAYOR
SANTA RITA E2,ADULTOJOVEN
PRIMAVERA E11,ADULTOMAYOR
PRIMAVERA E11,ADULTOMAYOR
MARROQUIN III E13,ADULTOJOVEN
LA INDEPENDENCIA E11,ADULTO
NUEVA TEQUENDAMA E19,ADULTO
EL REFUGIO E19,ANCIANO
LA CRUZ (23-1),ADULTO
LA CRUZ (23-1),ADULTO
LA CRUZ (23-1),ADULTO
CAMELLON DEL QUINDIO,ADULTO
VIA BUGA - TULUA,ADULTO
SANTA BARBARA,ADULTOJOVEN
URBANIZACION SAN FRANCISCO,ADULTO
ALTOS DE NIQUIA,ADULTOJOVEN
EL PORTAL,ADULTOMAYOR
MESA,ADULTOJOVEN
LA CEIBA,ANCIANO
PLAYA RICA,ADULTOMAYOR
LOS NARANJOS,ADULTOMAYOR
PLAYA RICA,ADULTOMAYOR
VILLA PAULA,ADULTOJOVEN
CONQUISTADORES C-11,ADULTOJOVEN
FLORENCIA C-5,ADULTO
ROSALES C-16,ADULTOJOVEN
PERPETUO SOCORRO C-10,ADULTOJOVEN
EL RODEO C-15,ADULTO
BELEN C-16,ADULTO
CASTROPOL C-14,ADULTOJOVEN
PATIO BONITO C-14,ADULTOJOVEN
