BARRIO,MOVILVICTIMA
SAN DIEGO E-3,A PIE
RUBI E-11,A PIE
SAN CRISTOBAL NORTE E-1,TRANSPORTE PUBLICO
QUINTA RAMOS I-II E-4,A PIE
URB. VILLA SONIA E-16,A PIE
UNIVERSIDAD NACIONAL E-13,A PIE
JIMENEZ DE QUEZADA E-7,A PIE
CARTAGENITA,A PIE
LAS FERIAS,A PIE
LUIS CARLOS GALAN,MOTOCICLETA
CENTRO,A PIE
LIBERTADORES I ETAPA,A PIE
CENTRO,A PIE
LAS  MERCEDES,A PIE
LAS MARGARITAS,A PIE
SANTA ISABEL,A PIE
LAS GRANJAS,A PIE
JARDIN,A PIE
JUAN XXIII,A PIE
EL PANTANO,A PIE
RODADERO SUR,A PIE
RODADERO TRADICIONAL,A PIE
LA ESPERANZA VII ETAPA,A PIE
VILLA JULIA,VEHICULO
CORALINA,MOTOCICLETA
LA ESPERANZA I ETAPA,MOTOCICLETA
EL EMPORIO,A PIE
EL EMPORIO,A PIE
CENTRO,A PIE
CARLOS LLERAS,A PIE
ARANDA,MOTOCICLETA
AV. CHAMPAGNAT,VEHICULO
QUINTAS DE SAN PEDRO,A PIE
SAN FELIPE,A PIE
SAN MIGUEL,A PIE
BARRIO PARQUE RESIDENCIAL L,A PIE
BARRIO PARQUE RESIDENCIAL L,A PIE
BARRIO QUINTA ORIENTAL,A PIE
BARRIO PRADOS DEL NORTE,A PIE
BARRIO VIDELSO,A PIE
SECTOR COLISEO DEL CAFE,A PIE
CENTRO,A PIE
CENTRO,A PIE
VERSALLES,A PIE
PLAYA RICA,A PIE
SANTA TERESITA,A PIE
SANTA TERESITA,A PIE
SECTOR PARQUE EL LAGO,A PIE
CENTRO (A) PEREIRA,A PIE
CUBA V-8,A PIE
SECTOR AVENIDA CIRCUNVALAR,A PIE
INSCREDIAL,A PIE
LA SALLE,A PIE
MORRORICO,A PIE
GIRARDOT,A PIE
MUTIS,A PIE
CABECERA DEL LLANO,A PIE
GIRARDOT,A PIE
SAN ALONSO,A PIE
PORTON DEL TEJAR,A PIE
SAN ALONSO,MOTOCICLETA
GARCIA ROVIRA,A PIE
NARINHO,A PIE
MUTIS,A PIE
EL PRADO,A PIE
CAMPO HERMOSO,A PIE
EL TEJAR,A PIE
SAN FRANCISCO,A PIE
CENTRO,A PIE
CASCO ANTIGUO DE FLORIDABLANCA,A PIE
MOLINOS BAJOS,A PIE
CENTRO P/TA,A PIE
COSTA AZUL,A PIE
EL CORTIJO,A PIE
EL CORTIJO,A PIE
CENTRO,MOTOCICLETA
SECTOR LA PICOTA,MOTOCICLETA
EL CARMEN (E.SUR),A PIE
CLARET,A PIE
LA POLA,A PIE
INTERLAKEN,MOTOCICLETA
VERSALLES,A PIE
PARCELACIONES PANCE E22,A PIE
EL RETIRO E15,A PIE
VALLADO E15,A PIE
PRADOS DEL NORTE E2,A PIE
LA HACIENDA E17,A PIE
URB. MILITAR E19,A PIE
MUNICIPAL E8,A PIE
UNICENTRO CALI E17,VEHICULO
SUCRE E9,TRANSPORTE PUBLICO
CIUDAD CAPRI E17,A PIE
EL DORADO E10,A PIE
MAYAPAN - LAS VEGAS E17,A PIE
MELENDEZ E18,TRANSPORTE PUBLICO
CIUDAD TALANGA E21,A PIE
MIRAFLORES E19,A PIE
AGUACATAL E1,VEHICULO
AGUACATAL E1,VEHICULO
LOS NARANJOS II E14,A PIE
ANTONIO NARINHO E16,A PIE
MELENDEZ E18,A PIE
EL RECUERDO E11,MOTOCICLETA
BRISAS DE LOS ALAMOS E2,MOTOCICLETA
ALFONSO LOPEZ I E7,A PIE
EL REMANSO E21,A PIE
EL CARMELO,A PIE
SAN ANTONIO,MOTOCICLETA
CANTABRIA E24,A PIE
LA CONCORDIA,A PIE
EL TRAPICHE,A PIE
SANTANA,A PIE
ZONA CENTRO,A PIE
ZONA CENTRO,A PIE
EL GUAYABO,A PIE
SANTA MARIA # 1,A PIE
PARQUE PRINCIPAL,A PIE
ANCON,A PIE
LA PINHUELA  C-4,A PIE
LA PALMA C-16,VEHICULO
MIRAVALLE C-16,A PIE
CUARTA BRIGADA C-11,A PIE
SEVILLA  C-4,A PIE
FLORIDA NUEVA C-11,A PIE
EL POBLADO C-14,A PIE
EL POBLADO C-14,A PIE
MANRIQUE 1  C-4,A PIE
MANILA C-14,A PIE
ABAJO,A PIE
BELLAVISTA,TRANSPORTE PUBLICO
ADELITA DE CHAR,A PIE
SANTA HELENA,A PIE
LOS LAURELES,A PIE
GRANADILLO,A PIE
VILLA ESTRELLA,TRANSPORTE PUBLICO
EL CARMEN,A PIE
PLAZA DE MERCADO,A PIE
PLAZA DE MERCADO,A PIE
VDA.LA ESPERANZA,TRANSPORTE PUBLICO
ZONA ROSA,A PIE
CENTRO,A PIE
CENTRO,TRANSPORTE PUBLICO
PLAZA DE TOROS,A PIE
CAMILO TORRES,TRANSPORTE PUBLICO
SAN IGNACIO,A PIE
SANTA CATALINA II ETAPA,TRANSPORTE PUBLICO
GUAYACANES DEL RIO,A PIE
CADILLAL,A PIE
LA CONQUISTA,A PIE
RETIRO ALTO,A PIE
POPULAR,A PIE
VDA LOS BANCOS,MOTOCICLETA
LA FERIA,A PIE
LA UNIÒN,A PIE
LOS LAURELES,A PIE
LA GRANJA,A PIE
CIUDAD KENNEDY CENTRAL E-8,A PIE
URB. CAOBOS SALAZAR NORTE E-1,A PIE
POLICARPA SALAVARRIETA E-15,A PIE
PATIO BONITO I E-8,A PIE
SANTA LUCIA E-18,TRANSPORTE PUBLICO
SANTA TERESITA E-13,A PIE
SAN JOSE DE BAVARIA E-11,A PIE
PABLO SEXTO E-7,A PIE
BOSA E-7,TRANSPORTE PUBLICO
LAGO GAITAN E-2,A PIE
ANDALUCIA E-7,A PIE
EL RINCON E-11,A PIE
SAN CAYETANO E-11,A PIE
HIPOTECHO OCCIDENTAL E-8,A PIE
SANTA ISABEL OCCIDENTAL E-16,A PIE
PALESTINA E-7,TRANSPORTE PUBLICO
SAN PABLO E-7,A PIE
CARVAJAL E-8,A PIE
GRAN BRITALIA E-8,A PIE
EL TUNAL II E-6,A PIE
EL ROSARIO E-12,A PIE
VILLA CLAUDIA E-8,A PIE
LOS ALPES E-4,A PIE
LAS HUERTAS E-19,A PIE
BOITA E-8,A PIE
BACHUE E-10,A PIE
EL CENTRO,A PIE
EL CENTRO,A PIE
EL CENTRO,A PIE
SAN JUDAS,A PIE
20 DE JULIO,A PIE
ENCENILLO,A PIE
VILLA DEL RIO,A PIE
VILLA DEL RIO,A PIE
DARIO ECHANDIA,A PIE
CAMILO TORRES,A PIE
POPULAR,A PIE
VEREDA CABECERAS,MOTOCICLETA
PANORAMA,A PIE
CORDOBA,A PIE
LA CEIBA,MOTOCICLETA
SAN GREGORIO,A PIE
RODEO,A PIE
VILLA FLOR I,A PIE
EL ROSARIO,A PIE
MAPACHICO,A PIE
AIRE LIBRE,A PIE
VILLA VERGEL,A PIE
GRANADA I,A PIE
SAN ANDRES,A PIE
ONCE DE NOVIEMBRE,A PIE
LA AVENIDA DE TUQUERRES,VEHICULO
BARRIO LATINO,TRANSPORTE PUBLICO
BARRIO PARAMO,A PIE
BARRIO EL RAMAL,A PIE
CIUDAD DORADA,A PIE
SECTOR COLISEO DEL CAFE,A PIE
"LAS BRISAS I,II Y III",A PIE
CENTRO,A PIE
SECTOR AEROPUERTO,A PIE
EL PROGRESO,A PIE
CENTRO (C) PEREIRA,A PIE
VENECIA CENTRO V-3,A PIE
CUBA V-8,A PIE
SECTOR GUAYABITO,A PIE
BARRIO MODELO I,A PIE
COLOMBIA,A PIE
LOS PINOS,A PIE
PARQUE INDUSTRIAL,A PIE
LA UNIVERSIDAD,A PIE
LA RENTA,A PIE
EL CENTRO LBJA,A PIE
CENTRO P/TA,A PIE
CHUPUNDUM,A PIE
SECTOR VARIANTE,A PIE
CHAMBACU,A PIE
LAS BRISAS,A PIE
NUEVO ARMERO,A PIE
CENTRO,A PIE
RESTREPO,A PIE
COMUNEROS,A PIE
CHIPICHAPE E2,A PIE
CAMINO REAL - LOS FUNDADORES E19,A PIE
OLIMPICO E10,A PIE
PETECUY I E6,A PIE
CANHAVERALES - LOS SAMANES E17,A PIE
PARCELACIONES PANCE E22,A PIE
GRANADA E2,A PIE
LA HACIENDA E17,A PIE
LOS CAMBULOS E19,A PIE
NUEVA TEQUENDAMA E19,A PIE
SUCRE E9,A PIE
LOS SAUCES E11,A PIE
LOS SAUCES E11,A PIE
EL RETIRO E15,A PIE
SANTA ROSA E3,A PIE
CALIMA E4,A PIE
MARIANO RAMOS E16,A PIE
SUCRE E9,A PIE
SUCRE E9,A PIE
LLANO VERDE E15,A PIE
LLANO VERDE E15,A PIE
BOSQUE MUNICIPAL E19,A PIE
PORVENIR,A PIE
CORREGIMIENTO PALMASECA,A PIE
URIBE URIBE,A PIE
LA CONCORDIA,A PIE
SANTA INES DE COMFAMILIAR,A PIE
ZONA CENTRO,A PIE
CIUDADELA DEL NORTE,MOTOCICLETA
PEREZ,A PIE
ZONA CENTRO,A PIE
NAVARRA,A PIE
SAN FERNANDO,A PIE
CONQUISTADORES C-11,A PIE
NARANJAL C-11,A PIE
SAN BENITO C-10,A PIE
GUAYAQUIL C-10,A PIE
LA AGUACATALA C-14,A PIE
LAS ACACIAS C-11,VEHICULO
VILLA DEL SOCORRO  C-2,A PIE
MANILA C-14,A PIE
LA CANDELARIA C-10,A PIE
EL DANUBIO C-12,VEHICULO
MANILA C-14,A PIE
LA CANDELARIA C-10,A PIE
LA MAGDALENA,A PIE
LA VICTORIA,VEHICULO
PRADO,A PIE
SAN MARTIN,VEHICULO
CENTRO,A PIE
INVASION 1º DE DICIEMBRE,A PIE
INVASION 1º DE DICIEMBRE,A PIE
CARGUA,A PIE
VDA.SALITRILLOS,A PIE
BARRIO SAN RAFAEL,A PIE
BARRIO SAN RAFAEL,A PIE
BARRIO SANTA LUCIA,A PIE
VDA LA LOMA,A PIE
TERMINAL,A PIE
FUNDADORES,A PIE
PALERMO,A PIE
LAS AVENIDAS,A PIE
SECTOR PAN DE AZUCAR,A PIE
CENTRO,A PIE
LOS LAURELES,A PIE
CIUDADELA 450 ANHOS,VEHICULO
FUNDADORES,MOTOCICLETA
EL RETIRO DE LOS INDIOS,MOTOCICLETA
ALFONSO PAZ,A PIE
ALFONSO PAZ,A PIE
ALFONSO PAZ,A PIE
ALFONSO PAZ,A PIE
URB. LOS RECUERDOS,A PIE
BUENAVISTA,A PIE
LA CASTELLANA E-12,A PIE
SAN ANDRESITO LA 38 E-16,A PIE
SUCRE E-2,A PIE
LA SOLEDAD E-13,TRANSPORTE PUBLICO
RESTREPO E-15,A PIE
ROMA  E-8,VEHICULO
BOSQUE CALDERON E-2,MOTOCICLETA
GRAN BRITALIA E-8,A PIE
CHAPINERO CENTRAL E-2,A PIE
VILLA MAYOR E-15,A PIE
OLARTE E-7,A PIE
LAS MARGARITAS E-8,A PIE
PATIO BONITO I E-8,A PIE
EL JAZMIN II SECTOR E-16,A PIE
FONTIBON CENTRO E-9,TRANSPORTE PUBLICO
PATIO BONITO I E-8,A PIE
BOHIOS DE HUNZA E-9,A PIE
PABLO SEXTO E-13,A PIE
URB. PALENQUE E-8,A PIE
SANTA ISABEL OCCIDENTAL E-16,TRANSPORTE PUBLICO
URB. ELTEJAR E-16,A PIE
MUZU E-16,TRANSPORTE PUBLICO
LA PAZ E-3,A PIE
SAN VICTORINO E-14,A PIE
SANTANDER,A PIE
GUAPUNA,A PIE
LAS PALMAS ETAPA II,A PIE
LAS PALMAS ETAPA II,A PIE
LOS PINOS,A PIE
LOS CAMBULOS,A PIE
VEREDA CUCUANA,VEHICULO
POBLADO,A PIE
LOS LAURELES (TREBOL),A PIE
LOS NARANJOS,A PIE
VILLAS DE SANTA CRUZ,A PIE
VILLA UNION,A PIE
PROGRESO,A PIE
MACARENA,A PIE
BARZAL ALTO,A PIE
BALATA,A PIE
SAN BENITO,VEHICULO
MANANTIAL,A PIE
MANANTIAL,A PIE
LORENZO,A PIE
EL PILAR,A PIE
CENTRO,A PIE
AV. ESTUDIANTES,A PIE
CENTRO,A PIE
CIUDAD DORADA,A PIE
PROFESIONALES,A PIE
MILAN,A PIE
SANTA ISABEL 1,A PIE
LA ALAMEDA,A PIE
PLAZA CIVICA CIUDAD VICTORIA,A PIE
HEROES I,A PIE
CENTRO (A) PEREIRA,A PIE
SAN FERNANDO,A PIE
PUERTA DEL SOL,A PIE
MEJORAS PUBLICAS,A PIE
CENTRO,A PIE
MUTUALIDAD,A PIE
CABECERA DEL LLANO,TRANSPORTE PUBLICO
MARIANELA,A PIE
CERROS DE CANHAVERAL,A PIE
JOSE A. MORALES,A PIE
CAMPO VERDE,A PIE
LA ESMERALDA,A PIE
CALLE DEL COMERCIO,A PIE
EL MAIZAL,A PIE
LAS DELICIAS,A PIE
LAS MERCEDES,A PIE
EL SALADO,A PIE
BELEN,A PIE
BELEN,A PIE
CENTRO,A PIE
EL JARDIN E11,TRANSPORTE PUBLICO
VALLADO E15,A PIE
MARROQUIN I E14,A PIE
MENGA E2,A PIE
EL LIDO E19,A PIE
DESEPAZ INVICALI E21,VEHICULO
METROPOLITANO DEL NORTE E5,A PIE
MELENDEZ E18,A PIE
SANTA MONICA POPULAR E8,A PIE
VILLA DEL PRADO - EL GUABITO E5,VEHICULO
FLORA INDUSTRIAL E4,A PIE
SAN PASCUAL E3,A PIE
LA ESMERALDA E4,A PIE
NUEVA TEQUENDAMA E19,A PIE
CIUDAD CAMPESTRE E22,A PIE
EL LIDO E19,TRANSPORTE PUBLICO
SANTANDER E4,A PIE
LOS CAMBULOS E19,A PIE
EL INGENIO E17,A PIE
VERSALLES E2,TRANSPORTE PUBLICO
EL LIDO E19,A PIE
EL REFUGIO E19,A PIE
PRADO,A PIE
URIBE E25,A PIE
URIBE E25,A PIE
CGTO.LA PAILA,A PIE
GUAMAL,A PIE
ZONA CENTRO,VEHICULO
PLAYA RICA,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
BARRIO COLOMBIA C-14,A PIE
LA CANDELARIA C-10,A PIE
CALAZANS C-12,A PIE
BELEN C-16,A PIE
MANILA C-14,TRANSPORTE PUBLICO
JESUS NAZARENO C-10,A PIE
LA ESPERANZA,A PIE
LAS BODEGAS,A PIE
LAS NIEVES,A PIE
VILLA SAN PABLO,A PIE
EL TABOR,A PIE
VILLA BLANCA,TRANSPORTE PUBLICO
SALAMANCA,A PIE
BARRIO MALDONADO,A PIE
BARRIO MALDONADO,A PIE
BARRIO SANTA INES,A PIE
SAN JOAQUIN,A PIE
SINAI,TRANSPORTE PUBLICO
BARRIO EL CARIBE,A PIE
BARRIO VERSALLES,A PIE
BAJO PRADO,A PIE
BAJO PRADO,A PIE
JUAN XXIII,A PIE
NUEVA COLOMBIA,A PIE
VDA LA BUITRERA,A PIE
LAS AMERICAS,A PIE
MODELO,A PIE
MODELO,A PIE
NUEVA VIDA,MOTOCICLETA
CENTRO,A PIE
LA NEVADA,MOTOCICLETA
NUEVO MILENIO,A PIE
VENUS,BICICLETA
LAS AMERICAS,MOTOCICLETA
FINZENU,A PIE
FINZENU,A PIE
CASERIO LOS PERICOS,A PIE
LA VICTORIA E-4,A PIE
LAGO GAITAN E-2,A PIE
SAMPER E-3,A PIE
ALMIRANTE COLON E-11,A PIE
CHAPINERO CENTRAL E-2,A PIE
LAS DOS AVENIDAS E-8,A PIE
CARVAJAL E-8,A PIE
SALITRE PLAZA E-9,A PIE
LA ESTANCIA E-9,A PIE
LAGOS DE SUBA E-11,A PIE
TOBERIN ORIENTAL E-1,TRANSPORTE PUBLICO
CHAPINERO CENTRAL E-2,A PIE
LAS FLORES E-11,A PIE
SAN CRISTOBAL E-1,A PIE
PORTALES DEL NORTE E-11,A PIE
TIERRA GRATA E-10,A PIE
URB. SANTANDER E-15,A PIE
LOS CEDRITOS E-1,A PIE
LA PRADERA NORTE E-16,TRANSPORTE PUBLICO
BOSA E-7,A PIE
EL DESCANSO E-8,A PIE
VILLA DEL PRADO E-11,A PIE
MARIA PAZ E-8,TRANSPORTE PUBLICO
SANTA TERESITA E-13,A PIE
CHAPINERO CENTRAL E-2,TRANSPORTE PUBLICO
QUINTA CAMACHO E-2,A PIE
SAN LUIS E-13,VEHICULO
LA CASTELLANA E-12,A PIE
LA AZUCENA A E-7,A PIE
EL RESTREPO E-15,A PIE
EL PINAR E-11,A PIE
ALAMOS SUR E-10,A PIE
PERDOMO ALTO E-19,A PIE
TURINGA SUBA E-11,A PIE
ALCAZARES E-12,A PIE
LAGO DE CHAPINERO E-2,A PIE
OLARTE E-7,TRANSPORTE PUBLICO
CENTRO,A PIE
LA ESPERANZA,A PIE
LA ESPERANZA,A PIE
LIBERTADOR,A PIE
DIVINO NINHO,A PIE
QUINTAS DE SAN LUIS,A PIE
PANDO,A PIE
PESCAITO,A PIE
VEREDA GUADUALITO,A PIE
LA ESPERANZA IV ETAPA,A PIE
7 DE AGOSTO,A PIE
CENTRO,A PIE
LAS LUNAS,A PIE
CORAZON DE JESUS,A PIE
FATIMA,A PIE
MIRAFLORES I,A PIE
PARQUE INFANTIL,A PIE
SAN VICENTE,A PIE
NUEVA ARANDA,A PIE
ESMERALDA,A PIE
BARRIO CENTRO,A PIE
VILLA DEL CARMEN,A PIE
SECTOR CENTRO COMERCIAL UNICENTRO,A PIE
EL BERLIN,A PIE
NUEVA CECILIA,A PIE
NUEVA CECILIA,A PIE
ZONA CENTRO,A PIE
ZONA CENTRO,A PIE
EL CENTRO,VEHICULO
EL CENTRO,VEHICULO
EL CENTRO,VEHICULO
EL CENTRO,VEHICULO
EL CENTRO,VEHICULO
RESTREPO,A PIE
CIRCUNVALAR,VEHICULO
LAS PALMAS RIO OTUN,A PIE
CENTRO (A) PEREIRA,A PIE
SECTOR EL MUELLE,A PIE
MODELO,TRANSPORTE PUBLICO
CENTRO,A PIE
URB. COLSEGUROS NORTE,A PIE
URB. COLSEGUROS NORTE,A PIE
MUTIS,A PIE
LA CONCORDIA,A PIE
ALFONSO LOPEZ,A PIE
LA CONCORDIA,A PIE
BRISAS DEL RIO,A PIE
RINCON DE LA PAZ,A PIE
OSPINA PEREZ,A PIE
20 DE JULIO,A PIE
CENTRO,A PIE
SAN SIMON PARTE BAJA,A PIE
EL CRISTAL,A PIE
GUAYAQUIL E9,MOTOCICLETA
ALFONSO B. ARAGON E14,A PIE
ANTONIO NARINHO E16,A PIE
LA MERCED E3,A PIE
CENTENARIO E2,A PIE
CIUDADELA FLORALIA E6,A PIE
DEPARTAMENTAL E10,A PIE
EL RETIRO E15,MOTOCICLETA
LOS LAGOS E13,A PIE
LILI E17,A PIE
AGUACATAL E1,MOTOCICLETA
LLERAS RESTREPO E13,VEHICULO
SANTA ANITA E17,A PIE
EL GRAN LIMONAR E17,A PIE
GUAYAQUIL E9,A PIE
PASO DEL COMERCIO E6,A PIE
SAN LUIS E6,A PIE
CENTENARIO E2,A PIE
JOSE M. MARROQUIN II E14,A PIE
LOS LIBERTADORES E3,A PIE
EL LIMONAR E17,A PIE
SAN PEDRO E3,A PIE
VIA CARTAGO - ALCALA,BICICLETA
CENTRO,A PIE
BELALCAZAR E25,A PIE
CARLOS PIZARRO E25,A PIE
EL CAIRO,A PIE
VILLAGRANDE,A PIE
SANTA MARIA # 2,VEHICULO
LA AMERICA C-12,A PIE
LA CANDELARIA C-10,A PIE
SAN BERNARDO C-16,A PIE
ESTADIO C-11,A PIE
BARRIO COLOMBIA C-14,A PIE
CASTILLA C-5,A PIE
MANILA C-14,A PIE
SUCRE C-8,A PIE
GUAYAQUIL C-10,A PIE
PRADO C-10,A PIE
ARANJUEZ  C-4,A PIE
LA CANDELARIA C-10,A PIE
SAN JOAQUIN C-11,A PIE
ALTAVISTA C-16,A PIE
LORENA C-11,A PIE
CALLE NUEVA C-10,A PIE
CRISTO REY C-15,A PIE
LA CANDELARIA C-10,A PIE
PROGRESO C-5,A PIE
GALICIA,A PIE
CIUDADELA 20 DE JULIO,A PIE
CEVILLAR,A PIE
LA PAZ,A PIE
MEQUEJO,MOTOCICLETA
VILLA LINDA MURILLO,A PIE
EL MIRADOR DEL BOSQUE,A PIE
BARRIO CENTRO,A PIE
RESIDENCIAL SIRATA,A PIE
BARRIO LA ESPERANZA,A PIE
FATIMA,A PIE
ESTAMBUL,A PIE
CENTRO,A PIE
NOGALES,A PIE
AVENIDA EL CIPRES,A PIE
LA LIBERTAD,A PIE
LA PAMBA,A PIE
URB. LA CEIBA,VEHICULO
SAN VICENTE,MOTOCICLETA
VALLES DE IBARRA E-11,A PIE
MARIA PAZ E-8,A PIE
SANTA CATALINA E-8,A PIE
SANTA CATALINA E-8,A PIE
CASTILLA LA NUEVA E-8,A PIE
LA CASTELLANA E-12,BICICLETA
LA CASTELLANA E-12,A PIE
TAIRONA  E-8,A PIE
VALLADOLID      E-8,A PIE
LISBOA E-1,A PIE
PASADENA ROYAL E-11,A PIE
URB. ELTEJAR E-16,A PIE
URB. ELTEJAR E-16,TRANSPORTE PUBLICO
SAN CRISTOBAL E-4,A PIE
GRANADA SUR E-4,A PIE
EL RESTREPO E-15,A PIE
JOSE JOAQUIN VARGAS E-12,A PIE
SAN ISIDRO E-4,A PIE
CHAPINERO CENTRAL E-2,A PIE
EL AMPARO E-8,TRANSPORTE PUBLICO
MANDALAY I ETAPA E-8,A PIE
SAN VICTORINO E-3,A PIE
BOYACA REAL E-10,A PIE
BACHUE E-10,A PIE
LA PERSEVERANCIA E-3,A PIE
LAS MARGARITAS E-1,TRANSPORTE PUBLICO
CHAPINERO CENTRAL E-2,A PIE
MODELO E-12,A PIE
RESTREPO E-15,A PIE
LA SOLEDAD E-13,TRANSPORTE PUBLICO
URB. PINOS DE LOMBARDIA E-11,A PIE
COUNTRY SUR E-18,A PIE
COUNTRY SUR E-18,A PIE
OLAYA E-18,A PIE
COLINA LINDA E-11,A PIE
TEUSAQUILLO E-13,A PIE
JUAN PABLO II E-19,A PIE
LOS NARANJOS EL RETAZO E-7,A PIE
SUCRE E-2,TRANSPORTE PUBLICO
SAN ANTONIO E-1,A PIE
CIUDAD JARDIN SUR E-15,A PIE
BANDERAS E-8,A PIE
SAN VICENTE FERRER E-6,A PIE
SAN VICTORINO E-3,A PIE
GALERIAS E-13,A PIE
LAS TUNAS,A PIE
LAS TUNAS,A PIE
CENTRO,A PIE
DIEGO DE OSPINA,A PIE
EFRAIN ROJAS TRUJILLO,A PIE
LA LIBERTAD,A PIE
CENTRO,A PIE
LA TOMA,A PIE
LA LUCHA 19 DE ABRIL,A PIE
CIUDADELA 29 DE JULIO,A PIE
VILLA JULIA,A PIE
CANAIMA,VEHICULO
MARACOS,A PIE
MARACOS,A PIE
ESMERALDA,A PIE
EL ROSARIO,A PIE
AQUINE I,A PIE
LUIS CARLOS GALAN,A PIE
JULIAN BUCHELI,A PIE
PANDIACO,A PIE
BOMBONA,TRANSPORTE PUBLICO
PARANA,A PIE
PUENTE DEL MORRO,MOTOCICLETA
BARRIO CARORA,A PIE
BARRIO MONTEBELLO,A PIE
SECTOR CENTRO COMERCIAL MOCAWA,A PIE
PARQUE DE RECREACION,MOTOCICLETA
CENTRO,A PIE
LOS SAUCES,A PIE
LA VILLA,A PIE
CENTRO (A) PEREIRA,A PIE
COLOMBIA,A PIE
PALMIRA,A PIE
CENTRO,A PIE
CENTRO,A PIE
LA CEIBA,A PIE
GARCIA ROVIRA,A PIE
LA CONCORDIA,A PIE
VDA. LOS CAUCHOS,A PIE
EL PESEBRE,A PIE
CENTRO,A PIE
CENTRO,A PIE
CHACARITA,A PIE
EL CORTIJO,A PIE
URB LA TOSCANA,A PIE
CENTRO,A PIE
EL TRIUNFO,A PIE
CIUDADELA FLORALIA E6,TRANSPORTE PUBLICO
JORGE ELIECER GAITAN E6,A PIE
VALLADO E15,MOTOCICLETA
MELENDEZ E18,A PIE
FLORA INDUSTRIAL E4,VEHICULO
SILOE E20,A PIE
SUCRE E9,A PIE
URB. TEQUENDAMA E19,A PIE
EL JORDAN E18,A PIE
SUCRE E9,VEHICULO
LAS CEIBAS E7,A PIE
LOS COMUNEROS II E13,TRANSPORTE PUBLICO
BENJAMIN HERRERA E8,A PIE
PARCELACIONES PANCE E22,A PIE
NUEVA FLORESTA E12,A PIE
ALAMEDA,A PIE
ROSALPI,MOTOCICLETA
SALENTO,A PIE
LA PRADERA,A PIE
SAN PIO,A PIE
EL ROSARIO,A PIE
SAN JOSE,A PIE
SANTA MARIA DE LOS ANGELES C-14,A PIE
ESTACION VILLA C-10,TRANSPORTE PUBLICO
CALAZANS C-12,A PIE
LA CANDELARIA C-10,TRANSPORTE PUBLICO
SAN JAVIER 1 C-13,VEHICULO
LA CANDELARIA C-10,A PIE
LA LOMA DE LOS BERNAL C-16,A PIE
LA PALMA C-16,MOTOCICLETA
PEDREGAL C-6,A PIE
TENCHE C-15,A PIE
SAN BENITO C-10,A PIE
DOCE DE OCTUBRE 2 C-6,A PIE
LOS ANGELES C-10,MOTOCICLETA
BELEN C-16,A PIE
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
VILLA FLORA C-7,A PIE
LOS LAGOS,A PIE
ALTO DE LAS FLORES,A PIE
EL PORVENIR,MOTOCICLETA
MONTECRISTO,A PIE
EL HIPODROMO,MOTOCICLETA
EL PARQUE,VEHICULO
EL TUCAN,A PIE
TERRANOVA I,A PIE
SECTOR LAS ACACIAS,A PIE
BARRIO EL BOSQUE,A PIE
LOS ALPES,A PIE
EL LAGUITO,BICICLETA
SAN ANTONIO,A PIE
PALERMO,A PIE
SAN JOAQUIN,A PIE
EL TIMY,A PIE
LA ESMERALDA,A PIE
URB. FUCHA,A PIE
LOS CAMPOS,A PIE
MANUELA BELTRAN,A PIE
ESPERANZA,A PIE
LAS MERCEDES,A PIE
VEREDA LAS MARCELITAS,A PIE
EL CANHITO,MOTOCICLETA
BUENAVISTA,A PIE
EL CENTRO,A PIE
JUAN XX I I I,A PIE
LA JULIA,A PIE
SAN JOSE,VEHICULO
MONTEVERDE,A PIE
EL CENTRO,A PIE
EDMUNDO LÒPEZ,A PIE
EDMUNDO LÒPEZ,A PIE
LAGO GAITAN E-2,TRANSPORTE PUBLICO
QUINTA CAMACHO E-2,A PIE
HACIENDA LOS MOLINOS E-18,A PIE
SANTA LIBRADA E-5,A PIE
CHAPINERO CENTRAL E-2,A PIE
FONTIBON CENTRO E-9,TRANSPORTE PUBLICO
ALOHA SUR E-8,A PIE
CHICO NORTE II SECTOR E-1,VEHICULO
LA ESTANCIA E-9,A PIE
SAN JORGE E-18,A PIE
SAN JORGE E-18,A PIE
URB. INDUSTRIAL PENSILVANIA E-16,A PIE
PINO ALTO E-11,A PIE
PATIO BONITO I E-8,A PIE
CHAPINERO CENTRAL E-2,A PIE
CIUDAD JARDIN SUR E-15,A PIE
MARIA PAZ E-8,A PIE
URB. PEPE VALL SERRA E-11,TRANSPORTE PUBLICO
LAS ORQUIDEAS E-1,A PIE
LAS AGUAS E-3,A PIE
LOS ANDES E-12,A PIE
LAS CRUCES E-3,TRANSPORTE PUBLICO
TUNALITO E-6,A PIE
ABRAHAM LINCON E-8,A PIE
LAGO GAITAN E-2,A PIE
LISBOA E-1,A PIE
POLO CLUB E-12,A PIE
URB. PONTEVEDRA I SECTOR E-11,VEHICULO
URB. LA PUERTA DEL SOL E-11,A PIE
MARTIRES E-14,TRANSPORTE PUBLICO
ANTIGUO COUNTRY E-2,A PIE
SAN MATEO,A PIE
CENTRO,A PIE
ENTRERIOS,A PIE
CARIBE,A PIE
LOS ARRAYANES,MOTOCICLETA
ESTADIO DE FUTBOL,VEHICULO
GRANJAS COMUNITARIAS,A PIE
CENTRO,A PIE
