BARRIO,MARCA
VDA. VERACRUZ,NOKIA
EL BOSQUE,SAMSUNG
RETIRO ALTO,ALCATEL
CENTRO,ASUS
OBRERO,MOTOROLA
MARIA CAMILA,HUAWEI
SAN MARTIN,SAMSUNG
EL CARMEN,SAMSUNG
BALNEARIO HURTADO,SAMSUNG
ALHAMBRA SECTOR NORTE E-11,APPLE
GRAN BRITALIA E-8,-
FRANCISCO JOSE DE CALDASS   E-8,MOTOROLA
NUEVA ALSACIA E-11,APPLE
MARANDU E-10,LG
TOBERIN ORIENTAL E-1,-
NORMANDIA E-10,-
JULIO FLOREZ E-11,-
GALERIAS E-13,-
IBERIA E-11,-
CIUDAD KENNEDY CENTRAL E-8,-
SAN PABLO E-9,SAMSUNG
VERBENAL E-1,SAMSUNG
LAS FERIAS E-10,-
EL CODITO E-1,-
TAYRONA E-8,ZTE
SAN FRANCISCO E-19,-
ARMENIA E-13,ALCATEL
LAS MERCEDES E-4,SAMSUNG
VILLAS DE GRANADA E-10,HUAWEI
SAN PABLO E-7,AVVIO
URB. PUENTE ARANDA E-16,HUAWEI
PIAMONTE E-7,SAMSUNG
EL ESTADIO,APPLE
CENTRO,HUAWEI
SANTO (COLOMBO-ARABE),ALCATEL
7 DE AGOSTO,SAMSUNG
LIBERTADORES II ETAPA,SAMSUNG
LIBERTADORES II ETAPA,HUAWEI
PAEZ,BLU
PAEZ,OTRA
CANDIDO LEGUIZAMO,SAMSUNG
EL JARDIN,SAMSUNG
ZONA MERCADO,APPLE
CENTRO,MOTOROLA
LA ESPERANZA,ZTE
VILLA BOLIVAR,SAMSUNG
VILLA JULIA,LG
LA ESPERANZA VI ETAPA,HUAWEI
OLIMPICO,ALCATEL
ANTONIO V/CIO,SAMSUNG
VEREDA GUAN PANGATA,SAMSUNG
POTRERILLO,MOTOROLA
CORAZON DE JESUS,SAMSUNG
BARRIO LATINO,SAMSUNG
BARRIO TOLEDO PLATA,AVVIO
BARRIO TOLEDO PLATA,HUAWEI
SECTOR LA FOGATA,SAMSUNG
SECTOR LA FOGATA,SAMSUNG
SECTOR LA FOGATA,SONY
ZONA CENTRO,AVVIO
ZONA CENTRO,APPLE
EL MIRADOR,OTRA
MATADERO,SAMSUNG
MATADERO,HUAWEI
LA ROMELIA,SONY
CANHARTE,HUAWEI
SECTOR PLAZA DE BOLIVAR,SAMSUNG
JAIME PARDO LEAL,HUAWEI
FLOWER HILL,SAMSUNG
BOSTON,MOTOROLA
20 DE ENERO,SAMSUNG
URB. PASEO LA FERIA,-
CIUDADELA REAL DE MINAS,SAMSUNG
CIUDADELA REAL DE MINAS,HUAWEI
TRANSICION I,SAMSUNG
ARANZOQUE,LENOVO
RIO PRADO,SAMSUNG
SAN CARLOS,-
VRDA  LA GOMEZ,SAMSUNG
CHIQUINQUIRA,LG
EL CENTRO,-
CONDOMINIO EL IMPERIO,-
VER.PARADERO,OTRA
LA FLORIDA,SAMSUNG
CORDOBA,SAMSUNG
VILLA CAFE,SAMSUNG
CENTRO,HUAWEI
VILLA MARINA,OTRA
ARADO PARTE ALTA,-
VILLA MARIA,HUAWEI
INTERLAKEN,SAMSUNG
TORRES DE CONFANDI E5,HUAWEI
BRETANHA E9,LENOVO
EL POBLADO II E13,SAMSUNG
VALLADO E15,SAMSUNG
PARCELACIONES PANCE E22,SAMSUNG
MANUELA BELTRAN E14,SAMSUNG
SIMON BOLIVAR E8,SAMSUNG
EL INGENIO E17,MOTOROLA
U.R. SANTIAGO DE CALI E19,HUAWEI
LAS AMERICAS E8,SAMSUNG
SAN FERNANDO NUEVO E19,SAMSUNG
ALTO DEL CASTILLO,ALCATEL
SAN VICENTE,NOKIA
SAN VICENTE,-
LA CONCORDIA,SAMSUNG
CIUDADELA DEL NORTE,SAMSUNG
GRAN AVENIDA,HUAWEI
LOS NARANJOS,SAMSUNG
ZONA INDUSTRIAL #1,MOTOROLA
EL POBLADO C-14,MOTOROLA
LA CANDELARIA C-10,SAMSUNG
LA CANDELARIA C-10,MOTOROLA
GUAYAQUIL C-10,SAMSUNG
ESTADIO C-11,-
EL CUCARACHO C-7,HUAWEI
CALAZANS C-12,SAMSUNG
CARLOS E. RESTREPO C-11,APPLE
LA CANDELARIA C-10,OTRA
EL POBLADO C-14,HUAWEI
CARRIZAL,SAMSUNG
EL RECREO,HUAWEI
20 DE JULIO,SAMSUNG
LAS ESTRELLAS,HUAWEI
SAN VICENTE,SAMSUNG
CORDIALIDAD,SAMSUNG
SECTOR LAS DELICIAS,HUAWEI
LOS ALISOS,SAMSUNG
VDA. SANTA HELENA,ALCATEL
SANTA ANA,SAMSUNG
CENTRO,SAMSUNG
ABBAS TURBAY,SAMSUNG
LA PRIMAVERA,MOTOROLA
CAMANI,HUAWEI
PRADERA DOS,ALCATEL
VILLA DEL NORTE,HUAWEI
VDA MANDIVA,ALCATEL
MARIA EUGENIA ALTO,ALCATEL
EL PORVENIR,OTRA
URB.DON ALBERTO,SAMSUNG
DIVINO NINHO,LENOVO
NUEVO MILENIO,SAMSUNG
CHAMBACU,ALCATEL
ALAMEDAS DEL SINU,APPLE
LOS LAURELES,APPLE
CGTO LOS CARRETOS,HUAWEI
CASABLANCA I     E-8,HUAWEI
GALERIAS E-13,HUAWEI
HIPOTECHO OCCIDENTAL E-8,-
ABRAHAM LINCON E-6,HUAWEI
EL CODITO E-1,-
LOS LACHES E-3,-
VOTO NACIONAL E-14,-
QUINTA PAREDES E-13,-
SURBANA E-7,SAMSUNG
PARDO RUBIO E-2,-
BOSA CARBONELL I E-7,HUAWEI
CIUDAD KENNEDY CENTRAL E-8,-
SAN VICTORINO E-3,-
HIPOTECHO OCCIDENTAL E-8,-
LAS AMERICAS E-13,-
EL PINAR E-11,LG
MANDALAY I ETAPA E-8,-
MODELIA E-9,APPLE
PATIO BONITO I E-8,-
CHICO NAVARRA E-1,SAMSUNG
EL TUNAL II E-6,-
CENTRO ADMINISTRATIVO E-17,LG
NUEVA DELLY E-4,ALCATEL
URB. ZONA INDUSTRIAL E-16,SAMSUNG
7 DE AGOSTO E-12,MOTOROLA
LAURELES LA ESTACION E-7,HUAWEI
ONASIS E-8,-
BOSA E-7,-
BELLAVISTA E-8,SAMSUNG
LA PORCIUNCULA E-2,SAMSUNG
LA PORCIUNCULA E-2,SAMSUNG
GRAN BRITALIA E-8,-
SAN FELIPE E-12,MOTOROLA
SUCRE E-2,-
PARQUE NACIONAL E-3,SAMSUNG
NICOLAS DE FEDERMAN E-13,SAMSUNG
LA AUTOPISTA E-16,LG
TINTALITO E-8,-
RICAURTE E-14,MOTOROLA
ARMENIA E-13,APPLE
BACHUE E-10,HUAWEI
VILLA LUZ E-10,-
LA SOLEDAD E-13,-
TEQUENDAMA   E-8,-
CONTADOR E-1,SAMSUNG
URB. ELTEJAR E-16,ALCATEL
LA FLORESTA E-11,-
PARDO RUBIO E-2,-
SERAFINA E-4,MOTOROLA
GALERIAS E-13,SAMSUNG
LA PRADERA NORTE E-16,SAMSUNG
DIVINO ROSTRO E-19,AVVIO
JUAN PABLO I,MOTOROLA
SAN MATEO,OTRA
VER.CENTRO,AVVIO
COQUIVACOA,SAMSUNG
URB. MANANTIAL,MOTOROLA
SAN JUDAS,HUAWEI
CENTRO,OTRA
VEREDA MONSERRATE,-
LA ORQUIDEA,ASUS
LOS DUJOS,SAMSUNG
TENERIA,SAMSUNG
PUENES,SAMSUNG
SAN FELIPE,OTRA
SAN FELIPE,HUAWEI
CUATRO DE JUNIO,SAMSUNG
AV. LAS AMERICAS,SAMSUNG
PARQUE BOLIVAR,-
ARNULFO GUERRERO,NOKIA
VILLA FLOR I,HUAWEI
CENTRO,HUAWEI
VENECIA,SAMSUNG
VIA QUE CONDUCE A TUMACO,LENOVO
BARRIO NUEVO HORIZONTE,HUAWEI
BARRIO CAMILO TORRES,MOTOROLA
VILLA LILIANA,MOTOROLA
LA PAZ CENTRO,LG
ESTACION VILLEGAS,SAMSUNG
SECTOR BATALLON SAN MATEO,HUAWEI
CENTRO (A) PEREIRA,APPLE
B. PINARES,SAMSUNG
SECTOR HANSA,APPLE
BARRIO ALMENDRO,SAMSUNG
LAS MALVINAS,SAMSUNG
CARDALES,HUAWEI
CIUDADELA REAL DE MINAS,MOTOROLA
ALARCON,APPLE
DIVINO NINHO (COLORADOS),SAMSUNG
CENTRO,-
ANTONIA SANTOS,SAMSUNG
ANTONIA SANTOS,ALCATEL
GARCIA ROVIRA,OTRA
SAN FRANCISCO,SAMSUNG
BELLAVISTA ALTA,LENOVO
PUERTO MADERO,SAMSUNG
CGTO SAN ANTONIO,BLU
VARIANTE,AZUMI
PRIMERO DE MAYO,SAMSUNG
SIMON BOLIVAR,HUAWEI
VILLA CAFE,HUAWEI
SANTA ANA,HUAWEI
RICAURTE PARTE ALTA,SAMSUNG
MANUELA BELTRAN E14,SAMSUNG
EL INGENIO E17,SAMSUNG
VALLE GRANDE E21,SAMSUNG
NUEVA TEQUENDAMA E19,SAMSUNG
SAN PEDRO E3,MOTOROLA
CALIMA E4,HUAWEI
MARROQUIN I E14,MOTOROLA
MANUELA BELTRAN E14,MOTOROLA
VILLA DEL SUR E11,SAMSUNG
CALIMA E4,HUAWEI
VALLE GRANDE E21,SAMSUNG
PANAMERICANO E10,SONY
ANTONIO NARINHO E16,HUAWEI
EL JARDIN E11,SAMSUNG
EL JARDIN E11,HUAWEI
CALYPSO E13,SAMSUNG
VILLA DEL PRADO - EL GUABITO E5,MOTOROLA
REPUBLICA ISRAEL E16,SAMSUNG
CGTO MONTEBELLO E1,SAMSUNG
CALYPSO E13,SAMSUNG
U.R. SANTIAGO DE CALI E19,APPLE
VIA CALI CANDELARIA (23-S-6-1),LANIX
LA ALDEA (23-S-2-2),SAMSUNG
CALLEJON SAN JORGE (23-S-2-1),SAMSUNG
URB. BOSQUES DEL EDEN,SAMSUNG
EL BERLIN,SAMSUNG
COSTA RICA,SAMSUNG
LA MISERICORDIA,MOTOROLA
LAS VEGAS,MOTOROLA
CENTRO,SAMSUNG
LA CANDELARIA C-10,HUAWEI
PATIO BONITO C-14,HUAWEI
LA CANDELARIA C-10,ALCATEL
MANILA C-14,LG
CASTILLA C-5,SAMSUNG
LA CANDELARIA C-10,AVVIO
LA PILARICA C-7,MOTOROLA
SAN DIEGO C-10,SAMSUNG
ESTACION VILLA C-10,ASUS
CARIBE C-5,SAMSUNG
VILLANUEVA C-10,SAMSUNG
SAN DIEGO C-10,APPLE
CENTRO,-
LA ALBORAYA,HUAWEI
CHIQUINQUIRA,SAMSUNG
LA MANGA,SAMSUNG
BARRANQUILLITA,HUAWEI
MANZANARES,HUAWEI
EL ROSARIO,-
LOS ALPES,HUAWEI
NUEVA COLOMBIA,OTRA
BELLA VISTA,MOTOROLA
CENTRO,APPLE
CENTRO,LENOVO
EL OASIS,ALCATEL
LA NEVADA,SAMSUNG
12 DE OCTUBRE,HUAWEI
DANGON,SAMSUNG
VILLA JAIDITH,MOTOROLA
BUENOS AIRES,SAMSUNG
FURATENA,SAMSUNG
LA GLORIA,SAMSUNG
LA SAMARIA,LANIX
LA GRANJA,-
VILLA REAL,MOTOROLA
CIUDAD SALITRE E-9,MOTOROLA
CIUDAD JARDIN SUR E-15,SAMSUNG
EL PORVENIR E-10,MOTOROLA
RICAURTE E-14,MOTOROLA
VILLA MAYOR E-18,MOTOROLA
MARLY E-2,-
VILLA JAVIER E-4,-
PUENTE GRANDE E-9,-
SAN JACINTO E-4,-
URB. ORTEZAL E-16,-
OLAYA E-18,-
SAN LUIS 20 DE JULIO E-4,LG
BACHUE E-10,APPLE
RAFAEL NUNEZ E-13,MOTOROLA
CENTRO CIAL PLAZA AMERICAS E-8,-
URB. VERSALLES E-12,HUAWEI
SAGRADO CORAZON E-3,LENOVO
LOS HAYUELOS E-9,SAMSUNG
PALERMO E-13,MOTOROLA
VEINTE DE JULIO E-4,-
GRAN AMERICA E-13,MOTOROLA
CHICO NORTE I E-2,-
EL RECUERDO E-13,HUAWEI
LA AURORA I SECTOR E-5,-
EL TUNAL II E-6,-
BARRIOS UNIDOS E-12,-
EL PROGRESO E-14,MOTOROLA
RICAURTE E-14,APPLE
SAN JOSE OBRERO E-10,SAMSUNG
CLARET E-18,SAMSUNG
POLO CLUB E-12,HUAWEI
SANTA BARBARA E-1,-
BRAVO PAEZ E-18,-
LOS HAYUELOS E-9,MOTOROLA
OLAYA E-18,MOTOROLA
LA PONDEROSA E-16,SAMSUNG
CHAPINERO ALTO E-2,APPLE
LA ESTRADA E-10,APPLE
SAN FERNANDO,AVVIO
GOMEZ DAZA,HUAWEI
CENTRO,NOKIA
CENTRO,OTRA
LA LOMA,SAMSUNG
LAS  MERCEDES,MOTOROLA
LOS MARTIRES,APPLE
LOS MARTIRES,AZUMI
LOS CAMBULOS,SAMSUNG
CENTRO       (C-1),NOKIA
RODADERO SUR,APPLE
CENTRO,SAMSUNG
VILLA JULIA,SAMSUNG
BARZAL ALTO,HUAWEI
CENTRO,BLU
AIRE LIBRE,SAMSUNG
SANTIAGO,SONY
AV. CHAMPAGNAT,SAMSUNG
MARILUZ,SONY
VILLAFLOR II,SAMSUNG
SENDOYA,MOTOROLA
AVENIDA LA PLAYA,SAMSUNG
AVENIDA LA PLAYA,APPLE
BARRIO DONHA NIDIA,LANIX
BARRIO PORTACHUELO,HUAWEI
BARRIO CALLEJON,MOTOROLA
EL CENTRO,LANIX
SECTOR ESTACION FERROCARRIL,HUAWEI
ZONA CENTRO,SAMSUNG
FUNDADORES,HUAWEI
EL JAPON,SAMSUNG
CAMPESTRE D,HUAWEI
EL JAPON,HUAWEI
LOS LIBERTADORES,HUAWEI
EL PIZAMO,SAMSUNG
COVIVA,SONY
TRES UNIDOS,SAMSUNG
PROVENZA,SAMSUNG
NUEVO SOTOMAYOR,SAMSUNG
NUEVO SOTOMAYOR,HUAWEI
BOLIVAR,SAMSUNG
ALARCON,HUAWEI
CENTRO,SAMSUNG
ALTOS DE ARENALES,SAMSUNG
CALLE EL CAMPO,SAMSUNG
1O. DE MAYO,SAMSUNG
CENTRO,SAMSUNG
EL CARMEN,SAMSUNG
SANTA HELENA,SAMSUNG
EL PEDREGAL (URB.),-
RICAURTE PARTE ALTA,MOTOROLA
JORDAN VII ETAPA,-
CALYPSO E13,SAMSUNG
PARCELACIONES PANCE E22,APPLE
SAN LUIS E6,MOTOROLA
DIAMANTE E13,SAMSUNG
SANTA ROSA E3,SAMSUNG
CIUDAD CORDOBA E15,SAMSUNG
ALFONSO LOPEZ I E7,HUAWEI
MOJICA E15,HUAWEI
CHIMINANGOS I E5,SAMSUNG
EUCARISTICO E19,APPLE
EL POBLADO II E13,SAMSUNG
EL POBLADO II E13,HUAWEI
POPULAR E4,HUAWEI
ANTONIO NARINHO E16,SAMSUNG
CANHAVERAL - BELLA SUIZA E19,SAMSUNG
CANHAVERAL - BELLA SUIZA E19,SAMSUNG
EUCARISTICO E19,SAMSUNG
JUAN DE AMPUDIA E24,SAMSUNG
SANTA BARBARA,ALCATEL
LAS AMERICAS,SAMSUNG
EL CENTRO,HUAWEI
URIBE E25,HUAWEI
ARROYOHONDO ZONA INDUSTRIAL (25-2),LG
CENTRO (LETICIA),HUAWEI
EL MIRADOR,SAMSUNG
JARDINES,APPLE
PRIMAVERA,HUAWEI
MANILA C-14,APPLE
CENTRO ADMINISTRATIVO C-10,SAMSUNG
CONQUISTADORES C-11,HUAWEI
LA FLORIDA C-14,ALCATEL
SAN JAVIER 1 C-13,MOTOROLA
LOS COLORES C-11,LG
JESUS NAZARENO C-10,MOTOROLA
SAN BENITO C-10,HUAWEI
SAN DIEGO C-10,APPLE
PATIO BONITO C-14,APPLE
CAMPO AMOR C-15,SONY
ESTACION VILLA C-10,HUAWEI
PATIO BONITO C-14,SAMSUNG
CERRO NUTIBARA C-16,HUAWEI
LOS ALPES C-16,HUAWEI
SAN DIEGO C-10,LG
GUAYAQUIL C-10,MOTOROLA
EL VELODROMO C-11,MOTOROLA
MANUEL RESTREPO,SONY
VILLA SAN JUAN,SAMSUNG
LA ALBORAYA,-
VILLA CAROLINA,APPLE
LA CONCEPCION,SAMSUNG
LAS PALMAS,-
MONTES,-
BUENOS AIRES,APPLE
SILENCIO,SONY
CHIQUINQUIRA,SAMSUNG
LAS FLOREZ,ALCATEL
LA CONSOLATA,SAMSUNG
VDA. SUCRE ORIENTAL,SAMSUNG
BARRIO CENTRO,LANIX
CENTRO,MOTOROLA
CENTRO,LG
BARRIO MALDONADO,HUAWEI
SENDEROS DE LA VILLA,SAMSUNG
CENTRO,HUAWEI
EL CENTRO,SAMSUNG
HOBO,SAMSUNG
CENTRO,HUAWEI
VILLA DEL NORTE,HUAWEI
EL ROSARIO,MOTOROLA
COR. LA LOMA,SAMSUNG
EL CARMEN,AVVIO
AMERICAS,SAMSUNG
EL PARAISO,HUAWEI
COLINA REAL,BLU
NARINHO,ALCATEL
VENECIA E-6,-
RINCON DE BRITALIA E-11,SAMSUNG
DINDALITO E-8,ALCATEL
GALAN E-16,SAMSUNG
CENTRO ADMINISTRATIVO E-17,LG
QUINTA CAMACHO E-2,-
EL POA E-11,-
SUCRE E-2,-
TOBERIN ORIENTAL E-1,-
VILLA DEL PRADO E-11,-
LAS FLORES E-11,-
INGLES E-18,SAMSUNG
7 DE AGOSTO E-12,MOTOROLA
SAN CARLOS PREDIO SAN JOSE E-6,HUAWEI
CENTRO E-3,-
BILBAO E-11,HUAWEI
CHICO NAVARRA E-1,NOKIA
CENTRO E-3,APPLE
ATENAS E-4,-
VOTO NACIONAL E-14,MOTOROLA
PARQUE NACIONAL E-3,-
CENTRO NORTE USAQUEN E-1,MOTOROLA
FATIMA E-6,MOTOROLA
CASTILLA LA NUEVA E-8,-
LAS MARGARITAS E-8,SAMSUNG
SALAZAR GOMEZ E-16,SAMSUNG
LA GRANJA E-10,-
EL MIRADOR SUR I Y II E-18,-
SAN VICTORINO E-3,-
EL AMPARO E-8,HUAWEI
MARLY E-2,-
UNICENTRO E-1,-
VERACRUZ E-3,-
PALERMO E-13,LENOVO
URB. MADELENA I Y II SECTOR E-19,SAMSUNG
CHAPINERO ALTO E-2,-
MUZU E-6,SAMSUNG
EL LIBERTADOR E-18,-
BOITA E-8,MOTOROLA
SALITRE E-11,-
PATIO BONITO I E-8,ASUS
EL TUNAL II E-6,SAMSUNG
SAN LUIS E-13,SAMSUNG
SAN ISIDRO II SECTOR E-4,MOTOROLA
EL TINTAL E-8,SAMSUNG
GRAN BRITALIA E-8,HUAWEI
PRADO VERANIEGO E-11,-
ALVARO BERNAL SEGURA E-19,LG
BALMORAL,ASUS
GOMEZ DAZA,SAMSUNG
GUAPUNA,APPLE
15 DE MAYO,HUAWEI
CENTRO,SAMSUNG
VILLA GALAN,MOTOROLA
LA RIOJA,MOTOROLA
AEROPUERTO,SONY
SUCRE,AVVIO
LOMA FRESCA  (C-1),SAMSUNG
MAMATOCO,SAMSUNG
CENTRO,HUAWEI
BULEVAR DEL RIO,MOTOROLA
SANTA CRUZ,LG
TAGANGA,APPLE
CENTRO,SAMSUNG
ANTONIO PINILLA,SAMSUNG
20 DE JULIO,SAMSUNG
VILLA DEL MAR,BLU
EL BUQUE,SAMSUNG
LAS CUADRAS,HUAWEI
EL ROSARIO,SAMSUNG
AV. LAS AMERICAS,HUAWEI
LA CASTELLANA,MOTOROLA
VEREDA CHANARRO ALTO,SONY
BARRIO MARABEL,SAMSUNG
LA UNION,LANIX
VERANERAS,SAMSUNG
GUADUALES DE LA VILLA,SAMSUNG
SECTOR PARQUE VALENCIA,LG
MARAYA,ALCATEL
LIBERTADORES,ALCATEL
LA INDEPENDENCIA,ZTE
SECTOR PARQUE LA LIBERTAD,NOKIA
LA PAZ CENTRO,SAMSUNG
PLAZA CIVICA CIUDAD VICTORIA,MOTOROLA
COLOMBIA,OTRA
CAMPO GALAN,HUAWEI
LAS GRANJAS,ALCATEL
ALTOS DEL CAMPESTRE,SAMSUNG
MANUELA BELTRAN I,HUAWEI
ANTONIA SANTOS,SAMSUNG
TEJAR NORTE (SECTOR II ),SAMSUNG
LOS ANGELES,-
CHAPINERO,SAMSUNG
MANUELA BELTRAN I,HUAWEI
CABECERA DEL LLANO,SAMSUNG
TERMINAL DE TRANSPORTES,SAMSUNG
MORRORICO,HUAWEI
MORRORICO,HUAWEI
BELLAVISTA,HUAWEI
VDA. HELECHALES,SAMSUNG
LA ESMERALDA,MOTOROLA
LAS MERCEDES,MOTOROLA
CERRITO COLORADO,APPLE
CENTRO,-
EL SALADO,ASUS
VILLA DEL SOL,HUAWEI
CALARCA,APPLE
EL PUERTO,APPLE
CHAPINERO E8,MOTOROLA
JULIO RINCON E12,SAMSUNG
ALTO NAPOLES E18,SAMSUNG
UNID. BUENO MADRID E4,ALCATEL
LAS DELICIAS E4,SAMSUNG
EL CALVARIO E3,SAMSUNG
POPULAR E4,SAMSUNG
JOSE M. MARROQUIN II E14,SONY
VALLADO E15,HUAWEI
VALLADO E15,HUAWEI
EL LIMONAR E17,SAMSUNG
SAN FERNANDO VIEJO E19,MOTOROLA
SANTA FE E8,SAMSUNG
ANTONIO NARINHO E16,ALCATEL
LOS ALCAZARES E6,SAMSUNG
MENGA E2,HUAWEI
FLORA INDUSTRIAL E4,SAMSUNG
MENGA E2,LG
VALLADO E15,ZTE
URB. COLSEGUROS E19,SAMSUNG
OLIMPICO E10,APPLE
LA FLORESTA E8,SAMSUNG
MARIANO RAMOS E16,SAMSUNG
CANHAVERALEJO - SEGUROS P. E19,MOTOROLA
NUEVO FARFAN,HUAWEI
VILLAS DEL HATO,SAMSUNG
BARRIO CAYCEDO C-9,SAMSUNG
CAMPO AMOR C-15,HUAWEI
LOS NARANJOS C-14,SAMSUNG
LOS COLORES C-11,ZTE
BARRIO CAYCEDO C-9,HUAWEI
LA CANDELARIA C-10,SAMSUNG
GUAYABAL C-15,LANIX
BELEN C-16,MOTOROLA
CARIBE C-5,SAMSUNG
GIRARDOT C-5,MOTOROLA
LAURELES C-11,NOKIA
BOSTON C-10,MOTOROLA
LA AMERICA C-12,HUAWEI
CALAZANS C-12,APPLE
BARRIO COLOMBIA C-14,APPLE
ESTACION VILLA C-10,SAMSUNG
NUEVA VILLA DE ABURRA C-16,MOTOROLA
LOS COLORES C-11,MOTOROLA
CUATRO ESQUINAS,MOTOROLA
REBOLO,-
LA CAMPINHA,SAMSUNG
CARRIZAL,SAMSUNG
BOSTON,HUAWEI
ANITA ( E - 3 ),OTRA
PRIMERO CHIQUINQUIRA,ALCATEL
SECTOR HIGUERAS,OTRA
LIBERTADOR,SAMSUNG
LOS ALISOS,SAMSUNG
LOS ALISOS,MOTOROLA
BARRIO 15 DE MAYO,MOTOROLA
CENTRO,SAMSUNG
BENGALA,APPLE
FUNDADORES,SAMSUNG
CERVANTES,LENOVO
PALOGRANDE,OTRA
LA ESTRELLA,NOKIA
PANDIGUANDO,SAMSUNG
LA SOMBRILLA,HUAWEI
INV.BRISAS DE LA POPA,SAMSUNG
CANHAGUATE,MOTOROLA
CENTRO,-
LOS ALAMOS,ALCATEL
SAN JUDAS,SAMSUNG
PORTAL DE ALMERIA,HUAWEI
SANTO DOMINGO,MOTOROLA
LIJACA E-1,HUAWEI
SAN PABLO E-7,MOTOROLA
CHICO I E-2,APPLE
LA LIBERTAD E-7,-
FINCA SAN LUIS E-1,-
SAUCEDAL E-8,MOTOROLA
ALCALA  E-11,APPLE
EDUARDO SANTOS E-14,-
ANTIGUO COUNTRY E-2,SONY
TUNALITO E-6,NOKIA
EL AMPARO E-8,-
RIO NEGRO NORTE E-12,-
VENECIA E-6,SONY
EL PINAR E-11,-
CHAPINERO CENTRAL E-2,-
SAN BLAS E-4,MOTOROLA
EL TUNAL II E-6,OTRA
LA VICTORIA E-4,HUAWEI
SAN CRISTOBAL E-1,-
SANTA ISABEL E-14,-
AYACUCHO E-4,-
LUCERO BAJO E-19,AVVIO
VILLA DE LA LOMA E-8,SAMSUNG
PABLO VI E-13,HUAWEI
LOMBARDIA II E-11,HUAWEI
TUNJUELITO E-6,-
TEUSAQUILLO E-13,HUAWEI
GALAN E-16,SAMSUNG
METROPOLIS OCCIDENTAL E-10,SAMSUNG
URB. MIRANDELA E-11,ALCATEL
URB. ZONA INDUSTRIAL E-16,HUAWEI
BARRANCAS E-1,-
CHAPINERO CENTRAL E-2,SAMSUNG
PALERMO E-13,HUAWEI
CORABASTOS E-8,LG
EL CARMEN E-9,SAMSUNG
BERLIN E-11,HUAWEI
PERDOMO E-19,SAMSUNG
NAVARRA E-1,APPLE
BRASILIA I SECTOR E-7,MOTOROLA
NIZA SUBA E-11,-
VEINTE DE JULIO E-4,SAMSUNG
VERACRUZ E-3,-
ALBALONGA E-11,SAMSUNG
AURES I-II E-11,MOTOROLA
COLOMBIA E-12,HUAWEI
CIUDAD JARDIN E-11,-
CIUDADELA COLSUBSIDIO E-10,SONY
SAN PEDRO E-11,-
VILLA AMALIA E-10,LG
ONASIS E-8,HUAWEI
CHAPINERO ALTO E-2,-
RAMAJAL E-4,-
BILBAO E-11,LENOVO
CHAPINERO CENTRAL E-2,HUAWEI
PALERMO E-13,ALCATEL
CENTRO,SAMSUNG
PARAISO,SAMSUNG
BUENOS AIRES,SAMSUNG
MONTEBELLO,HUAWEI
BARRIO MODELO,HUAWEI
DIEGO DE OSPINA,SAMSUNG
SANTA INES,SAMSUNG
VEREDA EL CARMEN,AZUMI
VEREDA LAS MERCEDES,SAMSUNG
CENTRO HISTORICO,LG
SAN JOSE,HUAWEI
LA PAZ,HUAWEI
CENTRO,APPLE
LA ESPERANZA,HUAWEI
PORFIA,LENOVO
CAMBULOS,ASUS
VILLA SUAREZ,SAMSUNG
CENTRO,OTRA
ACAPULCO,-
CENTRO,HUAWEI
CENTRO,HUAWEI
AV. LAS AMERICAS,HUAWEI
SANTA BARBARA,LG
MARIDIAZ,SAMSUNG
RINCON DE LA AURORA,ASUS
LAS CUADRAS,HUAWEI
CENTRO,HUAWEI
PALERMO,MOTOROLA
BOMBONA,SAMSUNG
FATIMA,HUAWEI
BARRIO CUCUTA 75,SAMSUNG
BARRIO SAN LUIS,SAMSUNG
LA MARIANA,ALCATEL
SECTOR PARQUE LA LIBERTAD,SAMSUNG
INTERNACIONAL,SAMSUNG
CENTRO,SAMSUNG
ANTONIA SANTOS,MOTOROLA
PUERTA DEL SOL,SAMSUNG
CABECERA DEL LLANO,SAMSUNG
BUENOS AIRES,HUAWEI
CANHAVERAL,SAMSUNG
EL DORADO,ZTE
BUCARICA,SAMSUNG
CONVIVIR,LENOVO
HACIENDA LA MESETA,HUAWEI
LAS DELICIAS,MOTOROLA
BARILOCHE,MOTOROLA
SANTA CECILIA,HUAWEI
HIPODROMO,SAMSUNG
CENTRO,MOTOROLA
URB. MILITAR E19,SAMSUNG
VILLACOLOMBIA E8,SAMSUNG
LOS SAUCES E11,SONY
LAS AMERICAS E8,LENOVO
JOSE M. MARROQUIN II E14,SAMSUNG
EL JARDIN E11,SAMSUNG
CIUDAD CAPRI E17,SAMSUNG
U.R. SANTIAGO DE CALI E19,APPLE
SAN ANTONIO E3,APPLE
SIETE DE AGOSTO E7,MOTOROLA
LA MERCED E3,SAMSUNG
JOSE M. MARROQUIN II E14,HUAWEI
EL TREBOL E8,SAMSUNG
SAN PEDRO E3,MOTOROLA
ALFONSO LOPEZ III E7,NOKIA
CHAMPAGNAT E19,ALCATEL
PARCELACIONES PANCE E22,SAMSUNG
PARCELACIONES PANCE E22,SAMSUNG
PASO DEL COMERCIO E6,SAMSUNG
ALFONSO LOPEZ I E7,SAMSUNG
EL RODEO E12,SAMSUNG
EL REFUGIO E19,SAMSUNG
SAN PASCUAL E3,HUAWEI
VIA CGTO SANTA ELENA,OTRA
