MUNICIPIO,MOVILVICTIMA
TUNJA (CT),A PIE
CHINCHINA,A PIE
LA DORADA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),TRANSPORTE PUBLICO
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),MOTOCICLETA
TAURAMENA,A PIE
TAURAMENA,A PIE
VILLANUEVA,A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
EL TAMBO,A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,A PIE
TIMBIO,A PIE
PUEBLO BELLO,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
QUIBDO (CT),A PIE
MONTELIBANO,A PIE
MONTERIA (CT),A PIE
PLANETA RICA,A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
MAICAO,A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
GIRARDOT,A PIE
MAICAO,VEHICULO
RIOHACHA (CT),VEHICULO
NEIVA (CT),A PIE
NEIVA (CT),A PIE
PITALITO,MOTOCICLETA
PITALITO,A PIE
PITALITO,A PIE
ARACATACA,A PIE
EL BANCO,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),VEHICULO
SANTA MARTA (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
MOCOA (CT),MOTOCICLETA
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),MOTOCICLETA
ARMENIA (CT),MOTOCICLETA
ARMENIA (CT),A PIE
DOSQUEBRADAS,MOTOCICLETA
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
BARBOSA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),TRANSPORTE PUBLICO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,TRANSPORTE PUBLICO
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PUERTO WILCHES,A PIE
ESPINAL,MOTOCICLETA
ESPINAL,MOTOCICLETA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),VEHICULO
BUENAVENTURA,A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
EL CERRITO,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
PALMIRA,A PIE
TULUA,A PIE
YUMBO,A PIE
PUERTO CARRENHO (CT),A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
COPACABANA,A PIE
GUARNE,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
RIONEGRO,A PIE
SABANETA,A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),VEHICULO
BARRANQUILLA (CT),A PIE
SOLEDAD,A PIE
SOLEDAD,TRANSPORTE PUBLICO
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
EL CARMEN DE BOLIVAR,A PIE
EL CARMEN DE BOLIVAR,A PIE
TUNJA (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
PUERTO TEJADA,A PIE
CHIRIGUANA,A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
QUIBDO (CT),A PIE
QUIBDO (CT),MOTOCICLETA
CERETE,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
FACATATIVA,A PIE
GIRARDOT,A PIE
MOSQUERA,A PIE
TOCANCIPA,A PIE
RIOHACHA (CT),TRANSPORTE PUBLICO
RIOHACHA (CT),VEHICULO
RIOHACHA (CT),A PIE
VILLANUEVA,A PIE
NEIVA (CT),A PIE
NEIVA (CT),MOTOCICLETA
TIMANA,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTILLA,VEHICULO
LA ESPERANZA,VEHICULO
LOS PATIOS,MOTOCICLETA
LOS PATIOS,A PIE
OCANHA,A PIE
OCANHA,MOTOCICLETA
VILLA DEL ROSARIO,A PIE
MOCOA (CT),VEHICULO
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),TRANSPORTE PUBLICO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
COROZAL,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
LERIDA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),BICICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),BICICLETA
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
PALMIRA,A PIE
PALMIRA,A PIE
SEVILLA,TRANSPORTE PUBLICO
YUMBO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,TRANSPORTE PUBLICO
GIRARDOTA,A PIE
GUARNE,VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
ARAUCA (CT),MOTOCICLETA
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),MOTOCICLETA
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
MALAMBO,A PIE
DUITAMA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),MOTOCICLETA
FLORENCIA (CT),MOTOCICLETA
FLORENCIA (CT),A PIE
YOPAL (CT),MOTOCICLETA
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),MOTOCICLETA
SANTANDER DE QUILICHAO,A PIE
BOSCONIA,A PIE
VALLEDUPAR (CT),MOTOCICLETA
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),A PIE
VALLEDUPAR (CT),TRANSPORTE PUBLICO
CERETE,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),TRANSPORTE PUBLICO
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOACHA,A PIE
AIPE,MOTOCICLETA
NEIVA (CT),A PIE
NEIVA (CT),VEHICULO
NEIVA (CT),VEHICULO
NEIVA (CT),A PIE
PITALITO,A PIE
PITALITO,A PIE
FUNDACION,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),MOTOCICLETA
CALARCA,A PIE
CIRCASIA,A PIE
FILANDIA,A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),VEHICULO
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SANTA ROSA DE CABAL,A PIE
SAN ANDRES (CT),A PIE
BARICHARA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,A PIE
GIRON,A PIE
SOCORRO,A PIE
MORROA,VEHICULO
SINCELEJO (CT),A PIE
CHAPARRAL,A PIE
ESPINAL,A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
MARIQUITA,MOTOCICLETA
MELGAR,MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
PALMIRA,A PIE
PALMIRA,A PIE
TULUA,A PIE
ABEJORRAL,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
PUERTO TRIUNFO,VEHICULO
YONDO,A PIE
ARAUCA (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
GALAPA,A PIE
MALAMBO,A PIE
PALMAR DE VARELA,A PIE
SOLEDAD,A PIE
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),VEHICULO
AQUITANIA,A PIE
CHINCHINA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),TRANSPORTE PUBLICO
POPAYAN (CT),A PIE
PUERTO TEJADA,A PIE
SANTANDER DE QUILICHAO,A PIE
SANTANDER DE QUILICHAO,A PIE
BOSCONIA,A PIE
GAMARRA,A PIE
PUEBLO BELLO,A PIE
VALLEDUPAR (CT),A PIE
LORICA,A PIE
MONTELIBANO,A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOACHA,A PIE
RIOHACHA (CT),A PIE
URIBIA,A PIE
NEIVA (CT),MOTOCICLETA
NEIVA (CT),A PIE
NEIVA (CT),VEHICULO
NEIVA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),MOTOCICLETA
PITALITO,A PIE
PITALITO,A PIE
CIENAGA,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),MOTOCICLETA
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
LEJANIAS,A PIE
PUERTO LLERAS,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
BARBACOAS,A PIE
IPIALES,A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),TRANSPORTE PUBLICO
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),VEHICULO
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
SANTIAGO,A PIE
VILLA DEL ROSARIO,A PIE
ARMENIA (CT),TRANSPORTE PUBLICO
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
CIRCASIA,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SAN ANDRES (CT),A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
GIRON,A PIE
GIRON,A PIE
GIRON,A PIE
COROZAL,A PIE
SINCELEJO (CT),A PIE
SINCELEJO (CT),MOTOCICLETA
ESPINAL,A PIE
ESPINAL,A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),MOTOCICLETA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
LERIDA,MOTOCICLETA
LERIDA,A PIE
MELGAR,A PIE
ANDALUCIA,A PIE
ANDALUCIA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),MOTOCICLETA
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
GUACARI,MOTOCICLETA
JAMUNDI,A PIE
PALMIRA,VEHICULO
ROLDANILLO,A PIE
ROLDANILLO,A PIE
ROLDANILLO,A PIE
YUMBO,A PIE
YUMBO,A PIE
BELLO,MOTOCICLETA
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,MOTOCICLETA
GUARNE,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
ITAGUI,VEHICULO
ITAGUI,A PIE
