HORA,BARRIO
MANHANA,CENTRO
MADRUGADA,VDA PURNIO
TARDE,SECTOR EL CABLE
TARDE,SECTOR EL CABLE
TARDE,CENTRO
TARDE,SECTOR BELLAS ARTES
NOCHE,CENTRO
MADRUGADA,SECTOR EL CABLE
TARDE,CENTRO
ALMUERZO,CENTRO
NOCHE,SECTOR EL CABLE
NOCHE,SECTOR EL CABLE
TARDE,EL RAICERO
NOCHE,VILLAMONICA
NOCHE,EL CENTRO
NOCHE,VILLA MARIA
NOCHE,LUIS MARIA JIMENEZ
NOCHE,HOBO
MADRUGADA,LOS ALMENDROS
MADRUGADA,LOS ALMENDROS
ALMUERZO,URBANIZACION PERPETUO SOCORRO
MADRUGADA,VEREDA
MOVILIZACIONVESPERTINA,GALAN
NOCHE,URB. LA RIVIERA
TARDE,CHUCHURUBI
NOCHE,SIMON BOLIVAR
MOVILIZACIONVESPERTINA,LA ESTRADA E-10
ALMUERZO,LOS CEDRITOS E-1
MOVILIZACIONVESPERTINA,LA CAPUCHINA E-3
MOVILIZACIONVESPERTINA,RESTREPO E-15
MANHANA,LA GIRALDA E-9
MANHANA,LAGO GAITAN E-2
MANHANA,LAS DELICIAS   E-8
MANHANA,NIZA XII E-11
MANHANA,SANTA MATILDE I SECTOR E-16
MOVILIZACIONVESPERTINA,SAMPER E-3
TARDE,BOSQUE CALDERON E-2
TARDE,POLO CLUB E-12
TARDE,SANTA ISABEL E-14
MANHANA,PATIO BONITO I E-8
NOCHE,SAN ANTONIO E-15
MANHANA,CHICO I E-2
NOCHE,EL CENTENARIO E-18
NOCHE,TINTAL    E-8
TARDE,VILLA DEL RINCON E-11
MOVILIZACIONVESPERTINA,CENTRO ANTONIO NARINHO E-13
MOVILIZACIONVESPERTINA,VENECIA E-6
NOCHE,QUIROGA IHS ETAPA E-18
ALMUERZO,CHAPINERO CENTRAL E-2
TARDE,URB. MANUELA BELTRAN E-19
MADRUGADA,URB. LA PUERTA DEL SOL E-11
MADRUGADA,CHICO I E-2
MANHANA,MARIA PAZ E-8
TARDE,CHICO NAVARRA E-1
NOCHE,URB. CLARET EL CARMEN E-6
TARDE,MARIA PAZ E-8
MADRUGADA,LAS MARGARITAS E-8
MOVILIZACIONVESPERTINA,QUIROGA VII ETAPA E-18
NOCHE,GALAN
ALMUERZO,CENTRO
MADRUGADA,BARRIO LA ESPERANZA
TARDE,URBANIZACION EL TESORO
TARDE,URBANIZACION EL TESORO
MOVILIZACIONVESPERTINA,SAN FRANCISCO DE ASIS
MOVILIZACIONVESPERTINA,SAN FRANCISCO DE ASIS
MANHANA,RAFAEL AZUERO MANCHOLA
MANHANA,SUCRE
NOCHE,LOS PINOS
TARDE,TEYUNA
TARDE,DON DIEGO
NOCHE,CENTRO
TARDE,RODADERO TRADICIONAL
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,VEREDA BARCELONA
NOCHE,COMUNEROS
NOCHE,LA ESPERANZA VII ETAPA
MOVILIZACIONVESPERTINA,CAUDAL ORIENTAL
TARDE,PORVENIR
TARDE,CAMINO REAL
NOCHE,GUATIQUIA
MADRUGADA,MONTECARLO
ALMUERZO,20 DE JULIO
MOVILIZACIONVESPERTINA,YERBABUENA
MANHANA,AVENIDA PANAMERICANA
TARDE,CENTRO
TARDE,CRUZ VERDE
MADRUGADA,CRUZ VERDE
NOCHE,OBRERO
ALMUERZO,AVENIDA PANAMERICANA
MADRUGADA,LORENZO
MADRUGADA,MARILUZ
MADRUGADA,MIRAFLORES I
NOCHE,LA AURORA
MADRUGADA,CHAPAL
MOVILIZACIONVESPERTINA,BARRIO QUINTA VELEZ
ALMUERZO,BARRIO SANTO DOMINGO
MOVILIZACIONVESPERTINA,BARRIO LATINO
MOVILIZACIONVESPERTINA,BARIO LA RIVIERA
MOVILIZACIONVESPERTINA,BARRIO PATIO CENTRO
MADRUGADA,BARRIO SAN AGUSTIN
TARDE,BARRIO SAN AGUSTIN
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,MONTEVIDEO
TARDE,ZONA CENTRO
MOVILIZACIONVESPERTINA,PINARES DE SAN MARTIN
TARDE,JARDIN I
NOCHE,OLAYA HERRERA
MADRUGADA,PRIMERO DE FEBRERO 1
NOCHE,SECTOR VIADUCTO
MADRUGADA,SECTOR PLAZA DE BOLIVAR
ALMUERZO,LA ISLA (V/SANTANA)
MADRUGADA,B. SAN VICENTE DE PAUL
MADRUGADA,B. SAN VICENTE DE PAUL
TARDE,SANTA ANA
MOVILIZACIONVESPERTINA,GALAN GOMEZ
MANHANA,VILLARELIS III
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
MANHANA,CENTRO
MANHANA,TRANSICION IV
TARDE,ANTIGUO CAMPESTRE
MOVILIZACIONVESPERTINA,DANGOND
ALMUERZO,LA CONCORDIA
TARDE,LAGOS I
MANHANA,LAGOS I
NOCHE,ANILLO VIAL
MOVILIZACIONVESPERTINA,VILLA MERLANO
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,URB. LAS COLINAS
MOVILIZACIONVESPERTINA,URB. LAS COLINAS
ALMUERZO,FLORENCIA
MANHANA,LA MANO DE DIOS
TARDE,URB. LOS TEJARES
MANHANA,CARMENZA ROCHA
MANHANA,CARMENZA ROCHA
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,EL CARMEN
NOCHE,LAS PALMERAS (URB.)
NOCHE,LAURELES
NOCHE,PRADOS DEL NORTE
MOVILIZACIONVESPERTINA,JORDAN III ETAPA
MANHANA,LA MIEL
NOCHE,CENTRO
MANHANA,EL CENTRO
MOVILIZACIONVESPERTINA,EL POBLADO II E13
ALMUERZO,JOSE M. MARROQUIN II E14
ALMUERZO,JOSE M. MARROQUIN II E14
TARDE,LAS DELICIAS E4
MOVILIZACIONVESPERTINA,LOS GUADUALES E6
ALMUERZO,CALIMIO DESEPAZ E21
ALMUERZO,CIUDAD CAPRI E17
NOCHE,CIUDAD CAPRI E17
MADRUGADA,COMPARTIR E21
MOVILIZACIONVESPERTINA,VENEZ - URB. CANHAVER E20
MOVILIZACIONVESPERTINA,BASE AEREA E7
MOVILIZACIONVESPERTINA,MARIANO RAMOS E16
TARDE,EL CEDRO E19
NOCHE,PUERTO MALLARINO E7
MANHANA,PRADOS DEL NORTE E2
MANHANA,COLSEGUROS ANDES E10
MOVILIZACIONVESPERTINA,VIA CALI CANDELARIA (23-S-6-1)
MANHANA,EL CARMELO
MANHANA,BOLIVAR E25
MOVILIZACIONVESPERTINA,JOSE MARIA HERNANDEZ
MADRUGADA,SAN GERMAN
MANHANA,ZONA INDUSTRIAL #1
MADRUGADA,CAROLINA
MOVILIZACIONVESPERTINA,LAS PLAYAS C-16
NOCHE,GUAYAQUIL C-10
ALMUERZO,JESUS NAZARENO C-10
TARDE,CASTILLA C-5
ALMUERZO,CASTILLA C-5
ALMUERZO,SANTA FE C-15
NOCHE,ESTADIO C-11
MANHANA,LA MOTA C-16
MANHANA,PRADO C-10
NOCHE,MANILA C-14
NOCHE,UINIVERSIDAD DE ANTIOQUIA  C-4
MADRUGADA,FLORENCIA C-5
MADRUGADA,LAS PALMAS C-10
MADRUGADA,LAS INDEPENDENCIAS C-13
NOCHE,EL POBLADO C-14
MOVILIZACIONVESPERTINA,ESTACION VILLA C-10
MOVILIZACIONVESPERTINA,BARRIO COLOMBIA C-14
MADRUGADA,EL CHAGUALO C-10
MOVILIZACIONVESPERTINA,LA FLORESTA C-12
MADRUGADA,KENNEDY C-6
MADRUGADA,ESTACION VILLA C-10
MANHANA,SANTA ANA
NOCHE,LA PRADERA
ALMUERZO,GRANADILLO
ALMUERZO,SANTO DOMINGO DE GUZMAN
MANHANA,VILLA SANTOS
MANHANA,EL SANTUARIO
MANHANA,VILLA SANTOS
NOCHE,EL RIO
NOCHE,GETSEMANI
MANHANA,EL PROGRESO
MANHANA,EL PROGRESO
MANHANA,EL PROGRESO
ALMUERZO,PLAZA PRINCIPAL LOS LIBERTADORES
MADRUGADA,BARRIO CENTRO
MANHANA,BARRIO EL TOPO
TARDE,CENTRO
TARDE,CENTRO
ALMUERZO,GUAYACANES
MOVILIZACIONVESPERTINA,BARRIO CHIPRE
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,SECTOR COLEGIO INEM
TARDE,FUNDADORES
NOCHE,CENTRO
MADRUGADA,NUEVA GRANADA
NOCHE,CENTRO
NOCHE,SECTOR PARQUE SAN SEBASTIAN
TARDE,ALTOS DE MOLINO
MOVILIZACIONVESPERTINA,EL VISO
MADRUGADA,CENTRO
NOCHE,CENTRO
NOCHE,PONTEVEDRA
MADRUGADA,CIUDADELA 450 ANHOS
MANHANA,LAS MARGARITAS
ALMUERZO,MINUTO DE DIOS
MADRUGADA,ALTO KENNEDY
MANHANA,LA FLORESTA
MOVILIZACIONVESPERTINA,LA FLORIDA E-10
MOVILIZACIONVESPERTINA,BACHUE E-10
MOVILIZACIONVESPERTINA,LAS AGUAS E-17
MOVILIZACIONVESPERTINA,ROSALES E-2
MANHANA,SAN VICTORINO E-14
NOCHE,LAS NIEVES E-3
MANHANA,RINCON VILLA MAYOR E-6
TARDE,MARLY E-2
TARDE,RINCON DE LOS ANGELES  E-8
NOCHE,EL TINTAL E-9
NOCHE,MONTEVIDEO E-9
NOCHE,OLAYA E-18
NOCHE,URB. CATALINA E-8
TARDE,GUSTAVO RESTREPO E-18
MOVILIZACIONVESPERTINA,AURES II E-11
MANHANA,BOSQUE POPULAR E-10
MANHANA,CIUDAD KENNEDY OCC E-8
ALMUERZO,LOS PERIODISTAS E-8
MADRUGADA,LA INDEPENDENCIA E-7
NOCHE,SAN CRISTOBAL E-4
MADRUGADA,OLARTE E-7
MOVILIZACIONVESPERTINA,LA SOLEDAD E-13
MOVILIZACIONVESPERTINA,EL NEVADO E-5
MOVILIZACIONVESPERTINA,GALERIAS E-13
MADRUGADA,LA PERLA E-5
MADRUGADA,RICAURTE E-14
TARDE,SIDAUTO E-10
MOVILIZACIONVESPERTINA,CARVAJAL E-8
TARDE,URB. LA CHUCUA E-8
MOVILIZACIONVESPERTINA,SANTANDER
TARDE,EL PROGRESO
NOCHE,EL RETIRO
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,SUR ORIENTALES
MOVILIZACIONVESPERTINA,ACACIAS ETAPA II
MANHANA,VILLA CAROLINA
NOCHE,RODADERO SUR
TARDE,13 DE JUNIO
MADRUGADA,TENERIA
ALMUERZO,SAN FRANCISCO
NOCHE,LAS VEGAS
NOCHE,BULEVAR LA 19
MANHANA,CENTRO HISTORICO
NOCHE,EL MANACACIAS
MANHANA,VILLA JULIA
MANHANA,VEREDA VANGUARDIA
ALMUERZO,VILLA JULIA
NOCHE,OLIMPICO
MADRUGADA,7 DE AGOSTO
NOCHE,SAN BENITO
TARDE,EL BUQUE
ALMUERZO,ARIGUANI
MADRUGADA,VILLA MARIA
MOVILIZACIONVESPERTINA,AVENIDA PANAMERICANA
NOCHE,BALCONES DE LA FRONTERA
NOCHE,CHAMBU
MANHANA,LOS CHILCOS
TARDE,AVENIDA PANAMERICANA
MOVILIZACIONVESPERTINA,LA RIVERA
MOVILIZACIONVESPERTINA,SAN IGNACIO
MANHANA,CHAPAL
MOVILIZACIONVESPERTINA,PLAZA DEL CARNAVAL
MANHANA,ESTADIO LIBERTAD
MANHANA,AV. ESTUDIANTES
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,ESTADIO LIBERTAD
MANHANA,ESTADIO LIBERTAD
MANHANA,ESTADIO LIBERTAD
ALMUERZO,AV. CHAMPAGNAT
MADRUGADA,CENTRO
TARDE,CENTRO
TARDE,SANTA MONICA
TARDE,ESTADIO LIBERTAD
TARDE,SAN JUAN BOSCO
MANHANA,ESTADIO LIBERTAD
MANHANA,ESTADIO LIBERTAD
ALMUERZO,CENTRO
MADRUGADA,NIZA II
MANHANA,ESTADIO LIBERTAD
MANHANA,JULIAN BUCHELI
MANHANA,JULIAN BUCHELI
ALMUERZO,ESTADIO LIBERTAD
MADRUGADA,BACHUE
NOCHE,SIMON BOLIVAR
MOVILIZACIONVESPERTINA,BARRIO PRADOS DEL NORTE
ALMUERZO,BARRIO CERRO PICO
MOVILIZACIONVESPERTINA,BARRIO LATINO
TARDE,BARRIO CENTRO
MOVILIZACIONMATUTINA,BARRIO VIDELSO
NOCHE,EL CENTRO
MOVILIZACIONVESPERTINA,BOSQUES DE PALERMO
NOCHE,ECOMAR
NOCHE,BOMBAY
NOCHE,LOS LAGOS
TARDE,SECTOR PARQUE LA LIBERTAD
NOCHE,SECTOR PLAZA DE BOLIVAR
MOVILIZACIONVESPERTINA,SECTOR GALERIA CENTRAL
MANHANA,SECTOR ZONA ROSA
ALMUERZO,B. CENTRO
ALMUERZO,B. CENTRO
MOVILIZACIONVESPERTINA,EL CENTRO
MOVILIZACIONVESPERTINA,EL TRAPICHE
TARDE,EL CENTRO
NOCHE,GALAN GOMEZ
TARDE,CABECERA DEL LLANO
ALMUERZO,SAN GERARDO
MADRUGADA,VILLAS DE SAN IGNACIO
TARDE,CALDAS
TARDE,ALTAMIRA
MANHANA,LOS CAMBULOS
NOCHE,POBLADO
MANHANA,PALTO ALTO
NOCHE,LAS DELICIAS
ALMUERZO,BOSTON
MANHANA,PLAZA MAJAGUAL
MANHANA,PLAZA MAJAGUAL
MOVILIZACIONVESPERTINA,LIBERTADOR
MADRUGADA,VRDA. AMAYARCO
MADRUGADA,VRDA. AMAYARCO
NOCHE,BALCANES
ALMUERZO,QUINTAS
NOCHE,MIRAMAR
TARDE,20 DE JULIO
MANHANA,VRDA. EL PINAL
MADRUGADA,VRDA MALACHI
TARDE,VIA BUENAVENTURA - BUGA
NOCHE,CENTRO
TARDE,EL CARMEN
ALMUERZO,ANTONIO NARINHO E16
ALMUERZO,SAN CARLOS E11
MOVILIZACIONVESPERTINA,EL TRONCAL E8
ALMUERZO,LILI E17
MANHANA,VILLA DEL SUR E11
NOCHE,PAMPA LINDA E19
TARDE,VALLE GRANDE E21
ALMUERZO,LOS ALCAZARES E6
MADRUGADA,EL LIDO E19
MADRUGADA,LILI E17
MADRUGADA,LILI E17
ALMUERZO,JOSE MARIA CABAL
MOVILIZACIONVESPERTINA,SEMBRADOR
MANHANA,OLIMPICO
TARDE,DEPORTIVO
MOVILIZACIONVESPERTINA,NAVARRA
NOCHE,CIUDAD NIQUIA
NOCHE,LA ARBOLEDA
NOCHE,MESA
MANHANA,ZONA CENTRO
NOCHE,PILSEN
MANHANA,CENTRO
MANHANA,LA BOMBA
TARDE,LAS VIOLETAS C-16
NOCHE,LAS ACACIAS C-11
NOCHE,CONQUISTADORES C-11
TARDE,ASTORGA C-14
MADRUGADA,GUAYABAL C-15
TARDE,ESTACION VILLA C-10
NOCHE,LA CANDELARIA C-10
ALMUERZO,EL RODEO C-15
TARDE,BELEN C-16
NOCHE,CRISTO REY C-15
NOCHE,LA CANDELARIA C-10
MOVILIZACIONVESPERTINA,ASTORGA C-14
NOCHE,LA CAMELIA
MOVILIZACIONVESPERTINA,CIUDADELA 20 DE JULIO
NOCHE,LOS ANGELES
ALMUERZO,EL BOSQUE
MANHANA,MIRAMAR
MANHANA,SOLEDAD 2000
MOVILIZACIONVESPERTINA,LAS GAVIOTAS
MANHANA,LOS CUSULES
MOVILIZACIONVESPERTINA,EL CABRERO
MANHANA,EL LAGUITO
MANHANA,BOCAGRANDE
NOCHE,BARRIO CENTRO
MADRUGADA,BARRIO CENTRO
NOCHE,PARQUE PRINCIPAL
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,BARRIO LAS PENHITAS
MANHANA,LA PRADERA
ALMUERZO,LA FELISA
MANHANA,CENTENARIO
NOCHE,LOS ALCAZARES
ALMUERZO,CENTRO
MADRUGADA,CENTRO
MADRUGADA,PLAZA DE TOROS
MADRUGADA,LA ESTRELLA
NOCHE,CENTRO
TARDE,CENTRO
NOCHE,CENTRO
NOCHE,CENTRO
NOCHE,CENTRO
NOCHE,EL CARMELO
NOCHE,HISPANIA
NOCHE,LA CANDELARIA
NOCHE,SECTOR PARQUE SAN SEBASTIAN
NOCHE,SECTOR PARQUE SAN SEBASTIAN
MADRUGADA,CENTRO
NOCHE,CENTRO
NOCHE,VIA A FLORENCIA
NOCHE,20 DE JULIO
NOCHE,PROGRESO III
NOCHE,NUEVO HABITAD
MADRUGADA,VDA TUNIA
NOCHE,SANTA CLARA
TARDE,LA ALDEA
TARDE,CENTRO
MOVILIZACIONVESPERTINA,MORALES DUQUE
MADRUGADA,CENTRO
MOVILIZACIONVESPERTINA,INV. LA PRADERA
TARDE,EL PARAISO
MOVILIZACIONVESPERTINA,DON CARMELO
NOCHE,LOS ROSALES
MADRUGADA,AMERICAS
MANHANA,LA ESPERANZA
TARDE,CHUCHURUBI
NOCHE,EL CENTRO
MANHANA,COSTA DE ORO
MOVILIZACIONVESPERTINA,MUZU E-6
MOVILIZACIONVESPERTINA,VISION DE COLOMBIA E-8
ALMUERZO,CHAPINERO CENTRAL E-2
MANHANA,SAN DIEGO BOSA E-7
MOVILIZACIONVESPERTINA,LA ESPERANZA E-12
ALMUERZO,LA ESTANCIA E-19
MANHANA,BELLAVISTA E-8
MANHANA,SALAZAR GOMEZ E-16
NOCHE,LOS DOS PUENTES
TARDE,CARVAJAL E-8
MANHANA,EL RETIRO E-2
TARDE,BOSA CARBONEL II E-7
ALMUERZO,URB. MADELENA I Y II SECTOR E-19
TARDE,LOS NARANJOS E-7
ALMUERZO,MODELO E-12
MOVILIZACIONVESPERTINA,LA PLAYA E-19
MADRUGADA,VER.GUACIMAL
NOCHE,TRAMO DE VIA ALBANIA - CUESTESITAS
MOVILIZACIONVESPERTINA,OVIDIO MEJIA
MADRUGADA,JOSE D BOSCAN
MADRUGADA,JOSE D BOSCAN
MOVILIZACIONVESPERTINA,ACACIAS ETAPA II
MADRUGADA,LAS GRANJAS
MOVILIZACIONVESPERTINA,SAN JORGE
ALMUERZO,LAS BRISAS
TARDE,PORVENIR
TARDE,PORVENIR
ALMUERZO,RODADERO TRADICIONAL
ALMUERZO,PLAYA SALGUERO
ALMUERZO,PLAYA SALGUERO
MADRUGADA,RODADERO TRADICIONAL
MADRUGADA,SANTA CRUZ
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,TAGANGA
ALMUERZO,EL MANACACIAS
MOVILIZACIONVESPERTINA,MANACACIAS
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,PORFIA
MANHANA,CENTAURO
TARDE,MARACOS
TARDE,CAUDAL NORTE
MADRUGADA,PIAMONTE
TARDE,COVISAN
TARDE,VEREDA VANGUARDIA
TARDE,VEREDA VANGUARDIA
MOVILIZACIONVESPERTINA,LA ESPERANZA
TARDE,EL DARIEN
NOCHE,RUMICHACA
MADRUGADA,CENTRO
TARDE,PALERMO
MADRUGADA,JERUSALEN
MOVILIZACIONMATUTINA,LA MINGA
MOVILIZACIONMATUTINA,LA MINGA
TARDE,MIJITAYO ALTO
MADRUGADA,AV. LAS AMERICAS
MADRUGADA,BOMBONA
NOCHE,PUENTE DEL PROGRESO
MADRUGADA,NUEVO
MADRUGADA,SIMON BOLIVAR
MADRUGADA,SAN FRANCISCO
MOVILIZACIONVESPERTINA,BARRIO PARAMO
MANHANA,BARRIO ALTO PAMPLONITA
MOVILIZACIONVESPERTINA,BARRIO BRUSELAS
TARDE,"QUINDOS I, II Y III"
ALMUERZO,LA PATRIA
ALMUERZO,LOS LIBERTADORES
MADRUGADA,VDA. EL CHOCHO
MANHANA,TERMINAL DE TRANSPORTES
TARDE,SECTOR PARQUE EL LAGO
NOCHE,B. CENTRO
TARDE,CENTRO 2
MADRUGADA,B. CENTRO
MADRUGADA,EL CENTRO
MADRUGADA,EL TRAPICHE
MOVILIZACIONVESPERTINA,JORGE ELIECER GAITAN
MOVILIZACIONVESPERTINA,COLOMBIA
MOVILIZACIONVESPERTINA,SAN ALONSO
ALMUERZO,EL PORVENIR
NOCHE,CIUDADELA REAL DE MINAS
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
ALMUERZO,PABLO VI
NOCHE,SAN FRANCISCO
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,EL PRADO
MOVILIZACIONVESPERTINA,CANHAVERAL
MOVILIZACIONVESPERTINA,LAGOS I
ALMUERZO,EL PALENQUE
ALMUERZO,LA POPA
TARDE,JUNIN
MADRUGADA,CGTO RINCON DEL MAR
NOCHE,CALLE NUEVA
MOVILIZACIONVESPERTINA,PUERTA ROJA
ALMUERZO,MAJAGUAL
MADRUGADA,ALTOS DE LA SABANA
MANHANA,AV. LUIS CARLOS GALAN
MADRUGADA,RURAL LA SIERRA VIA TOLU
MADRUGADA,RURAL LA SIERRA VIA TOLU
MADRUGADA,SAN RAFAEL
MANHANA,CENTRO
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,COQUETA
TARDE,JORDAN ARKCENTRO
MOVILIZACIONVESPERTINA,LOS PARRALES
MOVILIZACIONVESPERTINA,ALTO DE LA VIRGEN
MADRUGADA,CENTRO
NOCHE,MUELLE TURISTICO
NOCHE,NUEVA BUENAVENTURA
MADRUGADA,EL CARMEN
NOCHE,VEREDA CASCAJAL E22
TARDE,CALDAS E18
MANHANA,EL LIDO E19
NOCHE,MANUELA BELTRAN E14
MADRUGADA,CIUDADELA DEL RIO E21
MADRUGADA,CIUDADELA DEL RIO E21
NOCHE,JOSE M. MARROQUIN II E14
NOCHE,VALLE GRANDE E21
NOCHE,VALLE GRANDE E21
MADRUGADA,CHAMPAGNAT E19
MOVILIZACIONVESPERTINA,JUANAMBU E2
MOVILIZACIONVESPERTINA,NAPOLES E18
MANHANA,FENALCO KENNEDY E12
MANHANA,BRETANHA E9
MANHANA,CENTRO
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,CGTO. EL VINCULO
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,CENTRAL
TARDE,SANTA RITA
ALMUERZO,RECTA CALI - PALMIRA
ALMUERZO,NUEVO FATIMA
NOCHE,BELALCAZAR E25
MANHANA,MANZANAREZ
MOVILIZACIONMATUTINA,PRADO
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,LA ARBOLEDA
MADRUGADA,ZONA CENTRO
MOVILIZACIONVESPERTINA,JARDINES
NOCHE,MESA
MANHANA,SIMON BOLIVAR
NOCHE,CENTRO
MADRUGADA,CENTRO
MOVILIZACIONVESPERTINA,BOSTON C-10
ALMUERZO,CASTILLA C-5
ALMUERZO,CONQUISTADORES C-11
ALMUERZO,ESTADIO C-11
MOVILIZACIONVESPERTINA,LA AGUACATALA C-14
MOVILIZACIONVESPERTINA,SAN MIGUEL C-8
MANHANA,ROSALES C-16
MANHANA,SAN JAVIER 1 C-13
NOCHE,LA LOMA DE LOS BERNAL C-16
TARDE,LA CANDELARIA C-10
TARDE,VIA SANTA ELENA  C-9
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
TARDE,CARIBE C-5
NOCHE,ARANJUEZ  C-4
MADRUGADA,EL POBLADO C-14
MADRUGADA,LORENA C-11
MADRUGADA,LA CANDELARIA C-10
MADRUGADA,SIMON BOLIVAR I
NOCHE,SAN ROQUE
MOVILIZACIONVESPERTINA,DANIEL LEMAITRE
MOVILIZACIONVESPERTINA,EL LAGUITO
MOVILIZACIONVESPERTINA,PIE DEL CERRO
MANHANA,VEREDA SAN RAFAEL
MOVILIZACIONVESPERTINA,BARRIO VILLA JULIANA
MADRUGADA,BARRIO CENTRO
ALMUERZO,TERMINAL DE TRANSPORTES
MADRUGADA,GALERIAS
ALMUERZO,VDA LA FELISA
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,SECTOR EL CABLE
MADRUGADA,SECTOR PLAZA ALFONSO LOPEZ P.
NOCHE,PALOGRANDE
NOCHE,CENTRO
NOCHE,BARRIO VILLAPILAR
MOVILIZACIONVESPERTINA,BARRIO GALERIAS
MADRUGADA,CENTRO
NOCHE,CENTRO
NOCHE,CENTRO
NOCHE,SECTOR PARQUE SAN SEBASTIAN
MADRUGADA,FUNDADORES
NOCHE,CENTRO
NOCHE,CENTRO
MADRUGADA,LA CANDELARIA
MADRUGADA,LA CANDELARIA
MADRUGADA,LA CANDELARIA
MADRUGADA,LA CANDELARIA
MADRUGADA,LA CANDELARIA
MADRUGADA,LA CANDELARIA
MOVILIZACIONVESPERTINA,BERLIN
MADRUGADA,BOLIVAR
MADRUGADA,CENTRO
TARDE,LA GRANJA
NOCHE,SANTA ELENA
MADRUGADA,EL ALIVIO
ALMUERZO,CGTO BATATAS
TARDE,SAN DIEGO BOSA E-7
TARDE,SIDAUTO E-10
ALMUERZO,VEINTE DE JULIO E-4
MOVILIZACIONVESPERTINA,VERBENAL E-1
TARDE,ARBORIZADORA BAJA E-19
MOVILIZACIONVESPERTINA,LUCERO BAJO E-19
ALMUERZO,PATIO BONITO I E-8
MADRUGADA,TINTALITO E-8
MADRUGADA,LA GAITANA E-11
TARDE,URB. NUEVA ZELANDIA E-11
ALMUERZO,SAN ANTONIO E-15
TARDE,SAN MATEO
MADRUGADA,QUINTANARES
NOCHE,CHAPINERO
TARDE,VILLA MATILDE
TARDE,PREDIOS POZOS COLORADOS
NOCHE,RODADERO SUR
NOCHE,SANTA MONICA
NOCHE,URBANIZACION RIASCOS
TARDE,LA LUCHA
ALMUERZO,EL TRIUNFO
TARDE,MANACACIAS
MOVILIZACIONVESPERTINA,VILLA BOLIVAR
MADRUGADA,CENTRO
TARDE,SAN BENITO
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,LAS VIOLETAS I
NOCHE,SAN FERNANDO
MADRUGADA,IDEMA
MOVILIZACIONVESPERTINA,VILLA RECREO
MOVILIZACIONVESPERTINA,SAN FELIPE
MOVILIZACIONVESPERTINA,BARRIO LLERAS RESTREPO
MOVILIZACIONVESPERTINA,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
TARDE,LA PRADERA
MOVILIZACIONVESPERTINA,SECTOR CC. UNICENTRO CUBA
NOCHE,ESTACION VILLEGAS
MADRUGADA,SECTOR CENTRO
NOCHE,EL CENTRO
MADRUGADA,EL CENTRO
MADRUGADA,BATALLON NUEVA GRANADA
ALMUERZO,LA UNIVERSIDAD
NOCHE,EL CARMEN IV
ALMUERZO,BALCONES DE GALIXIA
MANHANA,CENTRO
MADRUGADA,CENTRO
MANHANA,CENTRO P/TA
MOVILIZACIONVESPERTINA,SETOR CANAPRO
ALMUERZO,6 DE ENERO
MADRUGADA,PIEDRA PINTADA PARTE ALTA
MADRUGADA,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
TARDE,VIA CALI - BUENAVENTURA
TARDE,VIA CALI - BUENAVENTURA
NOCHE,EL POBLADO I E13
TARDE,CHIPICHAPE E2
NOCHE,CAMINO REAL - J BORRERO E19
NOCHE,CAMINO REAL - J BORRERO E19
MANHANA,SAN JOAQUIN E17
ALMUERZO,SAN JUDAS TADEO I E10
MOVILIZACIONVESPERTINA,BELEN (23-S-2-1)
TARDE,EL PORVENIR E24
NOCHE,EL LIDO (26-1)
NOCHE,PANORAMA E25
TARDE,ALTOS DE NIQUIA
NOCHE,NIQUIA QUITASOL
NOCHE,VDA. EL PINAR
MADRUGADA,CENTRO
TARDE,VDA. CARDALITO
NOCHE,TAHAMIES
MADRUGADA,SIMON BOLIVAR
MOVILIZACIONVESPERTINA,OBRERO
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
TARDE,VILLANUEVA C-10
MOVILIZACIONVESPERTINA,SAN JAVIER 1 C-13
TARDE,LA FRANCIA  C-2
